K,m,v,q
10975780,123410-15,6568,1
10975963,111120-07,6569,1
10976180,100680-10,6570,1
10976186,123580-02,6571,1
10976254,100700-10,6572,1
10976272,100630-30,6573,1
10976274,100630-30,6574,1
10976275,100630-30,6575,1
10976439,123530-03,6576,1
10976738,110980-01,6577,1
10976887,123530-01,6578,1
10977121,123580-02,6579,1
10977121,123580-02,6580,1
10977163,151210-44,6581,1
10977248,134130-28,6582,1
10977545,111230-06,6583,1
10977669,100600-01,6584,1
10977680,135150-06,6585,1
10977964,124930-52,6586,1
10977964,124930-52,6587,1
10978157,151390-01,6588,1
10978358,100600-01,6589,1
10978358,100600-01,6590,1
10978358,100600-01,6591,1
10980380,100600-01,6592,1
10980380,100600-01,6593,1
10980380,100600-01,6594,1
10980381,100600-01,6595,1
10980381,100600-01,6596,1
10980381,100600-01,6597,1
10980382,100600-01,6598,1
10980382,100600-01,6599,1
10980382,100600-01,6600,1
10980711,111260-01,6601,1
10980711,111260-03,6602,1
10980711,111260-10,6603,1
10980711,111260-10,6604,1
10980930,123530-01,6605,1
10981157,123510-02,6606,1
10981182,123540-08,6607,1
10981223,124930-05,6608,1
10981314,123540-12,6609,1
10981325,135100-21,6610,1
10981341,111230-06,6611,1
10981613,100600-01,6612,1
10981613,100600-01,6613,1
10981613,100600-01,6614,1
10981695,123580-01,6615,1
10982241,162030-03,6616,1
10982954,123530-01,6617,1
10983324,124270-01,6618,1
10983407,111350-14,6619,1
10983407,111350-18,6620,1
10983412,123530-05,6621,1
10983480,123580-02,6622,1
10984174,111230-06,6623,1
10984349,151210-01,6624,1
10984349,151210-01,6625,1
10984349,151210-01,6626,1
10984349,151210-01,6627,1
10984349,151210-02,6628,1
10984349,151210-02,6629,1
10984349,151210-02,6630,1
10984407,124270-01,6631,1
10985099,123580-01,6632,1
10985140,111350-16,6633,1
10985159,123520-07,6634,1
10985159,123520-07,6635,1
10985654,111990-01,6636,1
10985654,111990-01,6637,1
10985746,111990-01,6638,1
10985746,111990-01,6639,1
10985746,111990-02,6640,1
10985748,111990-01,6641,1
10985748,111990-01,6642,1
10985748,111990-02,6643,1
10985823,110980-02,6644,1
10985823,110980-02,6645,1
10985895,123680-09,6646,1
10986196,111190-01,6647,1
10986532,111990-01,6648,1
10986533,111990-01,6649,1
10986686,100650-01,6650,1
10986689,100650-01,6651,1
10986710,100650-01,6652,1
10986711,100650-01,6653,1
10987203,100710-30,6654,1
10987603,111600-01,6655,1
10987735,123410-15,6656,1
10987736,123410-15,6657,1
10987738,111600-01,6658,1
10988162,135120-08,6659,1
10988306,123580-01,6660,1
10988448,123410-15,6661,1
10988449,123410-25,6662,1
10988604,123580-01,6663,1
10989056,123580-01,6664,1
10989132,135120-01,6665,1
10989209,111480-01,6666,1
10989623,100630-30,6667,1
10990011,100630-30,6668,1
10990046,111990-01,6669,1
10990046,111990-01,6670,1
10990046,111990-02,6671,1
10990047,111990-02,6672,1
10990048,111990-01,6673,1
10990048,111990-01,6674,1
10990048,111990-02,6675,1
10990094,135100-21,6676,1
10990182,135120-07,6677,1
10990200,111990-02,6678,1
10990203,123580-02,6679,1
10990203,123580-02,6680,1
10990206,111990-01,6681,1
10990206,111990-01,6682,1
10990207,111990-01,6683,1
10990207,111990-01,6684,1
10990208,111990-01,6685,1
10990208,111990-01,6686,1
10990208,111990-01,6687,1
10990208,111990-02,6688,1
10990209,111990-01,6689,1
10990209,111990-01,6690,1
10990209,111990-02,6691,1
10990210,111990-01,6692,1
10990210,111990-01,6693,1
10990210,111990-01,6694,1
10990210,111990-02,6695,1
10990211,111990-02,6696,1
10990212,111990-01,6697,1
10990212,111990-01,6698,1
10990212,111990-02,6699,1
10990217,111990-02,6700,1
10990218,111990-02,6701,1
10990221,111990-02,6702,1
10990222,111990-01,6703,1
10990222,111990-01,6704,1
10990223,111990-01,6705,1
10990223,111990-01,6706,1
10990224,111990-01,6707,1
10990224,111990-01,6708,1
10990224,111990-01,6709,1
10990224,111990-02,6710,1
10990225,111990-01,6711,1
10990225,111990-01,6712,1
10990225,111990-01,6713,1
10990225,111990-02,6714,1
10990227,111990-01,6715,1
10990227,111990-01,6716,1
10990227,111990-02,6717,1
10990272,111990-01,6718,1
10990272,111990-01,6719,1
10990272,111990-02,6720,1
10990276,111990-01,6721,1
10990276,111990-01,6722,1
10990276,111990-01,6723,1
10990276,111990-02,6724,1
10990277,111990-01,6725,1
10990277,111990-01,6726,1
10990277,111990-02,6727,1
10990281,111990-01,6728,1
10990281,111990-01,6729,1
10990281,111990-02,6730,1
10990282,111990-01,6731,1
10990282,111990-01,6732,1
10990282,111990-02,6733,1
10990288,111990-01,6734,1
10990288,111990-01,6735,1
10990288,111990-01,6736,1
10990288,111990-02,6737,1
10990289,111990-01,6738,1
10990289,111990-01,6739,1
10990289,111990-02,6740,1
10990302,123420-18,6741,1
10990438,111190-01,6742,1
10990438,111190-01,6743,1
10990438,111190-01,6744,1
10990438,111190-03,6745,1
10990525,111230-06,6746,1
10990525,111230-06,6747,1
10990533,100630-30,6748,1
10990540,123470-20,6749,1
10990724,123470-20,6750,1
10991113,135150-10,6751,1
10991113,135150-12,6752,1
10991494,100610-50,6753,1
10991494,100610-50,6754,1
10991724,123590-01,6755,1
10991897,123080-12,6756,1
10991897,123080-13,6757,1
10991906,111230-06,6758,1
10991906,111230-06,6759,1
10991907,111230-06,6760,1
10992117,111350-14,6761,1
10992117,111350-18,6762,1
10992124,123580-01,6763,1
10992173,111230-06,6764,1
10992173,111230-06,6765,1
10992264,111990-01,6766,1
10992264,111990-01,6767,1
10992264,111990-01,6768,1
10992264,111990-01,6769,1
10992264,111990-01,6770,1
10992264,111990-01,6771,1
10992264,111990-01,6772,1
10992264,111990-01,6773,1
10992264,111990-01,6774,1
10992264,111990-01,6775,1
10992264,111990-01,6776,1
10992264,111990-01,6777,1
10992264,111990-01,6778,1
10992264,111990-01,6779,1
10992264,111990-01,6780,1
10992264,111990-01,6781,1
10992264,111990-01,6782,1
10992264,111990-01,6783,1
10992264,111990-01,6784,1
10992264,111990-01,6785,1
10992264,111990-01,6786,1
10992264,111990-01,6787,1
10992264,111990-01,6788,1
10992264,111990-01,6789,1
10992264,111990-01,6790,1
10992264,111990-01,6791,1
10992264,111990-01,6792,1
10992264,111990-01,6793,1
10992264,111990-01,6794,1
10992264,111990-01,6795,1
10992264,111990-01,6796,1
10992264,111990-01,6797,1
10992264,111990-01,6798,1
10992264,111990-01,6799,1
10992264,111990-01,6800,1
10992264,111990-01,6801,1
10992264,111990-01,6802,1
10992264,111990-01,6803,1
10992264,111990-01,6804,1
10992264,111990-01,6805,1
10992264,111990-01,6806,1
10992264,111990-01,6807,1
10992264,111990-01,6808,1
10992264,111990-01,6809,1
10992264,111990-01,6810,1
10992264,111990-01,6811,1
10992264,111990-01,6812,1
10992264,111990-01,6813,1
10992264,111990-01,6814,1
10992264,111990-01,6815,1
10992264,111990-01,6816,1
10992264,111990-01,6817,1
10992264,111990-01,6818,1
10992264,111990-01,6819,1
10992264,111990-01,6820,1
10992264,111990-01,6821,1
10992264,111990-01,6822,1
10992264,111990-01,6823,1
10992264,111990-01,6824,1
10992264,111990-01,6825,1
10992264,111990-01,6826,1
10992264,111990-01,6827,1
10992264,111990-01,6828,1
10992264,111990-01,6829,1
10992264,111990-01,6830,1
10992264,111990-01,6831,1
10992264,111990-01,6832,1
10992264,111990-01,6833,1
10992264,111990-01,6834,1
10992264,111990-01,6835,1
10992264,111990-01,6836,1
10992264,111990-01,6837,1
10992264,111990-01,6838,1
10992264,111990-01,6839,1
10992264,111990-01,6840,1
10992264,111990-01,6841,1
10992264,111990-01,6842,1
10992264,111990-01,6843,1
10992264,111990-01,6844,1
10992264,111990-01,6845,1
10992264,111990-01,6846,1
10992264,111990-01,6847,1
10992264,111990-01,6848,1
10992264,111990-01,6849,1
10992264,111990-01,6850,1
10992264,111990-01,6851,1
10992264,111990-01,6852,1
10992264,111990-01,6853,1
10992264,111990-01,6854,1
10992264,111990-01,6855,1
10992264,111990-01,6856,1
10992264,111990-01,6857,1
10992264,111990-01,6858,1
10992264,111990-01,6859,1
10992264,111990-01,6860,1
10992264,111990-01,6861,1
10992264,111990-01,6862,1
10992264,111990-01,6863,1
10992264,111990-01,6864,1
10992264,111990-01,6865,1
10992264,111990-01,6866,1
10992264,111990-01,6867,1
10992264,111990-01,6868,1
10992264,111990-01,6869,1
10992264,111990-01,6870,1
10992264,111990-01,6871,1
10992264,111990-01,6872,1
10992264,111990-01,6873,1
10992264,111990-01,6874,1
10992264,111990-01,6875,1
10992264,111990-01,6876,1
10992264,111990-01,6877,1
10992264,111990-01,6878,1
10992264,111990-01,6879,1
10992264,111990-02,6880,1
10992264,111990-02,6881,1
10992264,111990-02,6882,1
10992264,111990-02,6883,1
10992264,111990-02,6884,1
10992264,111990-02,6885,1
10992264,111990-02,6886,1
10992264,111990-02,6887,1
10992264,111990-02,6888,1
10992264,111990-02,6889,1
10992264,111990-02,6890,1
10992264,111990-02,6891,1
10992264,111990-02,6892,1
10992264,111990-02,6893,1
10992264,111990-02,6894,1
10992264,111990-02,6895,1
10992264,111990-02,6896,1
10992264,111990-02,6897,1
10992264,111990-02,6898,1
10992264,111990-02,6899,1
10992264,111990-02,6900,1
10992264,111990-02,6901,1
10992264,111990-02,6902,1
10992264,111990-02,6903,1
10992264,111990-02,6904,1
10992264,111990-02,6905,1
10992264,111990-02,6906,1
10992264,111990-02,6907,1
10992264,111990-02,6908,1
10992264,111990-02,6909,1
10992264,111990-02,6910,1
10992264,111990-02,6911,1
10992264,111990-02,6912,1
10992264,111990-02,6913,1
10992264,111990-02,6914,1
10992264,111990-02,6915,1
10992264,111990-02,6916,1
10992264,111990-02,6917,1
10992264,111990-02,6918,1
10992264,111990-02,6919,1
10992264,111990-02,6920,1
10992264,111990-02,6921,1
10992264,111990-02,6922,1
10992713,135150-02,6923,1
10993040,135120-08,6924,1
10993040,135130-18,6925,1
10993059,123080-08,6926,1
10993059,123680-08,6927,1
10993262,124270-01,6928,1
10993673,123680-20,6929,1
10993674,123680-20,6930,1
10994153,123580-02,6931,1
10994197,100710-20,6932,1
10994198,124860-06,6933,1
10994393,111230-06,6934,1
10994393,111230-06,6935,1
10994836,123590-01,6936,1
10995217,123530-03,6937,1
10995492,123580-01,6938,1
10996134,123020-73,6939,1
10996134,123530-01,6940,1
10996523,111230-06,6941,1
10996525,111230-06,6942,1
10996525,111230-06,6943,1
10996525,111260-01,6944,1
10996672,123540-14,6945,1
10996880,135150-10,6946,1
10996880,135150-10,6947,1
10996900,112020-02,6948,1
10996978,100410-09,6949,1
10997060,111260-01,6950,1
10997138,111030-07,6951,1
10997163,123580-01,6952,1
10997229,111260-01,6953,1
10997240,111120-07,6954,1
10997387,100630-30,6955,1
10997663,135150-12,6956,1
10997788,111260-01,6957,1
10997924,123350-85,6958,1
10997931,100630-30,6959,1
10998003,135150-07,6960,1
10998010,100600-01,6961,1
10998165,100410-09,6962,1
10998398,123530-05,6963,1
10998466,134130-05,6964,1
10998633,123530-05,6965,1
10998712,123020-24,6966,1
10998800,123020-24,6967,1
10998934,123580-02,6968,1
10998934,123580-02,6969,1
10998935,123580-02,6970,1
10998935,123580-02,6971,1
10998936,111190-01,6972,1
10998950,123540-03,6973,1
10999002,111120-07,6974,1
10999058,123540-12,6975,1
10999144,111190-03,6976,1
10999348,124270-02,6977,1
10999580,123520-07,6978,1
10999580,123520-07,6979,1
10999678,123590-01,6980,1
10999678,123590-08,6981,1
10999733,111230-06,6982,1
10999733,111230-06,6983,1
10999735,111230-06,6984,1
10999735,111260-01,6985,1
10999744,111230-06,6986,1
10999744,111230-06,6987,1
10999883,123510-03,6988,1
11000008,111350-16,6989,1
11000111,111360-01,6990,1
11000119,189070-01,6991,1
11000119,189070-01,6992,1
11000119,189070-01,6993,1
11000119,189070-01,6994,1
11000119,189070-01,6995,1
11000160,123410-15,6996,1
11000314,123530-05,6997,1
11000337,124600-12,6998,1
11000338,124600-05,6999,1
11000566,123580-01,7000,1
11000838,135150-15,7001,1
11000854,123580-02,7002,1
11001047,124930-21,7003,1
11001150,124270-01,7004,1
11001157,123580-02,7005,1
11001677,123410-15,7006,1
11001677,123410-15,7007,1
11001698,111230-06,7008,1
11001704,134130-02,7009,1
11001706,134130-05,7010,1
11001759,124600-12,7011,1
11001813,151450-01,7012,1
11001814,151450-05,7013,1
11001837,111230-06,7014,1
11001999,151450-11,7015,1
11002299,100650-01,7016,1
11002299,100650-01,7017,1
11002422,123470-20,7018,1
11002430,123020-84,7019,1
11002431,123020-84,7020,1
11002442,123580-01,7021,1
11002443,123580-01,7022,1
11002519,135150-06,7023,1
11002788,124600-04,7024,1
11002808,123580-01,7025,1
11002941,111350-18,7026,1
11002955,124270-01,7027,1
11002982,123530-05,7028,1
11003212,123580-01,7029,1
11003230,100630-30,7030,1
11003231,100630-30,7031,1
11003259,123590-01,7032,1
11003259,123590-08,7033,1
11003306,123590-01,7034,1
11003335,110980-01,7035,1
11003335,110980-01,7036,1
11003335,110980-01,7037,1
11003335,110980-01,7038,1
11003362,123080-13,7039,1
11003362,124600-12,7040,1
11003385,123590-01,7041,1
11003391,123580-02,7042,1
11003453,123580-02,7043,1
11003453,123580-02,7044,1
11003463,134130-08,7045,1
11003464,134130-08,7046,1
11003465,134130-08,7047,1
11003466,134130-08,7048,1
11003849,151310-02,7049,1
11004220,123580-02,7050,1
11004224,135150-02,7051,1
11004256,100610-10,7052,1
11004258,100660-01,7053,1
11004633,111350-18,7054,1
11004958,125040-05,7055,1
11004968,123380-03,7056,1
11004968,123380-03,7057,1
11004968,123380-03,7058,1
11004968,123380-03,7059,1
11004968,123380-03,7060,1
11004968,123380-03,7061,1
11004968,123380-03,7062,1
11004968,123380-03,7063,1
11004968,123380-03,7064,1
11004968,123380-03,7065,1
11004968,123380-03,7066,1
11004968,123380-03,7067,1
11004968,123380-03,7068,1
11004968,123380-03,7069,1
11004968,123380-03,7070,1
11004968,123380-03,7071,1
11004968,123380-03,7072,1
11004968,123380-03,7073,1
11004968,123380-03,7074,1
11004968,123380-03,7075,1
11004968,123380-03,7076,1
11004968,123380-03,7077,1
11004968,123380-03,7078,1
11004968,123380-03,7079,1
11004968,123380-03,7080,1
11004968,123380-03,7081,1
11004968,123380-03,7082,1
11004968,123380-03,7083,1
11004968,123380-03,7084,1
11004968,123380-03,7085,1
11004968,123380-03,7086,1
11004968,123380-03,7087,1
11004968,123380-03,7088,1
11004968,123380-03,7089,1
11004968,123380-03,7090,1
11004968,123380-03,7091,1
11004968,123380-03,7092,1
11004969,123380-03,7093,1
11004969,123380-03,7094,1
11004969,123380-03,7095,1
11004969,123380-03,7096,1
11004969,123380-03,7097,1
11004969,123380-03,7098,1
11004969,123380-03,7099,1
11004969,123380-03,7100,1
11004996,123380-03,7101,1
11004996,123380-03,7102,1
11004996,123380-03,7103,1
11004996,123380-03,7104,1
11005009,123380-03,7105,1
11005009,123380-03,7106,1
11005009,123380-03,7107,1
11005013,123580-01,7108,1
11005044,123380-03,7109,1
11005044,123380-03,7110,1
11005044,123380-03,7111,1
11005044,123380-03,7112,1
11005044,123380-03,7113,1
11005044,123380-03,7114,1
11005044,123380-03,7115,1
11005044,123380-03,7116,1
11005044,123380-03,7117,1
11005044,123380-03,7118,1
11005044,123380-03,7119,1
11005070,123380-03,7120,1
11005070,123380-03,7121,1
11006009,135100-21,7122,1
11006069,111230-06,7123,1
11006140,135130-33,7124,1
11006153,124270-01,7125,1
11006210,100660-01,7126,1
11006215,135100-21,7127,1
11006316,123020-24,7128,1
11006628,151450-02,7129,1
11006774,111990-01,7130,1
11006774,111990-01,7131,1
11006775,111990-01,7132,1
11006775,111990-01,7133,1
11006776,111990-01,7134,1
11006776,111990-01,7135,1
11006776,111990-01,7136,1
11006777,111990-01,7137,1
11006777,111990-01,7138,1
11006778,111990-01,7139,1
11006778,111990-01,7140,1
11006779,111990-01,7141,1
11006779,111990-01,7142,1
11006971,123580-02,7143,1
11007013,124270-01,7144,1
11007022,112020-02,7145,1
11007133,135150-02,7146,1
11007133,135150-17,7147,1
11007134,134130-08,7148,1
11007218,123580-01,7149,1
11007382,123520-07,7150,1
11007382,123520-07,7151,1
11007756,100660-01,7152,1
11007843,111480-01,7153,1
11007972,123510-05,7154,1
11008117,111350-16,7155,1
11008600,135150-06,7156,1
11008956,123590-01,7157,1
11008988,123540-05,7158,1
11009387,100600-01,7159,1
11009538,111260-02,7160,1
11009538,111260-02,7161,1
11009538,111260-03,7162,1
11009621,100630-30,7163,1
11009655,123590-01,7164,1
11009668,123580-02,7165,1
11009986,151450-01,7166,1
11010065,111230-06,7167,1
11010065,111230-06,7168,1
11010384,123580-02,7169,1
11010454,111190-01,7170,1
11010454,111190-01,7171,1
11010454,111190-01,7172,1
11010454,111190-03,7173,1
11010584,123080-13,7174,1
11010702,123540-03,7175,1
11010740,134130-05,7176,1
11010808,111230-06,7177,1
11010820,135130-08,7178,1
11010821,135130-09,7179,1
11010914,123080-11,7180,1
11011434,124270-02,7181,1
11011442,123510-02,7182,1
11011443,123410-15,7183,1
11011523,123580-01,7184,1
11011545,123020-30,7185,1
11011680,123530-01,7186,1
11011890,123530-04,7187,1
11012152,123410-15,7188,1
11012298,123680-05,7189,1
11012407,134130-05,7190,1
11016412,110980-01,7191,1
11016412,110980-01,7192,1
11016412,110980-01,7193,1
11016412,110980-03,7194,1
11016416,123590-06,7195,1
11017455,111350-14,7196,1
11017525,111480-01,7197,1
11017526,111480-01,7198,1
11017527,111480-01,7199,1
11017634,111230-06,7200,1
11017665,111230-06,7201,1
11017714,111180-08,7202,1
11017794,110980-01,7203,1
11017794,110980-02,7204,1
11017802,134130-08,7205,1
11018093,110980-01,7206,1
11018259,111240-06,7207,1
11018699,123580-01,7208,1
11018720,100610-10,7209,1
11018821,100600-01,7210,1
11018963,123530-01,7211,1
11019002,100470-06,7212,1
11019280,100470-08,7213,1
11019389,123580-01,7214,1
11019416,123580-01,7215,1
11019440,123580-01,7216,1
11019472,123580-01,7217,1
11019661,123580-02,7218,1
11019744,100630-30,7219,1
11019745,100630-30,7220,1
11019780,123580-01,7221,1
11019881,111230-06,7222,1
11019881,111260-02,7223,1
11019881,111260-11,7224,1
11020003,123530-07,7225,1
11020193,123580-01,7226,1
11020316,123680-05,7227,1
11020356,111040-04,7228,1
11020356,111040-01,7229,1
11020464,135150-12,7230,1
11020555,123590-08,7231,1
11020942,135150-07,7232,1
11020949,110980-01,7233,1
11020949,110980-01,7234,1
11020949,110980-01,7235,1
