K,m,v,q
10244995,151210-06,3686,1
10245922,110980-02,3687,1
10247461,135130-22,3688,1
10248387,151210-06,3689,1
10248388,151210-06,3690,1
10248693,111180-13,3691,1
10248951,124600-04,3692,1
10249640,110980-01,3693,1
10249640,110980-01,3694,1
10249640,110980-01,3695,1
10249640,110980-01,3696,1
10250027,135130-18,3697,1
10250027,135130-19,3698,1
10250027,135130-25,3699,1
10250412,100680-10,3700,1
10252506,110980-01,3701,1
10252506,110980-01,3702,1
10252506,110980-01,3703,1
10252506,110980-01,3704,1
10253465,100410-09,3705,1
10253860,100470-06,3706,1
10253861,100470-06,3707,1
10253862,100470-06,3708,1
10253863,100470-06,3709,1
10253867,100470-06,3710,1
10253868,100470-06,3711,1
10253871,100470-06,3712,1
10253874,100470-06,3713,1
10253877,100660-01,3714,1
10253877,100660-01,3715,1
10253878,100660-01,3716,1
10253878,100660-01,3717,1
10253880,100660-01,3718,1
10253880,100660-01,3719,1
10255626,151210-45,3720,1
10257320,111190-03,3721,1
10257431,111190-03,3722,1
10261960,135120-10,3723,1
10261993,135130-18,3724,1
10261993,135130-19,3725,1
10262004,135130-18,3726,1
10262004,135130-19,3727,1
10263277,151210-06,3728,1
10263513,135100-02,3729,1
10263637,111230-06,3730,1
10263637,111260-11,3731,1
10263637,111260-11,3732,1
10263662,100610-50,3733,1
10263662,100610-50,3734,1
10263662,100610-50,3735,1
10263662,100610-50,3736,1
10264013,135150-07,3737,1
10264016,135150-10,3738,1
10264016,135150-12,3739,1
10264016,135150-16,3740,1
10264197,123680-07,3741,1
10264197,123680-07,3742,1
10266204,123410-15,3743,1
10266531,111220-03,3744,1
10266531,111220-07,3745,1
10266532,100680-10,3746,1
10266617,111150-02,3747,1
10266619,111150-02,3748,1
10266621,111150-02,3749,1
10268366,123530-04,3750,1
10268366,123530-04,3751,1
10270098,100610-70,3752,1
10270134,124210-01,3753,1
10270134,124240-01,3754,1
10270190,100680-10,3755,1
10279821,135100-01,3756,1
10279822,111190-03,3757,1
10290113,111230-06,3758,1
10290113,111230-06,3759,1
10290700,111990-01,3760,1
10290700,111990-01,3761,1
10290842,111990-01,3762,1
10290842,111990-01,3763,1
10290843,111990-01,3764,1
10290843,111990-01,3765,1
10290843,111990-02,3766,1
10291336,111150-07,3767,1
10291555,111260-40,3768,1
10291559,123380-03,3769,1
10291559,123380-03,3770,1
10291559,123380-03,3771,1
10291559,123380-03,3772,1
10291559,123380-03,3773,1
10291559,123380-03,3774,1
10291559,123380-03,3775,1
10291559,123380-03,3776,1
10291559,123380-03,3777,1
10291559,123380-03,3778,1
10291559,123380-03,3779,1
10291559,123380-03,3780,1
10291559,123380-03,3781,1
10291559,123380-03,3782,1
10291559,123380-03,3783,1
10291559,123380-03,3784,1
10291559,123380-03,3785,1
10291559,123380-03,3786,1
10291559,123380-03,3787,1
10291559,123380-03,3788,1
10291559,123380-03,3789,1
10291559,123380-03,3790,1
10291559,123380-03,3791,1
10291559,123380-03,3792,1
10291559,123380-03,3793,1
10291559,123380-03,3794,1
10291559,123380-03,3795,1
10291559,123380-03,3796,1
10291559,123380-03,3797,1
10291559,123380-03,3798,1
10291559,123380-03,3799,1
10291559,123380-03,3800,1
10291559,123380-03,3801,1
10291559,123380-03,3802,1
10291559,123380-03,3803,1
10291559,123380-03,3804,1
10291559,123380-03,3805,1
10291717,123020-73,3806,1
10291717,123020-85,3807,1
10292457,110980-01,3808,1
10292457,110980-01,3809,1
10292457,110980-01,3810,1
10292457,110980-01,3811,1
10292459,110980-01,3812,1
10292459,110980-01,3813,1
10292459,110980-01,3814,1
10292459,110980-01,3815,1
10292461,110980-01,3816,1
10292461,110980-01,3817,1
10292461,110980-01,3818,1
10292461,110980-01,3819,1
10292461,110980-02,3820,1
10292462,110980-01,3821,1
10292462,110980-01,3822,1
10292462,110980-01,3823,1
10292462,110980-01,3824,1
10292462,110980-02,3825,1
10292468,110980-01,3826,1
10292468,110980-01,3827,1
10292468,110980-01,3828,1
10292468,110980-01,3829,1
10292468,110980-02,3830,1
10292469,110980-01,3831,1
10292469,110980-01,3832,1
10292469,110980-01,3833,1
10292469,110980-01,3834,1
10292469,110980-02,3835,1
10292471,110980-01,3836,1
10292471,110980-01,3837,1
10292471,110980-01,3838,1
10292471,110980-01,3839,1
10292510,111390-01,3840,1
10292510,111390-01,3841,1
10292590,123680-18,3842,1
10293573,100470-08,3843,1
10293574,100610-10,3844,1
10293574,100610-10,3845,1
10293575,100610-10,3846,1
10293575,100610-10,3847,1
10293575,100610-10,3848,1
10293575,100610-10,3849,1
10293575,100610-50,3850,1
10293678,123530-05,3851,1
10293912,111480-01,3852,1
10294012,111180-09,3853,1
10294012,111190-03,3854,1
10294024,111990-02,3855,1
10294079,123510-05,3856,1
10294143,135100-07,3857,1
10294332,151210-77,3858,1
10294335,151210-76,3859,1
10294335,151210-76,3860,1
10294341,151210-95,3861,1
10294668,134130-35,3862,1
10294669,134130-35,3863,1
10294679,123520-02,3864,1
10294679,123520-03,3865,1
10294679,123550-09,3866,1
10294679,123550-10,3867,1
10294697,123550-03,3868,1
10294697,123550-03,3869,1
10294700,111190-01,3870,1
10294700,111190-01,3871,1
10294700,111190-03,3872,1
10294700,111190-03,3873,1
10294721,134130-01,3874,1
10295408,135150-07,3875,1
10296230,123410-25,3876,1
10296827,100680-10,3877,1
10296835,100680-10,3878,1
10296896,134130-04,3879,1
10297064,123020-40,3880,1
10297226,123590-01,3881,1
10297226,123590-01,3882,1
10297226,123590-02,3883,1
10297343,111260-02,3884,1
10297343,111260-02,3885,1
10297343,111260-03,3886,1
10297600,162500-01,3887,1
10297600,162500-02,3888,1
10297609,189080-01,3889,1
10297609,189080-01,3890,1
10297609,189080-01,3891,1
10297609,189080-01,3892,1
10297715,135150-02,3893,1
10297769,135150-02,3894,1
10297769,135150-06,3895,1
10298193,123530-04,3896,1
10298193,123530-04,3897,1
10298193,123530-04,3898,1
10298385,123590-01,3899,1
10298391,111190-01,3900,1
10298391,111190-01,3901,1
10298391,111190-01,3902,1
10298391,111190-03,3903,1
10298391,111190-03,3904,1
10298709,111560-04,3905,1
10298892,123580-01,3906,1
10298900,162430-03,3907,1
10298900,162430-03,3908,1
10299108,111190-01,3909,1
10299108,111190-01,3910,1
10299108,111190-01,3911,1
10299108,111190-03,3912,1
10299236,100630-30,3913,1
10299315,124240-01,3914,1
10301997,110980-01,3915,1
10301997,110980-01,3916,1
10301997,110980-01,3917,1
10301997,110980-01,3918,1
10301997,111190-01,3919,1
10301997,111190-01,3920,1
10301997,111190-01,3921,1
10301997,111190-03,3922,1
10304443,134130-05,3923,1
10305500,123410-15,3924,1
10313319,134130-05,3925,1
10313320,134130-05,3926,1
10313500,134130-03,3927,1
10313500,134130-05,3928,1
10316502,123520-03,3929,1
10317189,134130-02,3930,1
10319118,134130-05,3931,1
10319303,123410-15,3932,1
10319303,123410-15,3933,1
10319342,123410-15,3934,1
10321778,123020-03,3935,1
10323855,123410-15,3936,1
10326785,134130-08,3937,1
10327354,134130-05,3938,1
10327703,111190-01,3939,1
10327703,111190-01,3940,1
10327703,111190-01,3941,1
10327703,111190-03,3942,1
10327703,111190-03,3943,1
10400032,123530-05,3944,1
10401366,111390-03,3945,1
10401366,111420-01,3946,1
10401520,123020-84,3947,1
10402079,135090-15,3948,1
10411668,111360-02,3949,1
10411781,123680-12,3950,1
10411781,123680-20,3951,1
10412384,123530-01,3952,1
10490746,135130-22,3953,1
10500138,134130-02,3954,1
10500742,111190-01,3955,1
10500742,111190-01,3956,1
10500742,111190-01,3957,1
10500845,111240-06,3958,1
10500845,111240-16,3959,1
10501083,111260-40,3960,1
10501842,135130-02,3961,1
10502480,134130-01,3962,1
10502480,134130-01,3963,1
10502817,135150-06,3964,1
10502834,111990-01,3965,1
10502834,111990-01,3966,1
10502836,111990-01,3967,1
10502836,111990-01,3968,1
10503069,124930-05,3969,1
10503079,123520-02,3970,1
10503264,111180-09,3971,1
10503264,111180-09,3972,1
10503804,123680-01,3973,1
10504249,135120-08,3974,1
10504462,111480-01,3975,1
10504699,110980-01,3976,1
10504699,110980-01,3977,1
10504699,110980-01,3978,1
10504699,111180-09,3979,1
10504699,111190-01,3980,1
10504699,111190-03,3981,1
10505034,123510-05,3982,1
10505301,111480-01,3983,1
10505776,110980-01,3984,1
10505776,110980-01,3985,1
10505776,110980-01,3986,1
10505776,110980-01,3987,1
10505776,110980-02,3988,1
10506594,111820-02,3989,1
10506594,111820-02,3990,1
10506594,111820-02,3991,1
10506594,111820-02,3992,1
10506594,111820-02,3993,1
10506594,111820-02,3994,1
10506605,110980-02,3995,1
10506832,135150-02,3996,1
10506832,135150-06,3997,1
10506855,111240-21,3998,1
10506875,123510-03,3999,1
10506910,110980-01,4000,1
10506910,110980-01,4001,1
10506910,110980-01,4002,1
10506910,110980-01,4003,1
10506910,110980-02,4004,1
10506916,110980-01,4005,1
10506916,110980-01,4006,1
10506916,110980-01,4007,1
10506916,110980-01,4008,1
10506917,110980-01,4009,1
10506917,110980-01,4010,1
10506917,110980-01,4011,1
10506917,110980-01,4012,1
10508450,111260-02,4013,1
10508450,111260-02,4014,1
10508450,111260-03,4015,1
10508783,100600-01,4016,1
10509580,100610-70,4017,1
10510314,134130-35,4018,1
10510450,134130-08,4019,1
10510486,110980-01,4020,1
10510486,110980-01,4021,1
10510486,110980-01,4022,1
10510486,110980-01,4023,1
10510489,100470-08,4024,1
10510491,100610-10,4025,1
10510492,100610-50,4026,1
10510492,100610-50,4027,1
10510532,135100-21,4028,1
10510532,135100-21,4029,1
10510640,111190-01,4030,1
10510640,111190-01,4031,1
10510640,111190-01,4032,1
10510640,111190-01,4033,1
10510640,111190-01,4034,1
10510640,111190-01,4035,1
10510640,111190-01,4036,1
10510640,111190-01,4037,1
10510640,111190-01,4038,1
10510655,111190-01,4039,1
10510655,111190-01,4040,1
10510655,111190-01,4041,1
10510655,111190-03,4042,1
10510698,123530-09,4043,1
10511153,111120-07,4044,1
10511194,110980-01,4045,1
10511194,110980-01,4046,1
10511194,110980-01,4047,1
10511194,110980-01,4048,1
10511194,110980-02,4049,1
10511301,110980-01,4050,1
10511301,110980-01,4051,1
10511301,110980-01,4052,1
10511301,110980-01,4053,1
10511512,110980-01,4054,1
10511512,110980-01,4055,1
10511512,110980-01,4056,1
10511512,110980-01,4057,1
10511687,123550-10,4058,1
10511986,112020-01,4059,1
10512248,135150-06,4060,1
10512293,123680-03,4061,1
10513082,111120-07,4062,1
10513472,100680-10,4063,1
10513500,100650-02,4064,1
10513514,110320-04,4065,1
10513514,110320-04,4066,1
10513517,110320-04,4067,1
10513517,110320-04,4068,1
10513669,111480-01,4069,1
10514003,100610-10,4070,1
10514003,100610-10,4071,1
10514003,100610-10,4072,1
10514003,100610-10,4073,1
10514003,100610-50,4074,1
10514003,100610-50,4075,1
10514003,100610-50,4076,1
10514003,100610-50,4077,1
10514003,100700-60,4078,1
10514596,123680-18,4079,1
10514778,111350-13,4080,1
10514778,111350-14,4081,1
10514778,111350-16,4082,1
10514778,111350-17,4083,1
10514778,111350-18,4084,1
10514778,111400-02,4085,1
10514778,111400-03,4086,1
10514800,111350-13,4087,1
10514800,111350-14,4088,1
10514800,111350-16,4089,1
10514800,111350-17,4090,1
10514800,111350-18,4091,1
10515045,111120-07,4092,1
10515196,111030-07,4093,1
10515203,124980-01,4094,1
10515356,111190-01,4095,1
10515356,111190-01,4096,1
10515356,111190-01,4097,1
10515400,111180-09,4098,1
10515402,111180-09,4099,1
10515486,110980-01,4100,1
10515486,110980-01,4101,1
10515486,110980-03,4102,1
10515498,111190-01,4103,1
10515498,111190-01,4104,1
10515498,111190-01,4105,1
10515527,111260-02,4106,1
10515527,111260-02,4107,1
10515527,111260-02,4108,1
10515541,111990-01,4109,1
10515541,111990-01,4110,1
10516038,123410-15,4111,1
10516038,123410-15,4112,1
10516046,100680-10,4113,1
10516052,135130-04,4114,1
10516428,135150-07,4115,1
10516527,135150-10,4116,1
10516835,123380-03,4117,1
10516835,123380-03,4118,1
10516835,123380-03,4119,1
10516835,123380-03,4120,1
10516835,123380-03,4121,1
10516835,123380-03,4122,1
10516835,123380-03,4123,1
10516835,123380-03,4124,1
10516835,123380-03,4125,1
10516835,123380-03,4126,1
10516835,123380-03,4127,1
10516835,123380-03,4128,1
10517106,100600-01,4129,1
10517804,135150-02,4130,1
10517804,135150-17,4131,1
10518364,111120-07,4132,1
10518552,100680-10,4133,1
10518812,111240-21,4134,1
10519187,123520-02,4135,1
10519403,123590-06,4136,1
10519730,134130-04,4137,1
10519743,135100-07,4138,1
10520104,111260-01,4139,1
10520104,111260-02,4140,1
10520104,111260-02,4141,1
10520385,100610-70,4142,1
10520505,100610-50,4143,1
10520539,100680-10,4144,1
10520585,100610-50,4145,1
10520585,100610-50,4146,1
10520585,100610-50,4147,1
10520585,100610-50,4148,1
10520647,110980-01,4149,1
10520647,110980-01,4150,1
10520647,110980-01,4151,1
10520647,110980-01,4152,1
10520647,111190-01,4153,1
10520647,111190-01,4154,1
10520647,111190-01,4155,1
10520695,111190-01,4156,1
10520695,111190-01,4157,1
10520695,111190-01,4158,1
10520695,111190-03,4159,1
10520769,123680-05,4160,1
10520925,111230-06,4161,1
10520925,111230-06,4162,1
10521300,134130-35,4163,1
10529425,123570-03,4164,1
10530167,135100-03,4165,1
10532187,110980-01,4166,1
10532187,110980-01,4167,1
10532187,110980-01,4168,1
10532187,110980-01,4169,1
10532423,123540-03,4170,1
10532863,100610-50,4171,1
10532872,135100-03,4172,1
10532872,135100-07,4173,1
10532872,135100-07,4174,1
10532872,135130-25,4175,1
10533033,100680-10,4176,1
10535416,111190-01,4177,1
10537599,111260-01,4178,1
10537599,111260-02,4179,1
10537599,111260-02,4180,1
10537771,111230-06,4181,1
10537771,111230-06,4182,1
10538689,110980-01,4183,1
10538689,110980-01,4184,1
10538689,110980-01,4185,1
10538689,110980-01,4186,1
10538689,110980-01,4187,1
10538689,110980-02,4188,1
10538689,110980-02,4189,1
10538696,110980-01,4190,1
10538696,110980-01,4191,1
10538696,110980-01,4192,1
10538696,110980-01,4193,1
10538696,110980-02,4194,1
10538698,110980-01,4195,1
10538698,110980-01,4196,1
10538698,110980-01,4197,1
10538698,110980-01,4198,1
10538698,110980-02,4199,1
10538701,110980-01,4200,1
10538701,110980-01,4201,1
10538701,110980-01,4202,1
10538701,110980-01,4203,1
10538701,110980-02,4204,1
10538939,111260-01,4205,1
10538939,111260-10,4206,1
10538939,111260-10,4207,1
10539395,123680-20,4208,1
10539395,123680-20,4209,1
10539409,123550-06,4210,1
10539864,111480-01,4211,1
10540087,151210-01,4212,1
10540087,151210-02,4213,1
10540089,151210-01,4214,1
10540089,151210-01,4215,1
10540089,151210-02,4216,1
10540892,111180-09,4217,1
10540910,111180-09,4218,1
10540926,111180-09,4219,1
10541668,134130-35,4220,1
10542148,134130-35,4221,1
10542317,110980-01,4222,1
10542317,110980-01,4223,1
10542317,110980-01,4224,1
10542317,110980-01,4225,1
10542317,110980-01,4226,1
10542317,110980-02,4227,1
10542317,110980-02,4228,1
10542329,134130-35,4229,1
10542819,123550-04,4230,1
10542880,111230-06,4231,1
10542880,111230-06,4232,1
10542880,111260-01,4233,1
10542880,111260-02,4234,1
10542880,111260-02,4235,1
10542880,111260-11,4236,1
10543582,110980-01,4237,1
10543582,110980-01,4238,1
10543585,135120-08,4239,1
10543736,124270-01,4240,1
10543759,111190-03,4241,1
10543927,124930-05,4242,1
10543981,124270-01,4243,1
10544021,111610-04,4244,1
10544098,124930-05,4245,1
10544130,111040-04,4246,1
10544141,124600-05,4247,1
10544173,124270-01,4248,1
10544173,124600-08,4249,1
10544173,124600-08,4250,1
10544185,124260-06,4251,1
10544206,124260-16,4252,1
10544216,111610-03,4253,1
10544222,111610-02,4254,1
10544278,151540-01,4255,1
10544278,151540-02,4256,1
10544389,135150-06,4257,1
10544463,111640-08,4258,1
10544630,111570-01,4259,1
10544648,135120-16,4260,1
10544920,123680-05,4261,1
10544997,111350-16,4262,1
10544997,111350-18,4263,1
10547097,111480-01,4264,1
10552174,110980-01,4265,1
10552174,110980-01,4266,1
10552174,110980-01,4267,1
10552174,110980-01,4268,1
10552174,110980-02,4269,1
10552205,110980-01,4270,1
10552205,110980-01,4271,1
10552205,110980-01,4272,1
10552205,110980-01,4273,1
10552205,110980-02,4274,1
10552330,100410-09,4275,1
10552353,111260-01,4276,1
10552353,111260-03,4277,1
10552353,111260-11,4278,1
10552353,111260-11,4279,1
10552398,123350-83,4280,1
10552423,123510-02,4281,1
10552644,135100-03,4282,1
10552645,135120-08,4283,1
10552964,111180-09,4284,1
10553198,110980-01,4285,1
10553198,110980-01,4286,1
10553198,110980-01,4287,1
10553198,110980-01,4288,1
10553198,110980-02,4289,1
10553861,140010-02,4290,1
10553861,140090-01,4291,1
10553862,151390-01,4292,1
10553862,151390-01,4293,1
10553862,162500-02,4294,1
10553863,151390-01,4295,1
10553867,151190-01,4296,1
10553867,151190-01,4297,1
10553868,140010-02,4298,1
10553868,140090-01,4299,1
10553921,123420-13,4300,1
10553958,135100-21,4301,1
10553996,110980-02,4302,1
10553996,110980-02,4303,1
10554106,124550-01,4304,1
10554239,162010-02,4305,1
10554240,162010-03,4306,1
10554241,162010-03,4307,1
10554266,135100-02,4308,1
10554266,135100-02,4309,1
10554433,100680-10,4310,1
10554456,111120-07,4311,1
10554464,123080-04,4312,1
10554661,110980-01,4313,1
10554661,110980-01,4314,1
10554661,110980-01,4315,1
10554661,110980-01,4316,1
10554661,110980-02,4317,1
10554679,110980-01,4318,1
10554679,123410-15,4319,1
10554681,162500-01,4320,1
10554716,123590-01,4321,1
10554716,123590-02,4322,1
10554716,123590-04,4323,1
10554722,111600-05,4324,1
10555021,123530-05,4325,1
10555034,123530-01,4326,1
10555034,123530-03,4327,1
10555039,123530-03,4328,1
10555476,162010-02,4329,1
10555477,162140-01,4330,1
10555490,135150-02,4331,1
10555490,135150-06,4332,1
10555604,136040-19,4333,1
10555604,136040-19,4334,1
10555664,162500-02,4335,1
10555676,124970-60,4336,1
10555676,124970-60,4337,1
10555741,123590-08,4338,1
10555748,124870-02,4339,1
10555774,124980-02,4340,1
10555858,124550-01,4341,1
10555976,111450-04,4342,1
10557732,136040-19,4343,1
10557733,136040-18,4344,1
10558474,134130-35,4345,1
10558694,123580-01,4346,1
10558801,123580-01,4347,1
10558848,123580-01,4348,1
10558862,162140-01,4349,1
10558866,162080-02,4350,1
10558869,162080-02,4351,1
10558874,162080-01,4352,1
10558874,162080-04,4353,1
10558874,162080-04,4354,1
10558918,123590-06,4355,1
10558918,123590-06,4356,1
10558918,123590-06,4357,1
10558998,134130-08,4358,1
10559091,111690-01,4359,1
10559091,151330-10,4360,1
10559149,124870-05,4361,1
10559196,124210-01,4362,1
10559303,123510-05,4363,1
10559372,111260-40,4364,1
10559374,111260-40,4365,1
10559379,123580-01,4366,1
10559395,162030-03,4367,1
10559396,162030-01,4368,1
10559398,162030-03,4369,1
10559447,111190-03,4370,1
10559448,151450-05,4371,1
10559454,123510-05,4372,1
10559565,111240-06,4373,1
10559568,111650-01,4374,1
10559626,151450-01,4375,1
10559679,123540-12,4376,1
10559811,123580-01,4377,1
10559846,124930-17,4378,1
10559846,124930-17,4379,1
10559846,124930-50,4380,1
10559846,124930-50,4381,1
10559862,123020-73,4382,1
10559864,123580-01,4383,1
10559869,123580-01,4384,1
10559979,123540-05,4385,1
10560052,123580-01,4386,1
10560062,124930-30,4387,1
10560164,123580-01,4388,1
10560387,135130-02,4389,1
10560468,123580-01,4390,1
10560536,111190-01,4391,1
10560536,111190-01,4392,1
10560536,111190-01,4393,1
10560915,123580-01,4394,1
10560976,140040-13,4395,1
10561179,111190-01,4396,1
10561179,111190-01,4397,1
10561179,111190-01,4398,1
10561179,111190-03,4399,1
10561179,111190-03,4400,1
10561187,100410-09,4401,1
10561249,123580-01,4402,1
10561313,111180-09,4403,1
10561313,111180-09,4404,1
10561827,100610-70,4405,1
10562135,124600-10,4406,1
10562142,135120-12,4407,1
10563052,100610-10,4408,1
10563697,123580-01,4409,1
10563710,123580-01,4410,1
10564020,135130-24,4411,1
10564628,111360-01,4412,1
10564653,162140-01,4413,1
10564809,162080-01,4414,1
10564809,162080-04,4415,1
10564937,111360-02,4416,1
10565066,123680-12,4417,1
10565136,140330-03,4418,1
10565258,134130-35,4419,1
10565360,123680-05,4420,1
10565361,135100-21,4421,1
10565607,134130-35,4422,1
10565666,123540-10,4423,1
10566055,111130-10,4424,1
10566223,151210-06,4425,1
10566223,151210-06,4426,1
10566223,151210-06,4427,1
10566223,151210-06,4428,1
10566223,151210-06,4429,1
10566301,111350-13,4430,1
10566301,111350-13,4431,1
10566301,111350-13,4432,1
10566301,111350-13,4433,1
10566301,111350-13,4434,1
10566301,111350-14,4435,1
10566301,111350-14,4436,1
10566301,111350-14,4437,1
10566301,111350-14,4438,1
10566301,111350-14,4439,1
10566301,111350-14,4440,1
10566301,111350-14,4441,1
10566301,111350-14,4442,1
10566301,111350-14,4443,1
10566301,111350-14,4444,1
10566301,111350-14,4445,1
10566301,111350-14,4446,1
10566301,111350-14,4447,1
10566301,111350-14,4448,1
10566301,111350-14,4449,1
10566301,111350-14,4450,1
10566301,111350-14,4451,1
10566301,111350-14,4452,1
10566301,111350-14,4453,1
10566301,111350-14,4454,1
10566301,111350-14,4455,1
10566301,111350-14,4456,1
10566301,111350-14,4457,1
10566301,111350-14,4458,1
10566301,111350-14,4459,1
10566301,111350-14,4460,1
10566301,111350-16,4461,1
10566301,111350-16,4462,1
10566301,111350-16,4463,1
10566301,111350-16,4464,1
10566301,111350-16,4465,1
10566301,111350-16,4466,1
10566301,111350-16,4467,1
10566301,111350-16,4468,1
10566301,111350-16,4469,1
10566301,111350-16,4470,1
10566301,111350-16,4471,1
10566301,111350-16,4472,1
10566301,111350-16,4473,1
10566301,111350-16,4474,1
10566301,111350-16,4475,1
10566301,111350-16,4476,1
10566301,111350-16,4477,1
10566301,111350-16,4478,1
10566301,111350-16,4479,1
10566301,111350-16,4480,1
10566301,111350-16,4481,1
10566301,111350-16,4482,1
10566301,111350-16,4483,1
10566301,111350-16,4484,1
10566301,111350-16,4485,1
10566301,111350-16,4486,1
10566301,111350-16,4487,1
10566301,111350-16,4488,1
10566301,111350-16,4489,1
10566301,111350-16,4490,1
10566301,111350-16,4491,1
10566301,111350-16,4492,1
10566301,111350-16,4493,1
10566301,111350-16,4494,1
10566301,111350-16,4495,1
10566301,111350-16,4496,1
10566301,111350-16,4497,1
10566301,111350-16,4498,1
10566301,111350-16,4499,1
10566301,111350-17,4500,1
10566301,111350-17,4501,1
10566301,111350-17,4502,1
10566301,111350-17,4503,1
10566301,111350-17,4504,1
10566301,111350-17,4505,1
10566301,111350-17,4506,1
10566301,111350-17,4507,1
10566301,111350-17,4508,1
10566301,111350-17,4509,1
10566301,111350-17,4510,1
10566301,111350-17,4511,1
10566301,111350-17,4512,1
10566301,111350-17,4513,1
10566301,111350-17,4514,1
10566301,111350-17,4515,1
10566301,111350-17,4516,1
10566301,111350-17,4517,1
10566301,111350-17,4518,1
10566301,111350-17,4519,1
10566301,111350-17,4520,1
10566301,111350-17,4521,1
10566301,111350-17,4522,1
10566301,111350-17,4523,1
10566301,111350-17,4524,1
10566301,111350-17,4525,1
10566301,111350-17,4526,1
10566301,111350-17,4527,1
10566301,111350-17,4528,1
10566301,111350-17,4529,1
10566301,111350-17,4530,1
10566301,111350-17,4531,1
10566301,111350-18,4532,1
10566301,111350-18,4533,1
10566301,111350-18,4534,1
10566301,111350-18,4535,1
10566301,111350-18,4536,1
10566301,111350-18,4537,1
10566301,111350-18,4538,1
10566301,111350-18,4539,1
10566301,111350-18,4540,1
10566301,111350-18,4541,1
10566301,111350-18,4542,1
10566301,111350-18,4543,1
10566301,111350-18,4544,1
10566301,111350-18,4545,1
10566301,111350-18,4546,1
10566301,111350-18,4547,1
10566301,111350-18,4548,1
10566301,111350-18,4549,1
10566301,111350-18,4550,1
10566301,111350-18,4551,1
10566301,111350-18,4552,1
10566301,111400-02,4553,1
10566301,111400-02,4554,1
10566301,111400-02,4555,1
10566301,111400-02,4556,1
10566301,111400-02,4557,1
10566301,111400-03,4558,1
10566301,111400-03,4559,1
10566301,111400-03,4560,1
10566301,111400-03,4561,1
10566301,111400-03,4562,1
10566301,111400-03,4563,1
10566301,111400-03,4564,1
10566301,111400-03,4565,1
10566301,111400-03,4566,1
10566301,111400-03,4567,1
10566301,111400-03,4568,1
10566301,111400-03,4569,1
10566301,111400-03,4570,1
10566301,111400-03,4571,1
10566301,111400-03,4572,1
10566301,111400-03,4573,1
10566301,111400-03,4574,1
10566301,111400-03,4575,1
10566301,111400-03,4576,1
10566301,111400-03,4577,1
10566700,124270-01,4578,1
10566888,111230-06,4579,1
10566888,111230-06,4580,1
10567149,111260-02,4581,1
10567149,111260-02,4582,1
10567418,100650-01,4583,1
10567418,100650-01,4584,1
10567469,134130-35,4585,1
10567612,123580-01,4586,1
10567614,123580-01,4587,1
10567676,111140-01,4588,1
10567716,123580-02,4589,1
10567915,123020-24,4590,1
10567937,151190-01,4591,1
10567994,134130-01,4592,1
10568006,123680-03,4593,1
10568006,123680-03,4594,1
10568006,123680-09,4595,1
10569503,111260-01,4596,1
10569503,111260-10,4597,1
10569714,123510-05,4598,1
10569883,162010-02,4599,1
10569883,162010-03,4600,1
10569883,162010-03,4601,1
10569888,124870-05,4602,1
10569968,135150-17,4603,1
10569969,135150-17,4604,1
10574542,123420-11,4605,1
10575702,110980-01,4606,1
10575702,110980-01,4607,1
10575702,110980-01,4608,1
10575702,110980-01,4609,1
10575704,110980-01,4610,1
10575704,110980-01,4611,1
10575704,110980-01,4612,1
10575704,110980-01,4613,1
10575708,110980-01,4614,1
10575708,110980-01,4615,1
10575708,110980-01,4616,1
10575708,110980-01,4617,1
10575708,110980-02,4618,1
10575966,134130-35,4619,1
10575967,135130-22,4620,1
10575970,134130-08,4621,1
10576145,111480-01,4622,1
10576189,100610-70,4623,1
10576189,100610-70,4624,1
10576571,123520-15,4625,1
10576627,111190-01,4626,1
10576627,111190-01,4627,1
10576627,111190-03,4628,1
10576627,111190-03,4629,1
10577205,110980-01,4630,1
10577205,110980-01,4631,1
10577205,110980-01,4632,1
10577205,110980-01,4633,1
10577205,110980-01,4634,1
10577205,110980-01,4635,1
10577205,110980-01,4636,1
10577205,110980-01,4637,1
10577205,110980-01,4638,1
10577205,110980-01,4639,1
10577205,110980-02,4640,1
10577205,110980-02,4641,1
10577205,111190-01,4642,1
10577205,111190-01,4643,1
10577205,111190-01,4644,1
10577210,111190-01,4645,1
10577210,111190-01,4646,1
10577210,111190-01,4647,1
10577212,151210-51,4648,1
10577212,151550-01,4649,1
10577275,134130-01,4650,1
10577276,134130-01,4651,1
10577602,151140-02,4652,1
10577651,134130-05,4653,1
10577763,123540-14,4654,1
10577764,123540-05,4655,1
10577764,123540-14,4656,1
10577767,123540-14,4657,1
10577770,123540-14,4658,1
10578440,123540-05,4659,1
10578440,123540-14,4660,1
10579049,100680-10,4661,1
10579092,100470-08,4662,1
10579093,100610-50,4663,1
10579093,100610-50,4664,1
10579093,100610-50,4665,1
10579093,100610-50,4666,1
10579227,100600-01,4667,1
10579350,162080-02,4668,1
10579351,162010-10,4669,1
10579351,162080-02,4670,1
10579419,111460-01,4671,1
10579452,111260-01,4672,1
10579452,111260-01,4673,1
10579453,111190-01,4674,1
10579453,111190-01,4675,1
10579453,111190-01,4676,1
10579655,134130-35,4677,1
10579660,100680-10,4678,1
10579947,124870-01,4679,1
10580157,100660-01,4680,1
10580157,100660-01,4681,1
10580158,100660-01,4682,1
10580158,100660-01,4683,1
10580241,135150-10,4684,1
