K,P,C,r_y
10294662.0,111990-01_10962862_0300,27108,-0.001
10402753.0,111990-01_10962862_0300,27109,-149.0
10869482.0,111990-01_10962862_0300,27110,-3000.0
10962942.0,111990-01_10962862_0300,27111,-20.0
10047671.0,111990-01_10962864_0300,27112,-146.0
10049508.0,111990-01_10962864_0300,27113,-38.0
10068067.0,111990-01_10962864_0300,27114,-2.0
10207838.0,111990-01_10962864_0300,27115,-80.0
10294662.0,111990-01_10962864_0300,27116,-0.001
10402753.0,111990-01_10962864_0300,27117,-149.0
10869482.0,111990-01_10962864_0300,27118,-3000.0
10962942.0,111990-01_10962864_0300,27119,-20.0
10047671.0,111990-01_10962876_0300,27120,-207.0
10049508.0,111990-01_10962876_0300,27121,-53.0
10068067.0,111990-01_10962876_0300,27122,-18.0
10207838.0,111990-01_10962876_0300,27123,-120.0
10294662.0,111990-01_10962876_0300,27124,-0.001
10402753.0,111990-01_10962876_0300,27125,-214.0
10869482.0,111990-01_10962876_0300,27126,-3970.0
10962942.0,111990-01_10962876_0300,27127,-20.0
10217935.0,123580-02_10962909_0100,27128,-57.619
10410654.0,123580-02_10962909_0100,27129,-1.974
10411978.0,123580-02_10962909_0100,27130,-0.934
10932973.0,123580-02_10962909_0100,27131,-39.473
10047671.0,111990-01_10962926_0200,27132,-252.0
10049508.0,111990-01_10962926_0200,27133,-58.0
10068067.0,111990-01_10962926_0200,27134,-78.0
10207838.0,111990-01_10962926_0200,27135,-115.0
10294662.0,111990-01_10962926_0200,27136,-0.001
10402753.0,111990-01_10962926_0200,27137,-222.0
10869482.0,111990-01_10962926_0200,27138,-3900.0
10962942.0,111990-01_10962926_0200,27139,-20.0
10047671.0,111990-01_10962926_0300,27140,-252.0
10049508.0,111990-01_10962926_0300,27141,-58.0
10068067.0,111990-01_10962926_0300,27142,-78.0
10207838.0,111990-01_10962926_0300,27143,-115.0
10294662.0,111990-01_10962926_0300,27144,-0.001
10402753.0,111990-01_10962926_0300,27145,-222.0
10869482.0,111990-01_10962926_0300,27146,-3900.0
10962942.0,111990-01_10962926_0300,27147,-20.0
10047671.0,111990-01_10962929_0200,27148,-267.0
10049508.0,111990-01_10962929_0200,27149,-55.0
10068067.0,111990-01_10962929_0200,27150,-130.0
10207838.0,111990-01_10962929_0200,27151,-120.0
10294662.0,111990-01_10962929_0200,27152,-0.001
10402753.0,111990-01_10962929_0200,27153,-194.0
10869482.0,111990-01_10962929_0200,27154,-3900.0
10962942.0,111990-01_10962929_0200,27155,-20.0
10974765.0,124600-12_10962945_0200,27156,-110.0
10008019.0,124600-10_10962981_0100,27157,-108.0
10046164.0,124600-10_10962981_0100,27158,-13.7
10048259.0,124600-10_10962981_0100,27159,-0.1
10049891.0,124600-10_10962981_0100,27160,-49.0
10083708.0,124600-10_10962981_0100,27161,-29.0
10402112.0,124600-10_10962981_0100,27162,-0.015
10563297.0,124600-10_10962981_0100,27163,-122.0
10962848.0,124600-10_10962981_0100,27164,180.0
10962945.0,124600-10_10962981_0100,27165,-294.0
11001759.0,124600-10_10962981_0100,27166,-294.0
10047671.0,111990-01_10963003_0200,27167,-281.0
10049508.0,111990-01_10963003_0200,27168,-57.0
10068067.0,111990-01_10963003_0200,27169,-78.0
10207838.0,111990-01_10963003_0200,27170,-118.0
10294662.0,111990-01_10963003_0200,27171,-0.001
10402753.0,111990-01_10963003_0200,27172,-193.0
10869482.0,111990-01_10963003_0200,27173,-3900.0
10962942.0,111990-01_10963003_0200,27174,-20.0
10047671.0,111990-01_10963003_0300,27175,-281.0
10049508.0,111990-01_10963003_0300,27176,-57.0
10068067.0,111990-01_10963003_0300,27177,-78.0
10207838.0,111990-01_10963003_0300,27178,-118.0
10294662.0,111990-01_10963003_0300,27179,-0.001
10402753.0,111990-01_10963003_0300,27180,-193.0
10869482.0,111990-01_10963003_0300,27181,-3900.0
10962942.0,111990-01_10963003_0300,27182,-20.0
10047671.0,111990-01_10963005_0200,27183,-191.0
10049508.0,111990-01_10963005_0200,27184,-38.0
10068067.0,111990-01_10963005_0200,27185,-52.0
10207838.0,111990-01_10963005_0200,27186,-80.0
10294662.0,111990-01_10963005_0200,27187,-0.001
10402753.0,111990-01_10963005_0200,27188,-129.0
10869482.0,111990-01_10963005_0200,27189,-3113.0
10962942.0,111990-01_10963005_0200,27190,-20.0
10047671.0,111990-01_10963006_0200,27191,-181.0
10049508.0,111990-01_10963006_0200,27192,-37.0
10068067.0,111990-01_10963006_0200,27193,-20.0
10207838.0,111990-01_10963006_0200,27194,-80.0
10294662.0,111990-01_10963006_0200,27195,-0.001
10402753.0,111990-01_10963006_0200,27196,-129.0
10869482.0,111990-01_10963006_0200,27197,-3000.0
10962942.0,111990-01_10963006_0200,27198,-20.0
10047671.0,111990-01_10963007_0200,27199,-171.0
10049508.0,111990-01_10963007_0200,27200,-36.0
10068067.0,111990-01_10963007_0200,27201,-7.0
10207838.0,111990-01_10963007_0200,27202,-80.0
10294662.0,111990-01_10963007_0200,27203,-0.001
10402753.0,111990-01_10963007_0200,27204,-127.0
10869482.0,111990-01_10963007_0200,27205,-3000.0
10962942.0,111990-01_10963007_0200,27206,-20.0
10047671.0,111990-01_10963007_0300,27207,-171.0
10049508.0,111990-01_10963007_0300,27208,-36.0
10068067.0,111990-01_10963007_0300,27209,-7.0
10207838.0,111990-01_10963007_0300,27210,-80.0
10294662.0,111990-01_10963007_0300,27211,-0.001
10402753.0,111990-01_10963007_0300,27212,-127.0
10869482.0,111990-01_10963007_0300,27213,-3000.0
10962942.0,111990-01_10963007_0300,27214,-20.0
10047671.0,111990-01_10963008_0200,27215,-162.0
10049508.0,111990-01_10963008_0200,27216,-37.0
10068067.0,111990-01_10963008_0200,27217,-2.0
10207838.0,111990-01_10963008_0200,27218,-80.0
10294662.0,111990-01_10963008_0200,27219,-0.001
10402753.0,111990-01_10963008_0200,27220,-130.0
10869482.0,111990-01_10963008_0200,27221,-3000.0
10962942.0,111990-01_10963008_0200,27222,-20.0
10047671.0,111990-01_10963008_0300,27223,-162.0
10049508.0,111990-01_10963008_0300,27224,-37.0
10068067.0,111990-01_10963008_0300,27225,-2.0
10207838.0,111990-01_10963008_0300,27226,-80.0
10294662.0,111990-01_10963008_0300,27227,-0.001
10402753.0,111990-01_10963008_0300,27228,-130.0
10869482.0,111990-01_10963008_0300,27229,-3000.0
10962942.0,111990-01_10963008_0300,27230,-20.0
10047671.0,111990-01_10963010_0300,27231,-146.0
10049508.0,111990-01_10963010_0300,27232,-38.0
10068067.0,111990-01_10963010_0300,27233,-2.0
10207838.0,111990-01_10963010_0300,27234,-80.0
10294662.0,111990-01_10963010_0300,27235,-0.001
10402753.0,111990-01_10963010_0300,27236,-149.0
10869482.0,111990-01_10963010_0300,27237,-3000.0
10962942.0,111990-01_10963010_0300,27238,-20.0
10047671.0,111990-01_10963011_0300,27239,-146.0
10049508.0,111990-01_10963011_0300,27240,-38.0
10068067.0,111990-01_10963011_0300,27241,-2.0
10207838.0,111990-01_10963011_0300,27242,-80.0
10294662.0,111990-01_10963011_0300,27243,-0.001
10402753.0,111990-01_10963011_0300,27244,-149.0
10869482.0,111990-01_10963011_0300,27245,-3000.0
10962942.0,111990-01_10963011_0300,27246,-20.0
10047671.0,111990-01_10963012_0200,27247,-250.0
10049508.0,111990-01_10963012_0200,27248,-51.0
10068067.0,111990-01_10963012_0200,27249,-93.0
10207838.0,111990-01_10963012_0200,27250,-90.0
10294662.0,111990-01_10963012_0200,27251,-0.001
10402753.0,111990-01_10963012_0200,27252,-180.0
10869482.0,111990-01_10963012_0200,27253,-3207.0
10962942.0,111990-01_10963012_0200,27254,-20.0
10047671.0,111990-01_10963013_0200,27255,-214.0
10049508.0,111990-01_10963013_0200,27256,-44.0
10068067.0,111990-01_10963013_0200,27257,-34.0
10207838.0,111990-01_10963013_0200,27258,-88.0
10294662.0,111990-01_10963013_0200,27259,-0.001
10402753.0,111990-01_10963013_0200,27260,-152.0
10869482.0,111990-01_10963013_0200,27261,-3304.0
10962942.0,111990-01_10963013_0200,27262,-20.0
10047671.0,111990-01_10963013_0300,27263,-214.0
10049508.0,111990-01_10963013_0300,27264,-44.0
10068067.0,111990-01_10963013_0300,27265,-34.0
10207838.0,111990-01_10963013_0300,27266,-88.0
10294662.0,111990-01_10963013_0300,27267,-0.001
10402753.0,111990-01_10963013_0300,27268,-152.0
10869482.0,111990-01_10963013_0300,27269,-3304.0
10962942.0,111990-01_10963013_0300,27270,-20.0
10047671.0,111990-01_10963014_0200,27271,-214.0
10049508.0,111990-01_10963014_0200,27272,-46.0
10068067.0,111990-01_10963014_0200,27273,-40.0
10207838.0,111990-01_10963014_0200,27274,-90.0
10294662.0,111990-01_10963014_0200,27275,-0.001
10402753.0,111990-01_10963014_0200,27276,-163.0
10869482.0,111990-01_10963014_0200,27277,-3284.0
10962942.0,111990-01_10963014_0200,27278,-20.0
10047671.0,111990-01_10963014_0300,27279,-214.0
10049508.0,111990-01_10963014_0300,27280,-46.0
10068067.0,111990-01_10963014_0300,27281,-40.0
10207838.0,111990-01_10963014_0300,27282,-90.0
10294662.0,111990-01_10963014_0300,27283,-0.001
10402753.0,111990-01_10963014_0300,27284,-163.0
10869482.0,111990-01_10963014_0300,27285,-3284.0
10962942.0,111990-01_10963014_0300,27286,-20.0
10047671.0,111990-01_10963015_0300,27287,-182.0
10049508.0,111990-01_10963015_0300,27288,-47.0
10068067.0,111990-01_10963015_0300,27289,-16.0
10207838.0,111990-01_10963015_0300,27290,-90.0
10294662.0,111990-01_10963015_0300,27291,-0.001
10402753.0,111990-01_10963015_0300,27292,-187.0
10869482.0,111990-01_10963015_0300,27293,-3294.0
10962942.0,111990-01_10963015_0300,27294,-20.0
10002089.0,111700-09_10963117_0100,27295,-110.0
10001245.0,124270-02_10963393_0100,27296,-3.0
10006268.0,124270-02_10963393_0100,27297,-12.0
10046282.0,124270-02_10963393_0100,27298,-23.4
10957110.0,124270-02_10963393_0100,27299,-60.0
10000566.0,124270-01_10963394_0100,27300,-125.0
10001245.0,124270-01_10963394_0100,27301,-0.5
10006268.0,124270-01_10963394_0100,27302,-2.15
10553862.0,124270-01_10963394_0100,27303,-20.0
10007191.0,123580-01_10963482_0100,27304,-3.07
10048086.0,123580-01_10963482_0100,27305,-3.07
10208498.0,123580-01_10963482_0100,27306,-31.76
10409081.0,123580-01_10963482_0100,27307,-12.75
10412306.0,123580-01_10963482_0100,27308,-7.97
10557952.0,123580-01_10963482_0100,27309,-40.46
10881597.0,123580-01_10963482_0100,27310,-0.06
10994850.0,123580-01_10963482_0100,27311,-0.86
10007191.0,123580-01_10963483_0100,27312,-2.13
10208498.0,123580-01_10963483_0100,27313,-22.03
10409081.0,123580-01_10963483_0100,27314,-41.6
10412306.0,123580-01_10963483_0100,27315,-5.53
10557952.0,123580-01_10963483_0100,27316,-28.07
10881597.0,123580-01_10963483_0100,27317,-0.04
10994850.0,123580-01_10963483_0100,27318,-0.6
10085653.0,135150-10_10963592_0100,27319,-25.0
10411124.0,135150-10_10963592_0100,27320,-35.0
10956739.0,135150-10_10963592_0100,27321,-40.0
10001275.0,111230-06_10963671_0300,27322,-0.188
10008425.0,111230-06_10963671_0300,27323,-40.663000000000004
10047761.0,111230-06_10963671_0300,27324,-3.7969999999999997
10049560.0,111230-06_10963671_0300,27325,-0.07200000000000001
10066393.0,111230-06_10963671_0300,27326,-0.971
10201631.0,111230-06_10963671_0300,27327,-0.545
10210240.0,111230-06_10963671_0300,27328,-0.613
10234286.0,111230-06_10963671_0300,27329,-1.8559999999999999
10234421.0,111230-06_10963671_0300,27330,-1.091
10234427.0,111230-06_10963671_0300,27331,-5.124
10234429.0,111230-06_10963671_0300,27332,-1.619
10234430.0,111230-06_10963671_0300,27333,-0.735
10234434.0,111230-06_10963671_0300,27334,-0.043
10402204.0,111230-06_10963671_0300,27335,-0.085
10544691.0,111230-06_10963671_0300,27336,-0.958
10553867.0,111230-06_10963671_0300,27337,-1.168
10713337.0,111230-06_10963671_0300,27338,-0.961
10008425.0,111260-01_10963671_0100,27339,-41.49
10066393.0,111260-01_10963671_0100,27340,-0.991
10219358.0,111260-01_10963671_0100,27341,-0.919
10219532.0,111260-01_10963671_0100,27342,-0.733
10234286.0,111260-01_10963671_0100,27343,-1.8940000000000001
10234408.0,111260-01_10963671_0100,27344,-3.8739999999999997
10234414.0,111260-01_10963671_0100,27345,-0.626
10234421.0,111260-01_10963671_0100,27346,-1.114
10234427.0,111260-01_10963671_0100,27347,-5.229
10234429.0,111260-01_10963671_0100,27348,-1.652
10234430.0,111260-01_10963671_0100,27349,-0.75
10234438.0,111260-01_10963671_0100,27350,-0.555
10234447.0,111260-01_10963671_0100,27351,-1.189
10402204.0,111260-01_10963671_0100,27352,-0.09
10544691.0,111260-01_10963671_0100,27353,-0.977
10713337.0,111260-01_10963671_0100,27354,-0.981
10217935.0,123580-02_10963683_0100,27355,-71.72
10410654.0,123580-02_10963683_0100,27356,-2.46
10411978.0,123580-02_10963683_0100,27357,-1.23
10932973.0,123580-02_10963683_0100,27358,-24.59
10721559.0,123080-12_10963700_0100,27359,-1.5
10963393.0,123080-12_10963700_0100,27360,-191.667
10721559.0,123080-06_10963700_0200,27361,-1.5
10963393.0,123080-06_10963700_0200,27362,-191.667
10000440.0,111260-01_10963780_0100,27363,-28.482
10040997.0,111260-01_10963780_0100,27364,-0.184
10066393.0,111260-01_10963780_0100,27365,-0.66
10219358.0,111260-01_10963780_0100,27366,-0.386
10234286.0,111260-01_10963780_0100,27367,-20.956
10234411.0,111260-01_10963780_0100,27368,-1.5290000000000001
10234421.0,111260-01_10963780_0100,27369,-0.68
10234424.0,111260-01_10963780_0100,27370,-2.0340000000000003
10234427.0,111260-01_10963780_0100,27371,-0.875
10234430.0,111260-01_10963780_0100,27372,-0.304
10234438.0,111260-01_10963780_0100,27373,-0.5379999999999999
10234447.0,111260-01_10963780_0100,27374,-0.205
10400033.0,111260-01_10963780_0100,27375,-0.006999999999999999
10047671.0,111990-02_10963782_0400,27376,-140.0
10049508.0,111990-02_10963782_0400,27377,-39.0
10068067.0,111990-02_10963782_0400,27378,-5.0
10402753.0,111990-02_10963782_0400,27379,-125.0
10583652.0,111990-02_10963782_0400,27380,-10.0
10607203.0,111990-02_10963782_0400,27381,-50.0
10701250.0,111990-02_10963782_0400,27382,-3.0
10869482.0,111990-02_10963782_0400,27383,-3230.0
10980677.0,111990-02_10963782_0400,27384,-128.0
10992264.0,111990-02_10963782_0400,27385,-100.0
10992264.0,111990-02_10963782_0400,27386,50.0
10047671.0,111990-02_10963785_0400,27387,-141.0
10049508.0,111990-02_10963785_0400,27388,-41.0
10068067.0,111990-02_10963785_0400,27389,-5.0
10207838.0,111990-02_10963785_0400,27390,-85.0
10402753.0,111990-02_10963785_0400,27391,-130.0
10583652.0,111990-02_10963785_0400,27392,-5.0
10607203.0,111990-02_10963785_0400,27393,-50.0
10701250.0,111990-02_10963785_0400,27394,-3.0
10869482.0,111990-02_10963785_0400,27395,-3400.0
10992264.0,111990-02_10963785_0400,27396,-100.0
10047671.0,111990-02_10963786_0400,27397,-135.0
10049508.0,111990-02_10963786_0400,27398,-41.0
10068067.0,111990-02_10963786_0400,27399,-5.0
10402753.0,111990-02_10963786_0400,27400,-130.0
10583652.0,111990-02_10963786_0400,27401,-10.0
10607203.0,111990-02_10963786_0400,27402,-50.0
10701250.0,111990-02_10963786_0400,27403,-3.0
10869482.0,111990-02_10963786_0400,27404,-3430.0
10980677.0,111990-02_10963786_0400,27405,-128.0
10992264.0,111990-02_10963786_0400,27406,-5.0
10992264.0,111990-02_10963786_0400,27407,50.0
10008019.0,135120-16_10964201_0200,27408,-727.041
10025677.0,135120-16_10964201_0200,27409,-101.0
10409572.0,135120-16_10964201_0200,27410,-10.1
10004196.0,151310-02_10964657_0100,27411,-47.2
10410118.0,151310-02_10964657_0100,27412,-35.0
10757933.0,151310-02_10964657_0100,27413,-49.4
10004196.0,151310-02_10964658_0100,27414,-30.5
10410118.0,151310-02_10964658_0100,27415,-35.0
10757933.0,151310-02_10964658_0100,27416,-56.0
10004196.0,151310-02_10964659_0100,27417,-38.9
10400655.0,151310-02_10964659_0100,27418,-52.5
10410118.0,151310-02_10964659_0100,27419,-35.0
10004196.0,151310-02_10964670_0100,27420,-41.8
10400722.0,151310-02_10964670_0100,27421,-51.4
10410118.0,151310-02_10964670_0100,27422,-35.0
10004196.0,151310-02_10964671_0100,27423,-47.2
10401368.0,151310-02_10964671_0100,27424,-49.4
10410118.0,151310-02_10964671_0100,27425,-35.0
10962822.0,100630-20_10964892_0110,27426,-105.0
10047575.0,135120-14_10964918_0200,27427,-2.6
10077024.0,135120-14_10964918_0200,27428,-0.5
10931353.0,135120-14_10964918_0200,27429,-4.8
10964201.0,135120-14_10964918_0200,27430,-95.3
10000761.0,134130-05_10964982_1300,27431,-9.0
10027550.0,134130-05_10964982_1300,27432,-2.3
10040997.0,134130-05_10964982_1300,27433,-0.5
10049959.0,134130-05_10964982_1300,27434,-22.0
10207418.0,134130-05_10964982_1300,27435,-7.2
10311461.0,134130-05_10964982_1300,27436,-1.0
10402204.0,134130-05_10964982_1300,27437,-0.12
10410676.0,134130-05_10964982_1300,27438,-0.56
10580668.0,134130-05_10964982_1300,27439,-0.12
10893579.0,134130-05_10964982_1300,27440,-57.7
10060364.0,100600-01_10965001_0110,27441,-792.0
10062881.0,100600-01_10965001_0110,27442,-7.0
10079429.0,100600-01_10965001_0110,27443,-145.0
10083117.0,100600-01_10965001_0110,27444,-2.3
10213231.0,100600-01_10965001_0110,27445,-8.0
10049279.0,100600-01_10965002_0110,27446,-1.0
10060364.0,100600-01_10965002_0110,27447,-792.0
10062881.0,100600-01_10965002_0110,27448,-7.0
10079429.0,100600-01_10965002_0110,27449,-145.0
10083117.0,100600-01_10965002_0110,27450,-2.3
10213231.0,100600-01_10965002_0110,27451,-8.0
10060364.0,100600-01_10965003_0110,27452,-792.0
10062881.0,100600-01_10965003_0110,27453,-7.0
10079429.0,100600-01_10965003_0110,27454,-145.0
10083117.0,100600-01_10965003_0110,27455,-2.3
10213231.0,100600-01_10965003_0110,27456,-8.0
10010385.0,111640-03_10965013_0300,27457,-36.0
10019284.0,111640-03_10965013_0300,27458,13.0
10863512.0,111640-03_10965013_0300,27459,-0.3
10867970.0,111640-03_10965013_0300,27460,-93.0
10049055.0,100600-01_10965128_0210,27461,-1.1
10874631.0,100600-01_10965128_0210,27462,-130.0
10001622.0,134130-28_10965396_1300,27463,-0.4
10207418.0,134130-28_10965396_1300,27464,-1.0
10967654.0,134130-28_10965396_1300,27465,-869.565
10047709.0,100600-01_10965631_0110,27466,-16.5
10047879.0,100600-01_10965631_0110,27467,-11.0
10048346.0,100600-01_10965631_0110,27468,-75.0
10048671.0,100600-01_10965631_0110,27469,-12.0
10553867.0,100600-01_10965631_0110,27470,-840.0
10001622.0,135120-16_10965645_0200,27471,-1249.607
10040997.0,135120-16_10965645_0200,27472,-228.0
10961690.0,135120-16_10965645_0200,27473,-113.6
10965645.0,135100-21_10965731_0100,27474,-100.0
10965645.0,135120-07_10965731_0200,27475,-100.0
10000440.0,111230-06_10965899_0300,27476,-15.939
10040997.0,111230-06_10965899_0300,27477,-0.17600000000000002
10046716.0,111230-06_10965899_0300,27478,-0.048
10048077.0,111230-06_10965899_0300,27479,-0.265
10049075.0,111230-06_10965899_0300,27480,-0.16699999999999998
10205382.0,111230-06_10965899_0300,27481,-1.105
10208055.0,111230-06_10965899_0300,27482,-0.098
10234286.0,111230-06_10965899_0300,27483,-10.624
10234427.0,111230-06_10965899_0300,27484,-1.518
10402204.0,111230-06_10965899_0300,27485,-0.08199999999999999
10612686.0,111230-06_10965899_0300,27486,-44.25899999999999
10711084.0,111230-06_10965899_0300,27487,-0.594
10939276.0,111230-06_10965899_0300,27488,-0.47600000000000003
10931353.0,135100-21_10965993_0100,27489,-100.0
10001622.0,135120-01_10966051_0100,27490,-902.0
10012233.0,135120-01_10966051_0100,27491,-25.54
10040997.0,135120-01_10966051_0100,27492,-80.0
10501842.0,135120-01_10966051_0100,27493,-76.5
10049560.0,111220-03_10966052_0300,27494,-0.45
10234405.0,111220-03_10966052_0300,27495,-35.9
10234447.0,111220-03_10966052_0300,27496,-0.24
10598346.0,111220-03_10966052_0300,27497,-2.08
10003689.0,123530-05_10966140_0100,27498,-89.28
10071922.0,123530-05_10966140_0100,27499,-10.7
10083684.0,123530-05_10966140_0100,27500,-0.08
10545566.0,123530-05_10966140_0100,27501,-0.01
10003689.0,123530-05_10966140_0101,27502,-89.28
10071922.0,123530-05_10966140_0101,27503,-10.7
10083684.0,123530-05_10966140_0101,27504,-0.08
10545566.0,123530-05_10966140_0101,27505,-0.01
10002172.0,123540-03_10966282_0100,27506,-45.0
10013354.0,123540-03_10966282_0100,27507,-55.0
10007980.0,135120-15_10966290_0200,27508,-4.5
10095144.0,135120-15_10966290_0200,27509,-8.42
10966051.0,135120-15_10966290_0200,27510,-65.7
11027251.0,135120-15_10966290_0200,27511,-28.1
10064657.0,134130-05_10966557_1300,27512,-1.0
10066216.0,134130-05_10966557_1300,27513,-4.0
10080123.0,134130-05_10966557_1300,27514,-6.0
10207418.0,134130-05_10966557_1300,27515,-18.160999999999998
10208720.0,134130-05_10966557_1300,27516,-3.0
10410676.0,134130-05_10966557_1300,27517,-0.38
10564804.0,134130-05_10966557_1300,27518,-0.5
10580668.0,134130-05_10966557_1300,27519,-0.107
10611401.0,134130-05_10966557_1300,27520,-0.2
10707532.0,134130-05_10966557_1300,27521,-62.0
10945413.0,134130-05_10966557_1300,27522,-0.2
10955569.0,134130-05_10966557_1300,27523,-0.12
10969568.0,134130-05_10966557_1300,27524,-0.2
10995277.0,134130-05_10966557_1300,27525,-4.0
11021801.0,134130-05_10966557_1300,27526,-0.025
11029540.0,134130-05_10966557_1300,27527,-0.107
10008019.0,123410-15_10966758_0100,27528,-2.832
10048864.0,123410-15_10966758_0100,27529,-0.10099999999999999
10071258.0,123410-15_10966758_0100,27530,-21.811
10862601.0,123410-15_10966758_0100,27531,-65.423
10048983.0,100630-30_10966868_0110,27532,-1.5
10401383.0,100630-30_10966868_0110,27533,-80.0
10967727.0,100630-30_10966868_0110,27534,-22.0
10253865.0,100470-08_10967111_0110,27535,-45.9
10253871.0,100470-08_10967111_0110,27536,-49.4
10964918.0,135120-07_10967116_0100,27537,-100.0
10075810.0,135100-21_10967534_0100,27538,-100.0
10075810.0,135120-07_10967534_0200,27539,-100.0
10604802.0,100710-20_10967582_0110,27540,-113.0
10047671.0,111990-01_10967617_0100,27541,-182.0
10049508.0,111990-01_10967617_0100,27542,-47.0
10068067.0,111990-01_10967617_0100,27543,-16.0
10207838.0,111990-01_10967617_0100,27544,-90.0
10294662.0,111990-01_10967617_0100,27545,-0.001
10402753.0,111990-01_10967617_0100,27546,-187.0
10869482.0,111990-01_10967617_0100,27547,-3294.0
10962942.0,111990-01_10967617_0100,27548,-20.0
10001622.0,135120-01_10967650_0100,27549,-156.76
10005418.0,135120-01_10967650_0100,27550,-0.64
11027293.0,135120-01_10967650_0100,27551,-39.76
10001619.0,135090-14_10967654_0100,27552,-7.028
10004193.0,135090-14_10967654_0100,27553,-52.273
10008019.0,135090-14_10967654_0100,27554,-4.841
10563297.0,135090-14_10967654_0100,27555,-17.982
10892189.0,135090-14_10967654_0100,27556,-1.882
10047540.0,100630-30_10967725_0110,27557,-80.0
10936375.0,100630-30_10967725_0110,27558,-22.0
10047142.0,100630-30_10967726_0110,27559,-80.0
10936375.0,100630-30_10967726_0110,27560,-22.0
10007980.0,100630-20_10967727_0310,27561,-12.74
10965631.0,100630-20_10967727_0310,27562,-140.0
10086120.0,123580-01_10967811_0100,27563,-21.6
10203212.0,123580-01_10967811_0100,27564,-1.8
10400185.0,123580-01_10967811_0100,27565,-40.0
10409081.0,123580-01_10967811_0100,27566,-5.9
10557952.0,123580-01_10967811_0100,27567,-28.9
10994850.0,123580-01_10967811_0100,27568,-1.8
10048465.0,100680-10_10967816_0110,27569,-101.0
10411554.0,100680-10_10967816_0110,27570,-2343.0
10047671.0,111990-01_10967846_0100,27571,-207.0
10049508.0,111990-01_10967846_0100,27572,-53.0
10068067.0,111990-01_10967846_0100,27573,-18.0
10207838.0,111990-01_10967846_0100,27574,-120.0
10294662.0,111990-01_10967846_0100,27575,-0.001
10402753.0,111990-01_10967846_0100,27576,-214.0
10869482.0,111990-01_10967846_0100,27577,-3970.0
10962942.0,111990-01_10967846_0100,27578,-20.0
10966290.0,135120-07_10968039_0100,27579,-100.0
10210208.0,123680-01_10968114_0100,27580,-59.0
10845477.0,123680-01_10968114_0100,27581,-2.0
10910196.0,123680-01_10968114_0100,27582,-39.0
10001245.0,124270-02_10968116_0100,27583,-0.8
10006268.0,124270-02_10968116_0100,27584,-20.0
10553862.0,124270-02_10968116_0100,27585,-57.6
10906377.0,124270-02_10968116_0100,27586,-91.2
10969576.0,100710-10_10968302_0110,27587,-110.3
10048086.0,123580-02_10968478_0100,27588,-57.06
10410654.0,123580-02_10968478_0100,27589,-1.84
10411978.0,123580-02_10968478_0100,27590,-1.84
10932973.0,123580-02_10968478_0100,27591,-39.26
10048086.0,123580-02_10968478_0200,27592,-57.42
10411978.0,123580-02_10968478_0200,27593,-1.84
10932973.0,123580-02_10968478_0200,27594,-39.26
11022900.0,123580-02_10968478_0200,27595,-1.48
10001571.0,134130-05_10968623_1700,27596,-5.0
10001902.0,134130-05_10968623_1700,27597,-2.0
10063366.0,134130-05_10968623_1700,27598,-1.0
10207418.0,134130-05_10968623_1700,27599,-21.785999999999998
10410676.0,134130-05_10968623_1700,27600,-0.38
10564804.0,134130-05_10968623_1700,27601,-0.5
10580668.0,134130-05_10968623_1700,27602,-0.107
10611401.0,134130-05_10968623_1700,27603,-0.5
10611609.0,134130-05_10968623_1700,27604,-62.0
10709769.0,134130-05_10968623_1700,27605,-2.0
10895616.0,134130-05_10968623_1700,27606,-4.0
10945413.0,134130-05_10968623_1700,27607,-0.5
10955569.0,134130-05_10968623_1700,27608,-0.12
11029540.0,134130-05_10968623_1700,27609,-0.107
10968804.0,135120-07_10968805_0100,27610,-100.0
10016874.0,135120-14_10968882_0200,27611,-5.1
10961367.0,135120-14_10968882_0200,27612,-102.0
10047875.0,100630-10_10968931_0110,27613,-6.0
10048347.0,100630-10_10968931_0110,27614,-23.0
10213230.0,100630-10_10968931_0110,27615,-0.5
10253861.0,100630-10_10968931_0110,27616,-33.0
10253864.0,100630-10_10968931_0110,27617,-108.0
10611125.0,100630-10_10968931_0110,27618,-57.0
10968932.0,100630-10_10968933_0110,27619,-150.0
10210208.0,123680-01_10969117_0100,27620,-60.0
10411274.0,123680-01_10969117_0100,27621,-1.0
10910196.0,123680-01_10969117_0100,27622,-39.0
10204069.0,123520-07_10969147_0200,27623,-99.902
10294697.0,123520-07_10969147_0200,27624,-0.098
10048162.0,100450-26_10969278_1261,27625,-27.34
10835978.0,100450-26_10969278_1261,27626,-72.66
10049055.0,100600-01_10969391_0110,27627,-1.1
10874631.0,100600-01_10969391_0110,27628,-130.0
10558866.0,100710-10_10969469_0110,27629,-2064.7
10969897.0,100710-10_10969469_0110,27630,-124.2
10410628.0,100710-30_10969500_0110,27631,-58.0
10410669.0,100710-30_10969500_0110,27632,-3.1
10970162.0,100710-30_10969500_0110,27633,-82.75
10001571.0,134130-05_10969568_1300,27634,-10.0
10001902.0,134130-05_10969568_1300,27635,-2.0
10019023.0,134130-05_10969568_1300,27636,-3.0
10207418.0,134130-05_10969568_1300,27637,-20.192999999999998
10208720.0,134130-05_10969568_1300,27638,-2.0
10272594.0,134130-05_10969568_1300,27639,-23.0
10401237.0,134130-05_10969568_1300,27640,-35.0
