P,u
100680-10_10242619_0110,360.00493200000005
111580-07_10242642_0100,4554.0
111580-07_10242647_0100,4455.0
100680-10_10242946_0110,179.998764
111190-03_10243084_0300,43066.272
123550-06_10243745_1000,264.0
111260-01_10244043_0510,61352.892
111260-02_10244043_0500,252926.904
135130-18_10244278_0400,262.8
135130-19_10244278_0500,525.6
110980-02_10245922_0200,19680.0
135130-22_10247461_0400,936.84
111180-13_10248693_0100,15360.0
110980-01_10249640_0700,295560.0
110980-01_10249640_0701,295560.0
110980-01_10249640_0703,295560.0
110980-01_10249640_0704,295560.0
135130-18_10250027_0600,291.996
135130-19_10250027_0500,584.004
135130-25_10250027_0400,291.996
100680-10_10250412_0110,251.99930399999997
110980-01_10252506_0700,270360.0
110980-01_10252506_0702,270360.0
110980-01_10252506_0704,270360.0
110980-01_10252506_0705,270360.0
100410-09_10253465_0100,200.4
100470-06_10253860_0110,7560.0
100470-06_10253861_0110,1800.0
100470-06_10253862_0110,2700.0
100470-06_10253863_0110,900.0
100470-06_10253867_0110,2700.0
100470-06_10253868_0110,900.0
100470-06_10253871_0110,7560.0
100470-06_10253874_0110,900.0
100660-01_10253877_0110,248.397888
100660-01_10253877_0120,248.397888
100660-01_10253878_0110,248.397888
100660-01_10253878_0120,248.397888
100660-01_10253880_0110,253.20114
100660-01_10253880_0120,253.20114
111190-03_10257320_0300,9965.28
111190-03_10257431_0300,16124.1
135120-10_10261960_0100,2188.236
135130-18_10261993_0500,291.996
135130-19_10261993_0400,761.736
135130-18_10262004_0500,291.996
135130-19_10262004_0400,761.736
135100-02_10263513_0100,7956.48
111230-06_10263637_0100,33546.732
111260-11_10263637_0500,148857.0
111260-11_10263637_0600,148857.0
100610-50_10263662_0110,1080.014796
100610-50_10263662_0120,1080.014796
100610-50_10263662_0130,1080.014796
100610-50_10263662_0140,1080.014796
135150-07_10264013_0400,823.32
135150-10_10264016_0200,174.48
135150-12_10264016_0300,167.496
135150-16_10264016_0400,324.0
123680-07_10264197_0300,293.04
123680-07_10264197_0400,377.85882
123410-15_10266204_0100,13200.0
111220-03_10266531_0300,14400.0
111220-07_10266531_0700,4800.0
100680-10_10266532_0110,71.999808
111150-02_10266617_0200,34209.996
111150-02_10266619_0200,34209.996
111150-02_10266621_0200,34209.996
123530-04_10268366_0700,19685.508
123530-04_10268366_0800,19685.508
100610-70_10270098_0110,881.997588
100680-10_10270190_0110,251.99930399999997
135100-01_10279821_0100,1037.52
111190-03_10279822_0300,44015.268
111230-06_10290113_0100,37966.488
111230-06_10290113_0200,37966.488
111990-01_10290700_0100,591.3
111990-01_10290700_0200,876.0
111990-01_10290842_0100,722.7
111990-01_10290842_0200,876.0
111990-01_10290843_0100,722.7
111990-01_10290843_0300,700.8
111990-02_10290843_0400,328.5
111150-07_10291336_0100,25000.0
111260-40_10291555_0100,3000.0
123380-03_10291559_0300,2763.6039960000003
123380-03_10291559_0308,2763.6039960000003
123380-03_10291559_0310,2763.6039960000003
123380-03_10291559_0318,2763.6039960000003
123380-03_58476522_0300,2763.6039960000003
123380-03_58476522_0308,2763.6039960000003
123380-03_58476522_0310,2763.6039960000003
123380-03_58476522_0318,2763.6039960000003
123380-03_58493727_0300,2763.6039960000003
123380-03_58493727_0308,2763.6039960000003
123380-03_58493727_0310,2763.6039960000003
123380-03_58493727_0318,2763.6039960000003
123380-03_58563123_0300,2763.6039960000003
123380-03_58563123_0308,2763.6039960000003
123380-03_58563123_0310,2763.6039960000003
123380-03_58563123_0318,2763.6039960000003
123380-03_58573139_0300,2763.6039960000003
123380-03_58573139_0308,2763.6039960000003
123380-03_58573139_0310,2763.6039960000003
123380-03_58573139_0318,2763.6039960000003
123380-03_58660105_0300,2763.6039960000003
123380-03_58660105_0308,2763.6039960000003
123380-03_58660105_0310,2763.6039960000003
123380-03_58660105_0318,2763.6039960000003
123380-03_58699921_0300,2763.6039960000003
123380-03_58699921_0308,2763.6039960000003
123380-03_58699921_0310,2763.6039960000003
123380-03_58699921_0318,2763.6039960000003
123380-03_58992367_0300,2763.6039960000003
123380-03_58992367_0308,2763.6039960000003
123380-03_58992367_0310,2763.6039960000003
123380-03_58992367_0318,2763.6039960000003
123380-03_50440760_0300,2763.6039960000003
123380-03_50440760_0308,2763.6039960000003
123380-03_50440760_0310,2763.6039960000003
123380-03_50440760_0318,2763.6039960000003
123380-03_58040282_0300,2763.6039960000003
123020-73_10291717_0800,9000.0
123020-85_10291717_0700,9000.0
110980-01_10292457_0700,202440.0
110980-01_10292457_0701,202440.0
110980-01_10292457_0703,202440.0
110980-01_10292457_0705,202440.0
110980-01_10292459_0700,254640.0
110980-01_10292459_0701,254640.0
110980-01_10292459_0703,254640.0
110980-01_10292459_0704,254640.0
110980-01_10292461_0700,237840.0
110980-01_10292461_0701,237840.0
110980-01_10292461_0703,237840.0
110980-01_10292461_0704,237840.0
110980-02_10292461_0200,50040.0
110980-01_10292462_0700,604680.0
110980-01_10292462_0701,604680.0
110980-01_10292462_0703,604680.0
110980-01_10292462_0704,604680.0
110980-02_10292462_0200,66120.0
110980-01_10292468_0700,226680.0
110980-01_10292468_0701,226680.0
110980-01_10292468_0703,226680.0
110980-01_10292468_0704,226680.0
110980-02_10292468_0200,41400.0
110980-01_10292469_0700,227640.0
110980-01_10292469_0701,227640.0
110980-01_10292469_0703,227640.0
110980-01_10292469_0704,227640.0
110980-02_10292469_0200,46800.0
110980-01_10292471_0702,268560.0
110980-01_10292471_0704,268560.0
110980-01_10292471_0709,268560.0
110980-01_10292471_0710,268560.0
111390-01_10292510_0101,160749.396
111390-01_10292510_0501,160749.396
123680-18_10292590_0100,219.996
100470-08_10293573_0110,5400.0
100610-10_10293574_0100,900.0308279999999
100610-10_10293574_0120,900.0030840000001
100610-10_10293575_0110,900.0308279999999
100610-10_10293575_0120,900.0308279999999
100610-10_10293575_0130,900.0308279999999
100610-10_10293575_0140,900.0308279999999
100610-50_10293575_0140,900.0308279999999
123530-05_10293678_0800,18582.696
111480-01_10293912_0300,54000.0
111180-09_10294012_0100,36000.0
111190-03_10294012_0301,33991.764
111990-02_10294024_0400,204.39999600000002
123510-05_10294079_1000,8712.0
135100-07_10294143_0100,3350.004
134130-35_10294668_1500,1440.0
134130-35_10294669_1500,1512.0
123520-02_10294679_0200,3600.0
123520-03_10294679_0100,3600.0
123550-09_10294679_1000,1920.0
123550-10_10294679_1100,2556.0
123550-03_10294697_1000,19500.0
123550-03_10294697_1100,19500.0
111190-01_10294700_0101,50171.808
111190-01_10294700_0107,50171.808
111190-03_10294700_0301,55346.592
111190-03_10294700_0302,55346.592
134130-01_10294721_1300,840.96
135150-07_10295408_0100,963.924
123410-25_10296230_0300,6828.0
100680-10_10296827_0110,251.99930399999997
100680-10_10296835_0110,251.99930399999997
134130-04_10296896_1400,1576.8
123020-40_10297064_0700,6000.0
123590-01_10297226_0104,147096.0
123590-01_10297226_0106,147096.0
123590-02_10297226_0201,39372.0
111260-02_10297343_0500,253910.352
111260-02_10297343_0510,253910.352
111260-03_10297343_0520,137998.066
162500-01_10297600_0100,21045.0
162500-02_10297600_0400,48500.004
189080-01_10297609_0500,73381.176
189080-01_10297609_0600,65875.2
189080-01_10297609_0700,65875.2
189080-01_10297609_1000,73381.176
135150-02_10297715_0200,798.0
135150-02_10297769_0300,798.0
135150-06_10297769_0200,795.96
123530-04_10298193_0800,6742.14
123530-04_10298193_0801,6742.14
123530-04_10298193_0802,6742.14
123590-01_10298385_0100,45300.0
111190-01_10298391_0101,38353.752
111190-01_10298391_0105,38353.752
111190-01_10298391_0109,38353.752
111190-03_10298391_0300,63224.52
111190-03_10298391_0301,63224.52
111560-04_10298709_0100,3300.0
123580-01_10298892_0800,72000.0
162430-03_10298900_0100,150528.0
162430-03_10298900_0200,150528.0
111190-01_10299108_0101,33052.356
111190-01_10299108_0103,33052.356
111190-01_10299108_0107,33052.356
111190-03_10299108_0301,19035.384
100630-30_10299236_0110,240.0
110980-01_10301997_0700,238440.0
110980-01_10301997_0701,238440.0
110980-01_10301997_0703,238440.0
110980-01_10301997_0704,238440.0
111190-01_10301997_0100,48858.912
111190-01_10301997_0101,48858.912
111190-01_10301997_0102,48858.912
111190-03_10301997_0300,39362.844
134130-05_10304443_1300,5606.4
123410-15_10305500_0100,96120.0
134130-05_10313319_1300,1839.6
134130-05_10313320_1300,4360.536
134130-03_10313500_0400,1136.436
134130-05_10313500_1300,3270.396
123520-03_10316502_0100,3120.0
134130-02_10317189_1400,379.596
134130-05_10319118_1700,907.536
123410-15_10319303_0110,54096.0
123410-15_10319303_0200,54096.0
123410-15_10319342_0200,31320.0
123020-03_10321778_0700,1675.2
123410-15_10323855_0200,54096.0
134130-08_10326785_1300,2172.48
134130-05_10327354_1700,2207.52
111190-01_10327703_0100,62818.608
111190-01_10327703_0101,62818.608
111190-01_10327703_0105,62818.608
111190-03_10327703_0300,61794.264
111190-03_10327703_0302,61794.264
123530-05_10400032_0800,21696.936
111390-03_10401366_0301,160749.396
111420-01_10401366_0101,210383.28
123020-84_10401520_0700,1072.5
135090-15_10402079_0200,257.748
123680-12_10411781_0100,282.24
123680-20_10411781_2100,596.5714320000001
123530-01_10412384_0100,1288.788
135130-22_10490746_0400,936.84
134130-02_10500138_1400,6132.0
111190-01_10500742_0101,25687.008
111190-01_10500742_0102,25687.008
111190-01_10500742_0105,25687.008
111240-06_10500845_0100,2400.0
111240-16_10500845_0200,2400.0
111260-40_10501083_0100,3000.0
135130-02_10501842_0100,2252.568
134130-01_10502480_1500,333.72
134130-01_10502480_1600,2190.0
135150-06_10502817_0200,795.96
111990-01_10502834_0100,591.3
111990-01_10502834_0200,876.0
111990-01_10502836_0100,722.7
111990-01_10502836_0200,930.75
124930-05_10503069_0502,35265.444
123520-02_10503079_0300,25500.0
111180-09_10503264_0201,20880.0
111180-09_10503264_0202,20880.0
123680-01_10503804_0100,39.0
135120-08_10504249_0200,2285.148
111480-01_10504462_0300,69600.0
110980-01_10504699_0701,196800.0
110980-01_10504699_0702,196800.0
110980-01_10504699_0703,196800.0
111180-09_10504699_0500,44400.0
111190-01_10504699_0102,37923.828
111190-03_10504699_0300,42936.972
123510-05_10505034_1500,7176.0
111480-01_10505301_0200,32400.0
110980-01_10505776_0700,264840.0
110980-01_10505776_0701,264840.0
110980-01_10505776_0703,264840.0
110980-01_10505776_0704,264840.0
110980-02_10505776_0200,57600.0
110980-02_10506605_0200,17520.0
135150-02_10506832_0400,798.0
135150-06_10506832_0300,651.24
111240-21_10506855_0300,2040.0
123510-03_10506875_1000,25068.0
110980-01_10506910_0700,207600.0
110980-01_10506910_0701,207600.0
110980-01_10506910_0703,207600.0
110980-01_10506910_0706,207600.0
110980-02_10506910_0200,26760.0
110980-01_10506916_0700,202200.0
110980-01_10506916_0701,202200.0
110980-01_10506916_0703,202200.0
110980-01_10506916_0704,202200.0
110980-01_10506917_0700,278520.0
110980-01_10506917_0701,278520.0
110980-01_10506917_0703,278520.0
110980-01_10506917_0704,278520.0
111260-02_10508450_0500,256439.484
111260-02_10508450_0600,256439.484
111260-03_10508450_0700,116014.764
100600-01_10508783_0110,597.585096
100610-70_10509580_0110,360.00493200000005
134130-35_10510314_1500,1224.0
134130-08_10510450_1400,2336.4
110980-01_10510486_0700,129595.2
110980-01_10510486_0701,129595.2
110980-01_10510486_0702,129595.2
110980-01_10510486_0704,129595.2
100470-08_10510489_0110,5400.0
100610-10_10510491_0110,240.0
100610-50_10510492_0110,240.0
100610-50_10510492_0120,240.0
135100-21_10510532_0300,1275.96
135100-21_10510532_0400,1275.96
111190-01_10510640_0101,41504.316
111190-01_10510640_0103,41504.316
111190-01_10510640_0104,41504.316
111190-01_10510640_0105,41504.316
111190-01_10510640_0106,41504.316
111190-01_10510640_0107,41504.316
111190-01_10510640_0108,41504.316
111190-01_10510640_0109,41504.316
111190-01_10510640_0110,41504.316
111190-01_10510655_0100,32735.328
111190-01_10510655_0104,32735.328
111190-01_10510655_0105,32735.328
111190-03_10510655_0300,25157.532
123530-09_10510698_0800,3219.3
111120-07_10511153_0300,28908.0
110980-01_10511194_0700,80160.0
110980-01_10511194_0701,80160.0
110980-01_10511194_0703,80160.0
110980-01_10511194_0704,80160.0
110980-02_10511194_0200,15960.0
110980-01_10511301_0702,209760.0
110980-01_10511301_0703,209760.0
110980-01_10511301_0704,209760.0
110980-01_10511301_0706,209760.0
110980-01_10511512_0700,210000.0
110980-01_10511512_0701,210000.0
110980-01_10511512_0702,210000.0
110980-01_10511512_0705,210000.0
123550-10_10511687_1000,7680.0
112020-01_10511986_0100,2595.624
135150-06_10512248_0200,868.32
123680-03_10512293_0200,240.0
111120-07_10513082_0300,28908.0
100680-10_10513472_0110,251.99930399999997
100650-02_10513500_0110,1080.014796
110320-04_10513514_0100,720.0
110320-04_10513514_0102,720.0
110320-04_10513517_0100,2040.0
110320-04_10513517_0200,2040.0
111480-01_10513669_0200,86400.0
100610-10_10514003_0110,1440.0789119999997
100610-10_10514003_0120,1440.0789119999997
100610-10_10514003_0130,1440.0789119999997
100610-10_10514003_0140,1440.0789119999997
100610-50_10514003_0210,1440.0078959999998
100610-50_10514003_0220,1440.0078959999998
100610-50_10514003_0230,1440.0078959999998
100610-50_10514003_0240,1440.0078959999998
100700-60_10514003_0310,900.0
123680-18_10514596_0400,600.0
111350-13_10514778_6310,12000.0
111350-14_10514778_6410,12000.0
111350-16_10514778_6610,12000.0
111350-17_10514778_6711,13200.0
111350-18_10514778_6815,18000.0
111400-02_10514778_4230,35112.0
111400-03_10514778_4310,13200.0
111350-13_10514800_6310,12000.0
111350-14_10514800_6410,12000.0
111350-16_10514800_6610,12000.0
111350-17_10514800_6711,13200.0
111350-18_10514800_6815,18000.0
111120-07_10515045_0300,28908.0
111030-07_10515196_1000,7492.68
124980-01_10515203_0200,2400.0
111190-01_10515356_0101,25360.584
111190-01_10515356_0103,25360.584
111190-01_10515356_0105,25360.584
111180-09_10515400_0200,19296.0
111180-09_10515402_0200,18720.0
110980-01_10515486_0705,69840.0
110980-01_10515486_0706,69840.0
110980-03_10515486_0800,42000.0
111190-01_10515498_0100,37816.716
111190-01_10515498_0101,37816.716
111190-01_10515498_0102,37816.716
111260-02_10515527_0500,190440.9
111260-02_10515527_0520,190440.9
111260-02_10515527_0530,190440.9
111990-01_10515541_0100,591.3
111990-01_10515541_0200,876.0
123410-15_10516038_0200,22464.0
123410-15_10516038_0300,22464.0
100680-10_10516046_0110,360.00493200000005
135130-04_10516052_0500,5018.096004
135150-07_10516428_0200,686.1
135150-10_10516527_0200,174.48
123380-03_10516835_0101,2948.823
123380-03_58007025_0101,2580.0
123380-03_58333047_0101,2580.0
123380-03_58365864_0101,2580.0
123380-03_58494090_0101,2580.0
123380-03_58560177_0101,2580.0
123380-03_58562874_0101,2580.0
123380-03_58586337_0101,2580.0
123380-03_58589956_0101,2580.0
123380-03_58679459_0101,2580.0
123380-03_58021410_0101,2580.0
123380-03_58026507_0101,2580.0
100600-01_10517106_0110,791.971788
135150-02_10517804_0300,798.0
135150-17_10517804_0800,997.2
111120-07_10518364_0300,28908.0
100680-10_10518552_0110,251.99930399999997
111240-21_10518812_0200,2040.0
123520-02_10519187_0300,55200.0
123590-06_10519403_0200,18816.0
134130-04_10519730_1400,1752.0
135100-07_10519743_0500,3316.5
111260-01_10520104_0500,53699.016
111260-02_10520104_0600,254323.716
111260-02_10520104_0700,254323.716
100610-70_10520385_0110,1140.031236
100610-50_10520505_0110,360.00493200000005
100680-10_10520539_0110,287.996844
100610-50_10520585_0110,1116.065736
100610-50_10520585_0120,1116.065736
100610-50_10520585_0130,1116.065736
100610-50_10520585_0140,1116.065736
110980-01_10520647_0700,145080.0
110980-01_10520647_0701,145080.0
110980-01_10520647_0703,145080.0
110980-01_10520647_0704,145080.0
111190-01_10520647_0100,67291.464
111190-01_10520647_0103,67291.464
111190-01_10520647_0106,67291.464
111190-01_10520695_0102,11247.804
111190-01_10520695_0105,11247.804
111190-01_10520695_0109,11247.804
111190-03_10520695_0300,11059.08
123680-05_10520769_0700,361.10666399999997
111230-06_10520925_0100,27613.776
111230-06_10520925_0200,27613.776
134130-35_10521300_1500,1656.0
123570-03_10529425_0300,33336.66667
135100-03_10530167_0100,3014.124
110980-01_10532187_0700,222600.0
110980-01_10532187_0701,222600.0
110980-01_10532187_0702,222600.0
110980-01_10532187_0705,222600.0
123540-03_10532423_0100,2400.0
100610-50_10532863_0100,1200.0
135100-03_10532872_0200,2740.116
135100-07_10532872_0100,3350.004
135100-07_10532872_0500,3350.004
135130-25_10532872_0400,120.432
100680-10_10533033_0110,240.0
111190-01_10535416_0101,20067.132
111260-01_10537599_0500,61709.46
111260-02_10537599_0300,247572.0
111260-02_10537599_0400,247572.0
111230-06_10537771_0100,32314.716
111230-06_10537771_0200,32314.716
110980-01_10538689_0101,176520.0
110980-01_10538689_0102,176520.0
110980-01_10538689_0107,176520.0
110980-01_10538689_0109,176520.0
110980-01_10538689_0110,176520.0
110980-02_10538689_0200,43080.0
110980-02_10538689_0201,43080.0
110980-01_10538696_0102,191040.0
110980-01_10538696_0103,191040.0
110980-01_10538696_0105,191040.0
110980-01_10538696_0107,191040.0
110980-02_10538696_0200,44520.0
110980-01_10538698_0101,215880.0
110980-01_10538698_0102,215880.0
110980-01_10538698_0104,215880.0
110980-01_10538698_0106,215880.0
110980-02_10538698_0200,48000.0
110980-01_10538701_0101,163560.0
110980-01_10538701_0102,163560.0
110980-01_10538701_0104,163560.0
110980-01_10538701_0106,163560.0
110980-02_10538701_0200,33720.0
111260-01_10538939_0100,68304.528
111260-10_10538939_0300,273600.0
111260-10_10538939_0500,273600.0
123680-20_10539395_0100,1554.399996
123680-20_10539395_9800,1554.399996
123550-06_10539409_1000,186.0
111480-01_10539864_0100,60000.0
111180-09_10540892_0201,24480.0
111180-09_10540910_0201,24480.0
111180-09_10540926_0201,24480.0
134130-35_10541668_1500,1540.8
134130-35_10542148_1500,922.104
110980-01_10542317_0111,167160.0
110980-01_10542317_0112,167160.0
110980-01_10542317_0114,167160.0
110980-01_10542317_0116,167160.0
110980-01_10542317_0117,167160.0
110980-02_10542317_0200,41040.0
110980-02_10542317_0201,41040.0
134130-35_10542329_1500,1080.0
123550-04_10542819_1000,24120.0
111230-06_10542880_0200,32197.524
111230-06_10542880_0300,32197.524
111260-01_10542880_0400,56016.0
111260-02_10542880_0600,224052.0
111260-02_10542880_0700,224052.0
111260-11_10542880_0600,148857.0
110980-01_10543582_0101,171480.0
110980-01_10543582_0102,171480.0
135120-08_10543585_0100,3348.0
124270-01_10543736_0100,21160.84
111190-03_10543759_0300,47293.644
124930-05_10543927_0500,14204.88
124270-01_10543981_0200,5520.0
111610-04_10544021_0600,3193.188
124930-05_10544098_0500,20082.24
111040-04_10544130_0400,12040.332
124600-05_10544141_0400,908.148
124270-01_10544173_0100,23457.446809999998
124600-08_10544173_0200,34200.0
124600-08_10544173_0600,32978.71915
124260-06_10544185_0400,17486.33443
124260-16_10544206_0300,3000.3448319999998
111610-03_10544216_0200,26250.0
111610-02_10544222_0200,50000.0
151540-01_10544278_0100,106382.55320000001
151540-02_10544278_0200,85105.53192000001
135150-06_10544389_0200,795.96
111640-08_10544463_0800,1125.0
111570-01_10544630_0100,398153.0769
135120-16_10544648_0200,1002.5615759999998
123680-05_10544920_0100,181.2
111350-16_10544997_6611,13200.0
111350-18_10544997_6814,15720.0
111480-01_10547097_0100,32400.0
110980-01_10552174_0101,114240.0
110980-01_10552174_0102,114240.0
110980-01_10552174_0104,114240.0
110980-01_10552174_0106,114240.0
110980-02_10552174_0200,21960.0
110980-01_10552205_0101,182160.0
110980-01_10552205_0102,182160.0
110980-01_10552205_0104,182160.0
110980-01_10552205_0106,182160.0
110980-02_10552205_0200,43320.0
100410-09_10552330_0100,2969.424
111260-01_10552353_0110,65189.436
111260-03_10552353_0300,147925.068
111260-11_10552353_0100,148857.0
111260-11_10552353_0200,148857.0
123350-83_10552398_0200,214.8
123510-02_10552423_1000,9672.0
135100-03_10552644_0100,2759.52
135120-08_10552645_0100,3348.0
111180-09_10552964_0100,20880.0
110980-01_10553198_0101,167880.0
110980-01_10553198_0102,167880.0
110980-01_10553198_0104,167880.0
110980-01_10553198_0106,167880.0
110980-02_10553198_0200,34440.0
140010-02_10553861_0100,401180.496
140090-01_10553861_0500,514599.996
151390-01_10553862_0200,915780.492
151390-01_10553862_0800,915780.492
151390-01_10553863_0200,915780.492
151190-01_10553867_0100,104025.6
151190-01_10553867_0800,104025.6
135100-21_10553958_0800,564.936
110980-02_10553996_0100,16560.0
110980-02_10553996_0101,16560.0
162010-02_10554239_0200,399992.7273
162010-03_10554240_0200,1000000.0
162010-03_10554241_0200,923076.9231
135100-02_10554266_0100,3978.24
135100-02_10554266_0200,3978.24
100680-10_10554433_0110,316.79444399999994
111120-07_10554456_0300,28908.0
123080-04_10554464_0100,9571.422852
110980-01_10554661_0102,177360.0
110980-01_10554661_0104,177360.0
110980-01_10554661_0106,177360.0
110980-01_10554661_0107,177360.0
110980-02_10554661_0200,41400.0
110980-01_10554679_0100,123600.0
123410-15_10554679_0300,54002.16
123590-01_10554716_0100,27228.0
123590-02_10554716_0200,8640.0
123590-04_10554716_0400,3432.0
111600-05_10554722_0500,624.996
123530-05_10555021_0800,17314.152
123530-01_10555034_0500,11887.956
123530-03_10555034_0100,7904.556
123530-03_10555039_0200,7738.692
135150-02_10555490_0300,798.0
135150-06_10555490_0200,904.5
123590-08_10555741_0300,24684.0
124870-02_10555748_0100,1334.592
124980-02_10555774_0200,1800.0
124550-01_10555858_1000,230004.0
111450-04_10555976_0100,4770.504
136040-19_10557732_0100,3999.672
136040-18_10557733_0100,2853.42
134130-35_10558474_1500,648.0
123580-01_10558694_0100,72000.0
123580-01_10558801_0100,72000.0
123580-01_10558848_0100,72000.0
162080-02_10558866_0100,72769.71672
162080-02_10558869_0100,64280.128560000005
162080-01_10558874_0100,85426.73366
162080-04_10558874_0200,97989.94975
162080-04_10558874_0300,97989.94975
123590-06_10558918_0100,5124.0
123590-06_10558918_0101,5124.0
123590-06_10558918_0102,5124.0
134130-08_10558998_1400,6093.912
124870-05_10559149_0100,5059.86
123510-05_10559303_1000,16524.0
111260-40_10559372_0200,3000.0
111260-40_10559374_0200,3000.0
123580-01_10559379_0100,72000.0
162030-03_10559395_0100,75000.0
162030-01_10559396_0100,375000.0
162030-03_10559398_0100,60000.0
111190-03_10559447_0300,15669.672
151450-05_10559448_0100,7200.0
123510-05_10559454_1100,3468.0
111240-06_10559565_0200,2820.0
151450-01_10559626_0100,12960.0
123540-12_10559679_1200,540.0
123580-01_10559811_0100,72000.0
124930-17_10559846_1700,2451.6
124930-17_10559846_1710,2451.6
124930-50_10559846_5000,2451.6
124930-50_10559846_5010,2451.6
123020-73_10559862_0700,1600.0105319999998
123580-01_10559864_0100,72000.0
123580-01_10559869_0100,72000.0
123540-05_10559979_0300,6732.0
123580-01_10560052_0100,72000.0
124930-30_10560062_3000,727.296
123580-01_10560164_0100,72000.0
135130-02_10560387_0100,1087.452
123580-01_10560468_0200,72000.0
111190-01_10560536_0100,33170.808
111190-01_10560536_0102,33170.808
111190-01_10560536_0103,33170.808
123580-01_10560915_0100,72000.0
111190-01_10561179_0101,31162.428
111190-01_10561179_0105,31162.428
111190-01_10561179_0111,31162.428
111190-03_10561179_0301,31865.16
111190-03_10561179_0302,31865.16
100410-09_10561187_0200,2760.0
123580-01_10561249_0100,72000.0
111180-09_10561313_0102,20887.92
111180-09_10561313_0103,20887.92
100610-70_10561827_0110,960.0
135120-12_10562142_0100,3047.736
100610-10_10563052_0110,1014.593472
123580-01_10563697_0100,72000.0
123580-01_10563710_0100,72000.0
135130-24_10564020_0400,700.8
111360-01_10564628_1000,280824.0
162140-01_10564653_0100,82800.0
111360-02_10564937_1000,248910.0
123680-12_10565066_1300,397.33333200000004
140330-03_10565136_0100,22627.2
134130-35_10565258_1500,1180.8
123680-05_10565360_0200,244.8
135100-21_10565361_0200,427.536
134130-35_10565607_1500,1224.0
123540-10_10565666_1000,3600.0
111130-10_10566055_0100,83520.0
111230-06_10566888_0100,30620.892
111230-06_10566888_0300,30620.892
111260-02_10567149_0500,144012.06
111260-02_10567149_0600,144012.06
100650-01_10567418_0110,266.399052
100650-01_10567418_0120,266.399052
134130-35_10567469_1500,1296.0
123580-01_10567612_0100,72000.0
123580-01_10567614_0100,72000.0
123580-02_10567716_0200,18000.0
123020-24_10567915_0800,40.512
151190-01_10567937_0100,81270.0
134130-01_10567994_1300,737.688
111260-01_10569503_0200,66490.452
111260-10_10569503_0220,273600.0
123510-05_10569714_1000,15984.0
124870-05_10569888_0100,4924.452
135150-17_10569968_0800,764.52
135150-17_10569969_0800,764.52
123420-11_10574542_0100,2532.6
110980-01_10575702_0100,172440.0
110980-01_10575702_0101,172440.0
110980-01_10575702_0103,172440.0
110980-01_10575702_0106,172440.0
110980-01_10575704_0100,183000.0
110980-01_10575704_0101,183000.0
110980-01_10575704_0102,183000.0
110980-01_10575704_0105,183000.0
110980-01_10575708_0100,188760.0
110980-01_10575708_0101,188760.0
110980-01_10575708_0103,188760.0
110980-01_10575708_0106,188760.0
110980-02_10575708_0200,17880.0
134130-35_10575966_1500,936.0
135130-22_10575967_0400,1271.424
134130-08_10575970_1500,479.496
111480-01_10576145_0100,73200.0
100610-70_10576189_0110,1140.031236
100610-70_10576189_0200,1140.031236
123520-15_10576571_0100,3600.0
111190-01_10576627_0102,52199.7
111190-01_10576627_0111,52199.7
111190-03_10576627_0301,54670.608
111190-03_10576627_0302,54670.608
110980-01_10577205_0400,109320.0
110980-01_10577205_0401,109320.0
110980-01_10577205_0402,109320.0
110980-01_10577205_0403,109320.0
110980-01_10577205_0404,109320.0
110980-01_10577205_0700,109320.0
110980-01_10577205_0701,109320.0
110980-01_10577205_0702,109320.0
110980-01_10577205_0704,109320.0
110980-01_10577205_0705,109320.0
110980-02_10577205_0201,29280.0
110980-02_10577205_0300,29280.0
111190-01_10577205_0100,41061.072
111190-01_10577205_0101,41061.072
111190-01_10577205_0102,41061.072
111190-01_10577210_0100,63408.156
111190-01_10577210_0101,63408.156
111190-01_10577210_0110,63408.156
134130-01_10577275_1300,350.4
134130-01_10577276_1300,438.0
151140-02_10577602_0200,67469.87956999999
134130-05_10577651_1700,3270.396
123540-14_10577763_0100,9999.996
123540-05_10577764_0100,12000.0
123540-14_10577764_0200,9999.996
123540-14_10577767_0200,9999.996
123540-14_10577770_0200,9999.996
123540-05_10578440_0500,12000.0
123540-14_10578440_0100,9999.996
100680-10_10579049_0110,144.000792
100470-08_10579092_0110,9000.0
100610-50_10579093_0110,1007.99724
100610-50_10579093_0120,1007.99724
100610-50_10579093_0130,1007.99724
100610-50_10579093_0140,1007.99724
100600-01_10579227_0210,1322.4637679999998
162080-02_10579350_0100,59335.325280000005
162010-10_10579351_0400,132352.944
162080-02_10579351_0100,56717.71512
111260-01_10579452_0300,31008.324
111260-01_10579452_0400,31008.324
111190-01_10579453_0100,26341.908
111190-01_10579453_0103,26341.908
111190-01_10579453_0104,26341.908
134130-35_10579655_1500,1440.0
100680-10_10579660_0110,179.998764
124870-01_10579947_0100,6116.964
100660-01_10580157_0110,633.5888879999999
100660-01_10580157_0120,633.5888879999999
100660-01_10580158_0110,741.618696
100660-01_10580158_0120,741.618696
135150-10_10580241_0200,174.48
135150-12_10580241_0300,167.496
123580-01_10580300_0100,72000.0
135100-01_10580357_0100,2079.0
111260-01_10580590_0100,65747.28
135150-17_10580682_0800,664.8
123540-05_10580684_0100,1260.0
135150-07_10580718_0200,823.32
100610-70_10580860_0110,839.9654759999999
135150-17_10581044_0800,764.52
111230-06_10581250_0100,43121.7
111230-06_10581250_0200,43121.7
100710-10_10581270_0110,300.0
