P,u
123420-17_10582039_0100,20192.712
123580-01_10582364_0100,72000.0
123410-15_10582753_0100,54006.3
123410-15_10582753_0200,54006.3
111350-16_10582809_6610,13200.0
111350-18_10582809_6816,19200.0
124930-52_10582894_5200,33642.108
124930-52_10582894_5201,33642.108
124930-52_10582894_520B,33642.108
135150-17_10582937_0800,664.8
100660-01_10583107_0110,248.397888
100660-01_10583107_0120,248.397888
111990-01_10583533_0100,722.7
111990-01_10583533_0200,876.0
135150-14_10583546_0200,1402.776
135150-15_10583546_0300,1262.4
111190-03_10583972_0300,23994.708
111400-03_10584024_4310,12840.0
111350-16_10584040_6609,10800.0
111350-18_10584040_6816,19200.0
111350-14_10584117_6410,12000.0
111350-16_10584117_6611,12000.0
111350-17_10584117_6710,13200.0
111350-18_10584117_6814,16800.0
111350-14_10584121_6410,11760.0
111350-14_10584121_6511,11412.0
111350-16_10584121_6610,11760.0
111350-17_10584121_6710,11760.0
111350-18_10584121_6814,17160.0
111400-03_10584168_4310,13200.0
111400-03_10584170_4310,13200.0
111400-03_10584172_4310,12840.0
100680-10_10584257_0110,144.000792
123680-12_10584292_0100,144.72
100710-20_10584331_0120,43.2
123680-18_10584345_0200,224.7
124930-52_10584347_5200,33642.108
124930-52_10584347_5201,33642.108
124930-52_10584347_520B,33642.108
100600-01_10584577_0110,600.0
100650-01_10584579_0110,360.00493200000005
100650-01_10584579_0120,360.00493200000005
100650-02_10584580_0110,368.39228399999996
135150-17_10584838_0800,764.52
135150-17_10584840_0800,764.52
124930-21_10584895_2100,2771.136
123590-01_10584916_0300,87576.0
123590-06_10584916_0101,35460.0
123590-08_10584916_0200,33984.0
123680-01_10584918_0100,1938.0
123680-03_10584918_0100,878.856
123580-01_10584977_0100,72000.0
123510-02_10585243_1000,10800.0
123510-05_10585243_1000,10800.0
111400-03_10585296_4310,13200.0
111350-14_10585404_6408,8160.0
111350-16_10585404_6609,10800.0
111350-17_10585404_6708,8160.0
111350-18_10585404_6814,13200.0
111350-14_10585445_6408,8160.0
111350-17_10585445_6708,8160.0
111350-18_10585445_6814,13200.0
111190-03_10585451_0301,59896.908
111350-14_10585641_6410,12240.0
111350-16_10585641_6610,12840.0
111350-17_10585641_6710,12840.0
111350-18_10585641_6814,19560.0
111180-09_10585767_0200,15120.0
111180-12_10585767_0101,9840.0
111180-12_10585767_0102,13800.0
111580-07_10585864_0100,6996.0
100700-10_10585870_0110,720.0
100610-10_10585877_0100,1710.00234
100700-60_10585877_0110,720.0
134130-05_10586240_1700,2973.096
134130-41_10586240_1400,2219.196
124930-54_10586299_5400,2968.116
124930-54_10586299_5410,2968.116
124930-70_10586299_7000,1339.536
124930-70_10586299_7010,1339.536
111240-12_10586341_0100,10080.0
111180-09_10586345_0100,5226.0
111180-12_10586345_0200,3840.0
134130-01_10586435_1400,350.4
111190-01_10586479_0101,28028.964
111190-01_10586479_0106,28028.964
111190-01_10586479_0107,28028.964
100680-10_10586643_0110,360.00493200000005
123580-02_10586658_0200,18000.0
100610-10_10586660_0110,600.0
100610-10_10586660_0120,600.0
100610-10_10586660_0130,600.0
100610-10_10586660_0140,600.0
111180-09_10586867_0100,2232.0
151190-01_10587624_0800,106148.5714
151210-06_10587921_0600,19992.0
151210-06_10587921_0700,19992.0
134130-08_10588163_1400,700.8
111350-13_10588306_6310,12000.0
111350-14_10588306_6410,12000.0
111350-16_10588306_6611,13200.0
111350-17_10588306_6711,13200.0
111350-18_10588306_6817,21000.0
111400-02_10588306_4230,35160.0
110980-01_10588411_0700,216000.0
110980-01_10588411_0701,216000.0
110980-01_10588411_0703,216000.0
110980-01_10588411_0704,216000.0
111700-09_10588479_0500,1064.004
111260-01_10588639_0500,63324.0
111260-02_10588639_0700,242724.0
111260-02_10588639_0800,242724.0
111260-11_10588639_0700,148857.0
111260-11_10588639_0800,148857.0
123380-03_10588724_0101,1440.0
123380-03_58477178_0101,984.0
111260-01_10588840_0300,67386.228
111260-10_10588840_0400,273600.0
111990-01_10588906_0100,635.1
111990-01_10588906_0300,657.0
111990-02_10588906_0400,401.49999600000007
123580-01_10588920_0100,72000.0
134130-05_10589005_1700,5606.4
134130-05_10589006_1700,3270.396
134130-05_10589007_1700,3567.708
111240-06_10589082_0300,1800.0
123470-31_10589091_0100,385.32
100600-01_10589373_0110,576.00126
123580-01_10589380_0100,72000.0
123580-01_10589381_0100,72000.0
123580-02_10589394_0200,18000.0
124870-08_10589430_0100,2079.345
124870-08_10589430_0200,1621.236
124870-08_10589430_0300,1829.184
124870-08_10589430_0400,1950.996
111120-07_10589479_0300,28908.0
111260-01_10589790_0100,78409.464
111260-11_10589790_0400,148857.0
100680-10_10590148_0110,7.15686
123410-15_10590549_0200,88413.36
111120-07_10590685_0300,28908.0
134130-35_10590861_1500,1440.0
124270-01_10591535_0100,7516.030763999999
124270-01_10591539_0100,20015.19493
124270-01_10591540_0100,22088.31
124270-01_10591541_0100,9670.107216
124270-01_10591551_0100,20092.90322
124270-01_10591556_0100,13448.42892
124270-02_10591559_0100,2327.505
124270-01_10591561_0100,22262.65823
124270-01_10591561_0200,13569.615189999999
124270-01_10591562_0100,5454.54546
124270-01_10591568_0100,21420.0
124270-01_10591579_0100,8207.491764
124270-01_10591582_0100,23195.11304
124270-01_10591640_0300,15032.04616
111190-01_10591655_0100,25881.336
111190-01_10591655_0101,25881.336
111190-01_10591655_0103,25881.336
123580-02_10591809_0200,18000.0
111190-03_10591909_0300,14715.084
123680-12_10592242_1200,279.99999600000007
124270-01_10592450_0100,11601.702130000001
124270-01_10592454_0100,15056.72728
124270-01_10592458_0100,18807.01052
124270-01_10592459_0200,9387.362640000001
124270-01_10592460_0100,12388.31461
124270-01_10592481_0100,14983.04348
124270-01_10592486_0100,11615.73034
124270-01_10592487_0100,11943.47826
124270-02_10592492_0100,2032.335996
124270-01_10592500_0100,11760.0
124270-01_10592502_0100,6086.42526
124270-01_10592504_0100,23959.2
124270-01_10592505_0200,16963.516489999998
124270-01_10592509_0100,16386.20689
100680-10_10592922_0110,331.20344399999993
111120-07_10592956_0300,28908.0
111120-07_10592961_0300,28908.0
111500-02_10593029_0200,2096.568
135150-10_10593120_0100,174.48
135150-12_10593120_0200,167.496
135150-07_10593121_0100,823.32
151210-02_10593283_0200,32040.0
111700-11_10593589_0400,1875.996
123470-31_10593647_0400,827.4
162430-09_10593713_0100,370125.0
111400-03_10594020_4310,13560.0
124860-02_10594532_0199,2612.811
124860-02_10594532_0300,2612.811
124860-02_10594532_9001,2612.811
123590-05_10594606_0100,15972.0
123510-03_10594793_1000,34212.0
123510-03_10594793_2000,34212.0
123080-12_10594890_0300,2240.004
123080-06_10594890_0400,2240.004
123080-15_10594893_0300,3870.96774
123080-08_10594895_0200,1034.482764
123080-08_10594904_0100,1015.38462
123580-01_10595091_0100,72000.0
100600-01_10595328_0110,1440.0789119999997
100600-01_10595328_0310,1440.0789119999997
100600-01_10595328_9000,1440.0789119999997
123020-24_10595405_0800,90.89143199999998
134130-02_10595617_1300,3504.0
100680-10_10595708_0110,331.20344399999993
134130-05_10596247_1300,2559.444
135150-02_10596319_0200,798.0
100600-01_10596644_0110,1440.0789119999997
100600-01_10596644_0310,1440.0789119999997
111220-03_10596645_0300,6720.0
111220-07_10596645_0700,4764.0
111240-06_10596645_0800,7800.0
136040-15_10596700_0100,478.908
100630-10_10596747_0110,14.400011999999998
111230-06_10596825_0300,38316.96
111230-06_10596825_0400,38316.96
111220-07_10596827_0700,5400.0
111190-03_10596860_0300,33973.884
135100-21_10596994_0200,1085.004
135100-21_10596995_0200,1132.176
100680-10_10597269_0110,144.00008400000002
123550-11_10597463_1000,5888.004
123580-01_10597593_0100,72000.0
100610-70_10597636_0210,719.980272
110320-03_10597735_0300,1200.0
111190-01_10597905_0100,30322.02
111190-01_10597905_0101,30322.02
111190-01_10597905_0105,30322.02
111190-03_10597905_0300,30279.108
100470-06_10598111_0110,900.0
123520-15_10598122_0100,3603.6
111610-01_10598137_0100,375000.0
100470-08_10598140_0110,9000.0
135130-24_10598261_0400,2336.004
100660-01_10598277_0110,305.999472
100660-01_10598277_0120,305.999472
100610-70_10599005_0110,900.0030840000001
100600-01_10599350_0120,647.976924
111180-09_10599402_0100,5226.0048
111180-12_10599402_0200,3840.0047999999997
100610-10_10599454_0110,900.0030840000001
100610-10_10599454_0120,900.0030840000001
100610-10_10599454_0130,900.0030840000001
100610-10_10599454_0140,910.79226
100610-10_10599480_0110,1200.0
100610-10_10599480_0120,1200.0
100610-10_10599480_0130,1200.0
100610-10_10599480_0140,1296.049716
111400-03_10599536_4309,10680.0
123020-73_10599651_0800,1040.004
123020-84_10599651_0700,948.756
123590-04_10602857_0300,7032.0
123590-06_10602857_0200,13632.0
111230-06_10603449_0100,34973.88
111230-06_10603449_0300,34973.88
123580-02_10603473_0200,18000.0
135100-21_10603622_0800,347.196
111120-07_10603624_0300,28908.0
111230-06_10603731_0300,39288.3
111230-06_10603731_0400,39288.3
111260-01_10603731_0500,65244.0
123020-24_10603819_0700,55.95
111120-07_10603894_0300,28908.0
112020-01_10604205_0100,3704.796
110980-01_10604227_0700,224160.0
110980-01_10604227_0701,224160.0
110980-01_10604227_0703,224160.0
110980-01_10604227_0706,224160.0
110980-02_10604227_0200,49800.0
134130-35_10604281_1500,1224.0
111190-02_10604391_0200,14016.0
111190-02_10604399_0200,11169.0
111190-02_10604400_0200,13008.6
111230-06_10604591_0300,36569.88
111230-06_10604591_0400,36569.88
134130-35_10604706_1500,1001.148
111350-13_10604774_6310,13200.0
111120-07_10606472_0300,28908.0
124870-02_10606482_0300,4473.504
111610-04_10606510_0100,2750.616
123540-14_10606568_0100,9999.996
135100-21_10606657_0200,750.204
100610-10_10606743_0110,719.980272
100610-10_10606743_0120,719.980272
100610-10_10606743_0130,719.980272
100610-10_10606743_0140,719.980272
124270-01_10606744_0400,27999.993440000002
111260-02_10606772_0600,248235.876
111230-06_10606773_0500,36934.092
111230-06_10606773_0600,36934.092
111260-11_10606773_0300,148857.0
111260-11_10606773_0400,148857.0
100680-10_10606813_0110,360.00493200000005
100600-01_10606814_0110,791.971788
111190-03_10606847_0300,26873.496
123590-08_10606955_0100,6396.0
123020-03_10607264_0700,2400.0
135130-25_10607294_0400,380.868
124270-01_10607486_0200,10247.70492
135120-07_10607569_0100,981.36
135120-16_10607694_0100,455.796
134130-35_10608382_1500,1440.0
111180-08_10608407_0100,18000.0
135130-22_10608519_0400,1003.764
111120-07_10608539_0300,28908.0
134130-35_10608729_1500,637.092
112020-03_10608732_0100,4496.904
112020-03_10608733_0100,4496.904
100680-20_10609091_0110,2160.0
134130-05_10609377_1300,1962.24
134130-04_10609379_1100,1167.996
134130-05_10609381_1400,1716.96
134130-05_10609383_1300,2452.8
134130-05_10609384_1700,2308.512
134130-41_10609384_1400,2458.944
134130-02_10609448_1100,1868.796
134130-05_10609452_1300,2803.2
134130-05_10609460_1700,3270.396
134130-05_10609463_1700,2308.512
134130-41_10609463_1400,2458.944
134130-05_10609564_1300,1783.86
134130-05_10609566_1300,2452.8
134130-05_10609567_1300,1783.86
134130-05_10609568_1400,2056.236
111230-05_10609858_0200,5004.0
151210-01_10609863_0100,18000.0
151210-01_10609864_0100,14400.0
135150-02_10610449_0200,638.4
134130-35_10610466_1500,1677.6
123020-84_10610528_0700,3447.36
123520-07_10610654_0100,9000.0
123520-07_10610654_0101,9000.0
111190-01_10610736_0200,26999.064
111190-01_10610736_0201,26999.064
111190-01_10610736_0202,26999.064
111180-15_10611014_0100,18.0
124930-52_10611145_5200,33642.108
124930-52_10611145_5201,33642.108
124930-52_10611145_520B,33642.108
100450-26_10611550_1261,275.20305600000006
100650-02_10612120_0100,431.999532
124930-52_10612561_5200,38739.396
124930-52_10612561_5201,38739.396
124930-52_10612561_520B,38739.396
124930-52_10612562_5200,35185.32
134130-05_10612684_1300,5351.568
135100-08_10700091_0100,982.668
135100-21_10700091_0200,1246.2
123590-08_10700094_0100,6384.0
123590-08_10700096_0100,6432.0
134130-05_10700274_1300,1962.24
134130-35_10700485_1500,1800.0
124270-01_10700537_0200,6667.706028
134130-35_10700608_1500,741.6
123540-03_10700726_0200,855.0
100610-70_10700776_0110,1200.0
111190-01_10700941_0100,24596.784
111190-01_10700941_0101,24596.784
111190-01_10700941_0102,24596.784
111190-03_10700941_0300,26747.616
111190-03_10700941_0301,23216.244
134130-35_10700959_1500,2160.0
111150-07_10701220_0100,25000.0
123580-01_10701283_0100,72000.0
123580-01_10701302_0100,72000.0
100680-10_10701385_0110,215.99763600000003
100600-01_10701494_0110,910.79226
100600-01_10701495_0110,912.024984
134130-03_10701693_1400,1261.44
134130-05_10701694_1700,1962.24
124870-02_10701695_0100,2512.62
111180-09_10701710_0200,6360.0
110980-01_10701796_0700,136680.0
110980-01_10701796_0701,136680.0
110980-01_10701796_0702,136680.0
110980-01_10701796_0704,136680.0
110980-02_10701796_0200,31680.0
110980-01_10701797_0700,149280.0
110980-01_10701797_0701,149280.0
110980-01_10701797_0702,149280.0
110980-01_10701797_0704,149280.0
110980-02_10701797_0200,32880.0
151450-01_10701832_0100,12960.0
111640-08_10701859_0800,1190.004
100680-10_10701912_0110,179.998764
123080-12_10702082_0100,1680.0
123080-06_10702082_0200,1680.0
123530-04_10702089_0200,1672.572
111190-01_10702111_0100,24033.264
111190-01_10702111_0101,24032.664
111190-01_10702111_0102,24032.664
111190-03_10702111_0300,21789.312
135120-12_10702664_0100,3036.0
123080-09_10702798_0100,6427.397256
100660-01_10702986_0110,979.20858
100660-01_10702986_0120,979.20858
111190-02_10703004_0200,10983.0
123580-01_10703199_0100,72000.0
135150-14_10703297_0100,1402.776
151450-01_10703305_0100,12960.0
124870-02_10703380_0100,2527.524
124270-02_10703764_0100,2121.672
111230-06_10703850_0300,29285.136
111230-06_10703850_0400,29285.136
123510-05_10703866_1200,7848.0
134270-03_10703871_0100,1172.004
124870-03_10704006_0100,1558.836
124270-01_10704066_0100,19912.38857
123080-15_10704198_0400,8640.0
100610-10_10704258_0110,240.0
100620-01_10704501_0110,719.980272
124930-13_10704502_1300,5353.848
111190-01_10704522_0100,26625.66
111190-01_10704522_0101,26625.66
111190-01_10704522_0102,26625.66
100600-01_10704538_0110,597.585096
123510-03_10704620_1000,25980.0
135090-09_10704791_0100,756.0
134130-08_10704952_1300,1201.368
111480-01_10705035_0100,54000.0
111120-07_10705052_0300,28908.0
111230-06_10705173_0200,30416.628
111230-06_10705173_0300,30416.628
110980-01_10705585_0700,173400.0
110980-01_10705585_0701,173400.0
110980-01_10705585_0702,173400.0
110980-01_10705585_0703,173400.0
110980-01_10705585_0704,173400.0
111480-01_10706125_0100,33600.0
100610-70_10706176_0110,791.971788
100610-10_10706231_0110,900.0308279999999
100610-10_10706231_0120,900.0308279999999
100610-10_10706231_0130,900.0308279999999
100610-10_10706231_0140,900.0308279999999
111190-03_10706761_0300,10638.6
124270-02_10706902_0100,774.204
111500-02_10707104_0100,1982.4
123020-73_10707410_0700,2268.0
111480-01_10707437_0100,33600.0
123680-01_10707462_0100,827.496
100610-70_10707526_0220,1080.001476
123590-08_10707537_0200,6804.0
135150-07_10707853_0100,1344.756
135150-07_10707854_0300,1344.756
111260-02_10709136_0300,182068.236
111260-02_10709136_0600,182068.236
111260-01_10709148_0100,63492.432
111260-02_10709148_0300,253681.344
111240-06_10709255_0100,2820.0
124270-02_10710137_0100,701.64
123680-18_10710167_0100,446.4
123680-20_10710167_0100,423.36
111240-16_10712321_0200,1008.0
134130-31_10712493_1500,1980.0
123580-02_10712519_0200,18000.0
100600-01_10713117_0110,719.980272
111190-01_10713175_0100,42057.168
111190-01_10713175_0101,42057.168
111190-03_10713175_0300,44012.652
123580-02_10713256_0200,18000.0
111350-18_10713425_6408,9600.0
111350-18_10713425_6817,21000.0
111400-02_10713425_4230,35160.0
111230-06_10713748_0100,39406.86
111230-06_10713748_0200,39406.86
123530-01_10713766_0100,9339.264
123530-03_10713766_0300,6209.88
134130-04_10713816_1300,1167.996
123510-05_10714021_1200,3780.0
135150-12_10714067_0300,251.208
135150-12_10714069_0300,251.208
134130-05_10714352_1300,5351.568
134130-05_10714353_1300,7008.0
124270-02_10714440_0100,2116.8
123530-05_10715100_0800,30294.0
123530-05_10715100_0801,30294.0
123530-05_10715100_0802,26342.604
110980-01_10715101_0700,101280.0
134130-05_10715495_1400,5163.792
134130-05_10715496_1300,1962.24
100680-10_10715562_0110,251.99930399999997
100680-10_10716337_0110,360.00493200000005
100610-50_10716549_0110,178.048776
100610-50_10716549_0120,178.048776
100610-50_10716549_0130,178.048776
100610-50_10716549_0140,178.048776
134130-08_10716569_1300,840.96
134130-35_10716755_1500,1440.0
111350-14_10716912_6410,11400.0
111350-16_10716912_6610,11400.0
111350-17_10716912_6710,11400.0
111400-03_10716916_4310,10680.0
134130-31_10716959_1500,1980.0
