K,P,C,r_x
10294669,134130-35_10294669_1500,16290,100.0
10294669,134130-35_10294669_1500,16291,100.0
10294679,123520-02_10294679_0200,16292,100.0
10294679,123520-03_10294679_0100,16293,100.0
10294679,123550-09_10294679_1000,16294,100.0
10294679,123550-10_10294679_1100,16295,100.0
10294697,123550-03_10294697_1000,16296,100.0
10294697,123550-03_10294697_1000,16297,100.0
10294697,123550-03_10294697_1000,16298,100.0
10294697,123550-03_10294697_1100,16299,100.0
10294697,123550-03_10294697_1100,16300,100.0
10294697,123550-03_10294697_1100,16301,100.0
10294700,111190-01_10294700_0101,16302,100.0
10294700,111190-01_10294700_0101,16303,100.0
10294700,111190-01_10294700_0101,16304,100.0
10294700,111190-01_10294700_0101,16305,100.0
10294700,111190-01_10294700_0107,16306,100.0
10294700,111190-01_10294700_0107,16307,100.0
10294700,111190-01_10294700_0107,16308,100.0
10294700,111190-01_10294700_0107,16309,100.0
10294700,111190-03_10294700_0301,16310,100.0
10294700,111190-03_10294700_0301,16311,100.0
10294700,111190-03_10294700_0301,16312,100.0
10294700,111190-03_10294700_0301,16313,100.0
10294700,111190-03_10294700_0302,16314,100.0
10294700,111190-03_10294700_0302,16315,100.0
10294700,111190-03_10294700_0302,16316,100.0
10294700,111190-03_10294700_0302,16317,100.0
10294721,134130-01_10294721_1300,16318,100.0
10294721,134130-01_10294721_1300,16319,100.0
10294721,134130-01_10294721_1300,16320,100.0
10294721,134130-01_10294721_1300,16321,100.0
10294721,134130-01_10294721_1300,16322,100.0
10294721,134130-01_10294721_1300,16323,100.0
10294721,134130-01_10294721_1300,16324,100.0
10294721,134130-01_10294721_1300,16325,100.0
10295408,135150-07_10295408_0100,16326,100.0
10296230,123410-25_10296230_0300,16327,100.0
10296827,100680-10_10296827_0110,16328,100.0
10296827,100680-10_10296827_0110,16329,100.0
10296827,100680-10_10296827_0110,16330,100.0
10296835,100680-10_10296835_0110,16331,100.0
10296835,100680-10_10296835_0110,16332,100.0
10296835,100680-10_10296835_0110,16333,100.0
10296896,134130-04_10296896_1400,16334,100.0
10296896,134130-04_10296896_1400,16335,100.0
10296896,134130-04_10296896_1400,16336,100.0
10296896,134130-04_10296896_1400,16337,100.0
10296896,134130-04_10296896_1400,16338,100.0
10296896,134130-04_10296896_1400,16339,100.0
10296896,134130-04_10296896_1400,16340,100.0
10297064,123020-40_10297064_0700,16341,100.0
10297064,123020-40_10297064_0700,16342,100.0
10297064,123020-40_10297064_0700,16343,100.0
10297064,123020-40_10297064_0700,16344,100.0
10297064,123020-40_10297064_0700,16345,100.0
10297064,123020-40_10297064_0700,16346,100.0
10297064,123020-40_10297064_0700,16347,100.0
10297064,123020-40_10297064_0700,16348,100.0
10297064,123020-40_10297064_0700,16349,100.0
10297064,123020-40_10297064_0700,16350,100.0
10297226,123590-01_10297226_0104,16351,100.0
10297226,123590-01_10297226_0104,16352,100.0
10297226,123590-01_10297226_0104,16353,100.0
10297226,123590-01_10297226_0104,16354,100.0
10297226,123590-01_10297226_0106,16355,100.0
10297226,123590-01_10297226_0106,16356,100.0
10297226,123590-01_10297226_0106,16357,100.0
10297226,123590-01_10297226_0106,16358,100.0
10297226,123590-02_10297226_0201,16359,100.0
10297226,123590-02_10297226_0201,16360,100.0
10297226,123590-02_10297226_0201,16361,100.0
10297226,123590-02_10297226_0201,16362,100.0
10297343,111260-02_10297343_0500,16363,100.0
10297343,111260-02_10297343_0500,16364,100.0
10297343,111260-02_10297343_0500,16365,100.0
10297343,111260-02_10297343_0500,16366,100.0
10297343,111260-02_10297343_0500,16367,100.0
10297343,111260-02_10297343_0500,16368,100.0
10297343,111260-02_10297343_0500,16369,100.0
10297343,111260-02_10297343_0500,16370,100.0
10297343,111260-02_10297343_0500,16371,100.0
10297343,111260-02_10297343_0500,16372,100.0
10297343,111260-02_10297343_0500,16373,100.0
10297343,111260-02_10297343_0500,16374,100.0
10297343,111260-02_10297343_0500,16375,100.0
10297343,111260-02_10297343_0510,16376,100.0
10297343,111260-02_10297343_0510,16377,100.0
10297343,111260-02_10297343_0510,16378,100.0
10297343,111260-02_10297343_0510,16379,100.0
10297343,111260-02_10297343_0510,16380,100.0
10297343,111260-02_10297343_0510,16381,100.0
10297343,111260-02_10297343_0510,16382,100.0
10297343,111260-02_10297343_0510,16383,100.0
10297343,111260-02_10297343_0510,16384,100.0
10297343,111260-02_10297343_0510,16385,100.0
10297343,111260-02_10297343_0510,16386,100.0
10297343,111260-02_10297343_0510,16387,100.0
10297343,111260-02_10297343_0510,16388,100.0
10297343,111260-03_10297343_0520,16389,100.0
10297343,111260-03_10297343_0520,16390,100.0
10297343,111260-03_10297343_0520,16391,100.0
10297343,111260-03_10297343_0520,16392,100.0
10297343,111260-03_10297343_0520,16393,100.0
10297343,111260-03_10297343_0520,16394,100.0
10297343,111260-03_10297343_0520,16395,100.0
10297343,111260-03_10297343_0520,16396,100.0
10297343,111260-03_10297343_0520,16397,100.0
10297343,111260-03_10297343_0520,16398,100.0
10297343,111260-03_10297343_0520,16399,100.0
10297343,111260-03_10297343_0520,16400,100.0
10297343,111260-03_10297343_0520,16401,100.0
10297600,162500-01_10297600_0100,16402,100.0
10297600,162500-01_10297600_0100,16403,100.0
10297600,162500-01_10297600_0100,16404,100.0
10297600,162500-01_10297600_0100,16405,100.0
10297600,162500-01_10297600_0100,16406,100.0
10297600,162500-01_10297600_0100,16407,100.0
10297600,162500-01_10297600_0100,16408,100.0
10297600,162500-02_10297600_0400,16409,100.0
10297600,162500-02_10297600_0400,16410,100.0
10297600,162500-02_10297600_0400,16411,100.0
10297600,162500-02_10297600_0400,16412,100.0
10297600,162500-02_10297600_0400,16413,100.0
10297600,162500-02_10297600_0400,16414,100.0
10297600,162500-02_10297600_0400,16415,100.0
10297609,189080-01_10297609_0500,16416,100.0
10297609,189080-01_10297609_0600,16417,100.0
10297609,189080-01_10297609_0700,16418,100.0
10297609,189080-01_10297609_1000,16419,100.0
10297715,135150-02_10297715_0200,16420,100.0
10297715,135150-02_10297715_0200,16421,100.0
10297769,135150-02_10297769_0300,16422,100.0
10297769,135150-02_10297769_0300,16423,100.0
10297769,135150-02_10297769_0300,16424,100.0
10297769,135150-06_10297769_0200,16425,100.0
10297769,135150-06_10297769_0200,16426,100.0
10297769,135150-06_10297769_0200,16427,100.0
10298193,123530-04_10298193_0800,16428,100.0
10298193,123530-04_10298193_0800,16429,100.0
10298193,123530-04_10298193_0800,16430,100.0
10298193,123530-04_10298193_0801,16431,100.0
10298193,123530-04_10298193_0801,16432,100.0
10298193,123530-04_10298193_0801,16433,100.0
10298193,123530-04_10298193_0802,16434,100.0
10298193,123530-04_10298193_0802,16435,100.0
10298193,123530-04_10298193_0802,16436,100.0
10298385,123590-01_10298385_0100,16437,100.0
10298385,123590-01_10298385_0100,16438,100.0
10298385,123590-01_10298385_0100,16439,100.0
10298385,123590-01_10298385_0100,16440,100.0
10298385,123590-01_10298385_0100,16441,100.0
10298391,111190-01_10298391_0101,16442,100.0
10298391,111190-01_10298391_0101,16443,100.0
10298391,111190-01_10298391_0101,16444,100.0
10298391,111190-01_10298391_0101,16445,100.0
10298391,111190-01_10298391_0105,16446,100.0
10298391,111190-01_10298391_0105,16447,100.0
10298391,111190-01_10298391_0105,16448,100.0
10298391,111190-01_10298391_0105,16449,100.0
10298391,111190-01_10298391_0109,16450,100.0
10298391,111190-01_10298391_0109,16451,100.0
10298391,111190-01_10298391_0109,16452,100.0
10298391,111190-01_10298391_0109,16453,100.0
10298391,111190-03_10298391_0300,16454,100.0
10298391,111190-03_10298391_0300,16455,100.0
10298391,111190-03_10298391_0300,16456,100.0
10298391,111190-03_10298391_0300,16457,100.0
10298391,111190-03_10298391_0301,16458,100.0
10298391,111190-03_10298391_0301,16459,100.0
10298391,111190-03_10298391_0301,16460,100.0
10298391,111190-03_10298391_0301,16461,100.0
10298709,111560-04_10298709_0100,16462,100.0
10298709,111560-04_10298709_0100,16463,100.0
10298709,111560-04_10298709_0100,16464,100.0
10298709,111560-04_10298709_0100,16465,100.0
10298709,111560-04_10298709_0100,16466,100.0
10298709,111560-04_10298709_0100,16467,100.0
10298892,123580-01_10298892_0800,16468,100.0
10298892,123580-01_10298892_0800,16469,100.0
10298892,123580-01_10298892_0800,16470,100.0
10298900,162430-03_10298900_0100,16471,100.0
10298900,162430-03_10298900_0200,16472,100.0
10299108,111190-01_10299108_0101,16473,100.0
10299108,111190-01_10299108_0101,16474,100.0
10299108,111190-01_10299108_0101,16475,100.0
10299108,111190-01_10299108_0101,16476,100.0
10299108,111190-01_10299108_0103,16477,100.0
10299108,111190-01_10299108_0103,16478,100.0
10299108,111190-01_10299108_0103,16479,100.0
10299108,111190-01_10299108_0103,16480,100.0
10299108,111190-01_10299108_0107,16481,100.0
10299108,111190-01_10299108_0107,16482,100.0
10299108,111190-01_10299108_0107,16483,100.0
10299108,111190-01_10299108_0107,16484,100.0
10299108,111190-03_10299108_0301,16485,100.0
10299108,111190-03_10299108_0301,16486,100.0
10299108,111190-03_10299108_0301,16487,100.0
10299108,111190-03_10299108_0301,16488,100.0
10299236,100630-30_10299236_0110,16489,100.0
10299236,100630-30_10299236_0110,16490,100.0
10301997,110980-01_10301997_0700,16491,100.0
10301997,110980-01_10301997_0700,16492,100.0
10301997,110980-01_10301997_0700,16493,100.0
10301997,110980-01_10301997_0700,16494,100.0
10301997,110980-01_10301997_0701,16495,100.0
10301997,110980-01_10301997_0701,16496,100.0
10301997,110980-01_10301997_0701,16497,100.0
10301997,110980-01_10301997_0701,16498,100.0
10301997,110980-01_10301997_0703,16499,100.0
10301997,110980-01_10301997_0703,16500,100.0
10301997,110980-01_10301997_0703,16501,100.0
10301997,110980-01_10301997_0703,16502,100.0
10301997,110980-01_10301997_0704,16503,100.0
10301997,110980-01_10301997_0704,16504,100.0
10301997,110980-01_10301997_0704,16505,100.0
10301997,110980-01_10301997_0704,16506,100.0
10301997,111190-01_10301997_0100,16507,100.0
10301997,111190-01_10301997_0100,16508,100.0
10301997,111190-01_10301997_0100,16509,100.0
10301997,111190-01_10301997_0100,16510,100.0
10301997,111190-01_10301997_0101,16511,100.0
10301997,111190-01_10301997_0101,16512,100.0
10301997,111190-01_10301997_0101,16513,100.0
10301997,111190-01_10301997_0101,16514,100.0
10301997,111190-01_10301997_0102,16515,100.0
10301997,111190-01_10301997_0102,16516,100.0
10301997,111190-01_10301997_0102,16517,100.0
10301997,111190-01_10301997_0102,16518,100.0
10301997,111190-03_10301997_0300,16519,100.0
10301997,111190-03_10301997_0300,16520,100.0
10301997,111190-03_10301997_0300,16521,100.0
10301997,111190-03_10301997_0300,16522,100.0
10304443,134130-05_10304443_1300,16523,100.0
10304443,134130-05_10304443_1300,16524,100.0
10304443,134130-05_10304443_1300,16525,100.0
10304443,134130-05_10304443_1300,16526,100.0
10304443,134130-05_10304443_1300,16527,100.0
10304443,134130-05_10304443_1300,16528,100.0
10305500,123410-15_10305500_0100,16529,100.0
10305500,123410-15_10305500_0100,16530,100.0
10313319,134130-05_10313319_1300,16531,100.0
10313319,134130-05_10313319_1300,16532,100.0
10313319,134130-05_10313319_1300,16533,100.0
10313319,134130-05_10313319_1300,16534,100.0
10313319,134130-05_10313319_1300,16535,100.0
10313319,134130-05_10313319_1300,16536,100.0
10313319,134130-05_10313319_1300,16537,100.0
10313319,134130-05_10313319_1300,16538,100.0
10313319,134130-05_10313319_1300,16539,100.0
10313320,134130-05_10313320_1300,16540,100.0
10313320,134130-05_10313320_1300,16541,100.0
10313320,134130-05_10313320_1300,16542,100.0
10313320,134130-05_10313320_1300,16543,100.0
10313320,134130-05_10313320_1300,16544,100.0
10313320,134130-05_10313320_1300,16545,100.0
10313320,134130-05_10313320_1300,16546,100.0
10313320,134130-05_10313320_1300,16547,100.0
10313320,134130-05_10313320_1300,16548,100.0
10313320,134130-05_10313320_1300,16549,100.0
10313320,134130-05_10313320_1300,16550,100.0
10313500,134130-03_10313500_0400,16551,100.0
10313500,134130-03_10313500_0400,16552,100.0
10313500,134130-03_10313500_0400,16553,100.0
10313500,134130-03_10313500_0400,16554,100.0
10313500,134130-03_10313500_0400,16555,100.0
10313500,134130-03_10313500_0400,16556,100.0
10313500,134130-03_10313500_0400,16557,100.0
10313500,134130-03_10313500_0400,16558,100.0
10313500,134130-05_10313500_1300,16559,100.0
10313500,134130-05_10313500_1300,16560,100.0
10313500,134130-05_10313500_1300,16561,100.0
10313500,134130-05_10313500_1300,16562,100.0
10313500,134130-05_10313500_1300,16563,100.0
10313500,134130-05_10313500_1300,16564,100.0
10313500,134130-05_10313500_1300,16565,100.0
10313500,134130-05_10313500_1300,16566,100.0
10316502,123520-03_10316502_0100,16567,100.0
10316502,123520-03_10316502_0100,16568,100.0
10316502,123520-03_10316502_0100,16569,100.0
10316502,123520-03_10316502_0100,16570,100.0
10316502,123520-03_10316502_0100,16571,100.0
10317189,134130-02_10317189_1400,16572,100.0
10317189,134130-02_10317189_1400,16573,100.0
10317189,134130-02_10317189_1400,16574,100.0
10317189,134130-02_10317189_1400,16575,100.0
10317189,134130-02_10317189_1400,16576,100.0
10317189,134130-02_10317189_1400,16577,100.0
10317189,134130-02_10317189_1400,16578,100.0
10317189,134130-02_10317189_1400,16579,100.0
10317189,134130-02_10317189_1400,16580,100.0
10317189,134130-02_10317189_1400,16581,100.0
10317189,134130-02_10317189_1400,16582,100.0
10317189,134130-02_10317189_1400,16583,100.0
10319118,134130-05_10319118_1700,16584,100.0
10319118,134130-05_10319118_1700,16585,100.0
10319118,134130-05_10319118_1700,16586,100.0
10319118,134130-05_10319118_1700,16587,100.0
10319118,134130-05_10319118_1700,16588,100.0
10319118,134130-05_10319118_1700,16589,100.0
10319303,123410-15_10319303_0110,16590,100.0
10319303,123410-15_10319303_0110,16591,100.0
10319303,123410-15_10319303_0110,16592,100.0
10319303,123410-15_10319303_0110,16593,100.0
10319303,123410-15_10319303_0110,16594,100.0
10319303,123410-15_10319303_0110,16595,100.0
10319303,123410-15_10319303_0200,16596,100.0
10319303,123410-15_10319303_0200,16597,100.0
10319303,123410-15_10319303_0200,16598,100.0
10319303,123410-15_10319303_0200,16599,100.0
10319303,123410-15_10319303_0200,16600,100.0
10319303,123410-15_10319303_0200,16601,100.0
10319342,123410-15_10319342_0200,16602,100.0
10319342,123410-15_10319342_0200,16603,100.0
10319342,123410-15_10319342_0200,16604,100.0
10319342,123410-15_10319342_0200,16605,100.0
10319342,123410-15_10319342_0200,16606,100.0
10321778,123020-03_10321778_0700,16607,100.0
10321778,123020-03_10321778_0700,16608,100.0
10321778,123020-03_10321778_0700,16609,100.0
10323855,123410-15_10323855_0200,16610,100.0
10323855,123410-15_10323855_0200,16611,100.0
10323855,123410-15_10323855_0200,16612,100.0
10323855,123410-15_10323855_0200,16613,100.0
10326785,134130-08_10326785_1300,16614,100.0
10326785,134130-08_10326785_1300,16615,100.0
10326785,134130-08_10326785_1300,16616,100.0
10327354,134130-05_10327354_1700,16617,100.0
10327354,134130-05_10327354_1700,16618,100.0
10327354,134130-05_10327354_1700,16619,100.0
10327354,134130-05_10327354_1700,16620,100.0
10327354,134130-05_10327354_1700,16621,100.0
10327703,111190-01_10327703_0100,16622,100.0
10327703,111190-01_10327703_0100,16623,100.0
10327703,111190-01_10327703_0100,16624,100.0
10327703,111190-01_10327703_0100,16625,100.0
10327703,111190-01_10327703_0101,16626,100.0
10327703,111190-01_10327703_0101,16627,100.0
10327703,111190-01_10327703_0101,16628,100.0
10327703,111190-01_10327703_0101,16629,100.0
10327703,111190-01_10327703_0105,16630,100.0
10327703,111190-01_10327703_0105,16631,100.0
10327703,111190-01_10327703_0105,16632,100.0
10327703,111190-01_10327703_0105,16633,100.0
10327703,111190-03_10327703_0300,16634,100.0
10327703,111190-03_10327703_0300,16635,100.0
10327703,111190-03_10327703_0300,16636,100.0
10327703,111190-03_10327703_0300,16637,100.0
10327703,111190-03_10327703_0302,16638,100.0
10327703,111190-03_10327703_0302,16639,100.0
10327703,111190-03_10327703_0302,16640,100.0
10327703,111190-03_10327703_0302,16641,100.0
10400032,123530-05_10400032_0800,16642,100.0
10400032,123530-05_10400032_0800,16643,100.0
10401366,111390-03_10401366_0301,16644,100.0
10401366,111390-03_10401366_0301,16645,100.0
10401366,111420-01_10401366_0101,16646,100.0
10401366,111420-01_10401366_0101,16647,100.0
10401366,111420-01_10401366_0101,16648,100.0
10401366,111420-01_10401366_0101,16649,100.0
10401366,111420-01_10401366_0101,16650,100.0
10401366,111420-01_10401366_0101,16651,100.0
10401366,111420-01_10401366_0101,16652,100.0
10401520,123020-84_10401520_0700,16653,100.0
10401520,123020-84_10401520_0700,16654,100.0
10401520,123020-84_10401520_0700,16655,100.0
10401520,123020-84_10401520_0700,16656,100.0
10401520,123020-84_10401520_0700,16657,100.0
10402079,135090-15_10402079_0200,16658,100.0
10402079,135090-15_10402079_0200,16659,100.0
10402079,135090-15_10402079_0200,16660,100.0
10402079,135090-15_10402079_0200,16661,100.0
10402079,135090-15_10402079_0200,16662,100.0
10402079,135090-15_10402079_0200,16663,100.0
10402079,135090-15_10402079_0200,16664,100.0
10402079,135090-15_10402079_0200,16665,100.0
10402079,135090-15_10402079_0200,16666,100.0
10411781,123680-12_10411781_0100,16667,100.0
10411781,123680-12_10411781_0100,16668,100.0
10411781,123680-12_10411781_0100,16669,100.0
10411781,123680-12_10411781_0100,16670,100.0
10411781,123680-20_10411781_2100,16671,100.0
10411781,123680-20_10411781_2100,16672,100.0
10411781,123680-20_10411781_2100,16673,100.0
10412384,123530-01_10412384_0100,16674,100.0
10412384,123530-01_10412384_0100,16675,100.0
10412384,123530-01_10412384_0100,16676,100.0
10490746,135130-22_10490746_0400,16677,100.0
10500138,134130-02_10500138_1400,16678,100.0
10500138,134130-02_10500138_1400,16679,100.0
10500138,134130-02_10500138_1400,16680,100.0
10500138,134130-02_10500138_1400,16681,100.0
10500742,111190-01_10500742_0101,16682,100.0
10500742,111190-01_10500742_0101,16683,100.0
10500742,111190-01_10500742_0101,16684,100.0
10500742,111190-01_10500742_0101,16685,100.0
10500742,111190-01_10500742_0101,16686,100.0
10500742,111190-01_10500742_0102,16687,100.0
10500742,111190-01_10500742_0102,16688,100.0
10500742,111190-01_10500742_0102,16689,100.0
10500742,111190-01_10500742_0102,16690,100.0
10500742,111190-01_10500742_0102,16691,100.0
10500742,111190-01_10500742_0105,16692,100.0
10500742,111190-01_10500742_0105,16693,100.0
10500742,111190-01_10500742_0105,16694,100.0
10500742,111190-01_10500742_0105,16695,100.0
10500742,111190-01_10500742_0105,16696,100.0
10500845,111240-06_10500845_0100,16697,100.0
10500845,111240-06_10500845_0100,16698,100.0
10500845,111240-06_10500845_0100,16699,100.0
10500845,111240-06_10500845_0100,16700,100.0
10500845,111240-16_10500845_0200,16701,100.0
10500845,111240-16_10500845_0200,16702,100.0
10500845,111240-16_10500845_0200,16703,100.0
10500845,111240-16_10500845_0200,16704,100.0
10501083,111260-40_10501083_0100,16705,100.0
10501842,135130-02_10501842_0100,16706,100.0
10501842,135130-02_10501842_0100,16707,100.0
10502480,134130-01_10502480_1500,16708,100.0
10502480,134130-01_10502480_1500,16709,100.0
10502480,134130-01_10502480_1500,16710,100.0
10502480,134130-01_10502480_1500,16711,100.0
10502480,134130-01_10502480_1500,16712,100.0
10502480,134130-01_10502480_1500,16713,100.0
10502480,134130-01_10502480_1500,16714,100.0
10502480,134130-01_10502480_1500,16715,100.0
10502480,134130-01_10502480_1500,16716,100.0
10502480,134130-01_10502480_1500,16717,100.0
10502480,134130-01_10502480_1500,16718,100.0
10502480,134130-01_10502480_1500,16719,100.0
10502480,134130-01_10502480_1500,16720,100.0
10502480,134130-01_10502480_1600,16721,100.0
10502480,134130-01_10502480_1600,16722,100.0
10502480,134130-01_10502480_1600,16723,100.0
10502480,134130-01_10502480_1600,16724,100.0
10502480,134130-01_10502480_1600,16725,100.0
10502480,134130-01_10502480_1600,16726,100.0
10502480,134130-01_10502480_1600,16727,100.0
10502817,135150-06_10502817_0200,16728,100.0
10502817,135150-06_10502817_0200,16729,100.0
10502817,135150-06_10502817_0200,16730,100.0
10502817,135150-06_10502817_0200,16731,100.0
10502834,111990-01_10502834_0100,16732,100.0
10502834,111990-01_10502834_0100,16733,100.0
10502834,111990-01_10502834_0100,16734,100.0
10502834,111990-01_10502834_0100,16735,100.0
10502834,111990-01_10502834_0100,16736,100.0
10502834,111990-01_10502834_0100,16737,100.0
10502834,111990-01_10502834_0100,16738,100.0
10502834,111990-01_10502834_0100,16739,100.0
10502834,111990-01_10502834_0100,16740,100.0
10502834,111990-01_10502834_0200,16741,100.0
10502834,111990-01_10502834_0200,16742,100.0
10502834,111990-01_10502834_0200,16743,100.0
10502834,111990-01_10502834_0200,16744,100.0
10502834,111990-01_10502834_0200,16745,100.0
10502834,111990-01_10502834_0200,16746,100.0
10502834,111990-01_10502834_0200,16747,100.0
10502834,111990-01_10502834_0200,16748,100.0
10502834,111990-01_10502834_0200,16749,100.0
10502836,111990-01_10502836_0100,16750,100.0
10502836,111990-01_10502836_0100,16751,100.0
10502836,111990-01_10502836_0100,16752,100.0
10502836,111990-01_10502836_0100,16753,100.0
10502836,111990-01_10502836_0100,16754,100.0
10502836,111990-01_10502836_0100,16755,100.0
10502836,111990-01_10502836_0100,16756,100.0
10502836,111990-01_10502836_0100,16757,100.0
10502836,111990-01_10502836_0100,16758,100.0
10502836,111990-01_10502836_0200,16759,100.0
10502836,111990-01_10502836_0200,16760,100.0
10502836,111990-01_10502836_0200,16761,100.0
10502836,111990-01_10502836_0200,16762,100.0
10502836,111990-01_10502836_0200,16763,100.0
10502836,111990-01_10502836_0200,16764,100.0
10502836,111990-01_10502836_0200,16765,100.0
10502836,111990-01_10502836_0200,16766,100.0
10502836,111990-01_10502836_0200,16767,100.0
10503069,124930-05_10503069_0502,16768,100.0
10503069,124930-05_10503069_0502,16769,100.0
10503069,124930-05_10503069_0502,16770,100.0
10503069,124930-05_10503069_0502,16771,100.0
10503069,124930-05_10503069_0502,16772,100.0
10503069,124930-05_10503069_0502,16773,100.0
10503069,124930-05_10503069_0502,16774,100.0
10503069,124930-05_10503069_0502,16775,100.0
10503079,123520-02_10503079_0300,16776,100.0
10503079,123520-02_10503079_0300,16777,100.0
10503079,123520-02_10503079_0300,16778,100.0
10503264,111180-09_10503264_0201,16779,100.0
10503264,111180-09_10503264_0201,16780,100.0
10503264,111180-09_10503264_0201,16781,100.0
10503264,111180-09_10503264_0202,16782,100.0
10503264,111180-09_10503264_0202,16783,100.0
10503264,111180-09_10503264_0202,16784,100.0
10503804,123680-01_10503804_0100,16785,100.0
10503804,123680-01_10503804_0100,16786,100.0
10503804,123680-01_10503804_0100,16787,100.0
10503804,123680-01_10503804_0100,16788,100.0
10503804,123680-01_10503804_0100,16789,100.0
10503804,123680-01_10503804_0100,16790,100.0
10503804,123680-01_10503804_0100,16791,100.0
10503804,123680-01_10503804_0100,16792,100.0
10504249,135120-08_10504249_0200,16793,100.0
10504462,111480-01_10504462_0300,16794,100.0
10504462,111480-01_10504462_0300,16795,100.0
10504462,111480-01_10504462_0300,16796,100.0
10504462,111480-01_10504462_0300,16797,100.0
10504462,111480-01_10504462_0300,16798,100.0
10504462,111480-01_10504462_0300,16799,100.0
10504462,111480-01_10504462_0300,16800,100.0
10504699,110980-01_10504699_0701,16801,100.0
10504699,110980-01_10504699_0701,16802,100.0
10504699,110980-01_10504699_0701,16803,100.0
10504699,110980-01_10504699_0701,16804,100.0
10504699,110980-01_10504699_0702,16805,100.0
10504699,110980-01_10504699_0702,16806,100.0
10504699,110980-01_10504699_0702,16807,100.0
10504699,110980-01_10504699_0702,16808,100.0
10504699,110980-01_10504699_0703,16809,100.0
10504699,110980-01_10504699_0703,16810,100.0
10504699,110980-01_10504699_0703,16811,100.0
10504699,110980-01_10504699_0703,16812,100.0
10504699,111180-09_10504699_0500,16813,100.0
10504699,111180-09_10504699_0500,16814,100.0
10504699,111180-09_10504699_0500,16815,100.0
10504699,111180-09_10504699_0500,16816,100.0
10504699,111190-01_10504699_0102,16817,100.0
10504699,111190-01_10504699_0102,16818,100.0
10504699,111190-01_10504699_0102,16819,100.0
10504699,111190-01_10504699_0102,16820,100.0
10504699,111190-03_10504699_0300,16821,100.0
10504699,111190-03_10504699_0300,16822,100.0
10504699,111190-03_10504699_0300,16823,100.0
10504699,111190-03_10504699_0300,16824,100.0
10505034,123510-05_10505034_1500,16825,100.0
10505034,123510-05_10505034_1500,16826,100.0
10505034,123510-05_10505034_1500,16827,100.0
10505034,123510-05_10505034_1500,16828,100.0
10505034,123510-05_10505034_1500,16829,100.0
10505034,123510-05_10505034_1500,16830,100.0
10505034,123510-05_10505034_1500,16831,100.0
10505034,123510-05_10505034_1500,16832,100.0
10505301,111480-01_10505301_0200,16833,100.0
10505301,111480-01_10505301_0200,16834,100.0
10505776,110980-01_10505776_0700,16835,100.0
10505776,110980-01_10505776_0700,16836,100.0
10505776,110980-01_10505776_0700,16837,100.0
10505776,110980-01_10505776_0700,16838,100.0
10505776,110980-01_10505776_0701,16839,100.0
10505776,110980-01_10505776_0701,16840,100.0
10505776,110980-01_10505776_0701,16841,100.0
10505776,110980-01_10505776_0701,16842,100.0
10505776,110980-01_10505776_0703,16843,100.0
10505776,110980-01_10505776_0703,16844,100.0
10505776,110980-01_10505776_0703,16845,100.0
10505776,110980-01_10505776_0703,16846,100.0
10505776,110980-01_10505776_0704,16847,100.0
10505776,110980-01_10505776_0704,16848,100.0
10505776,110980-01_10505776_0704,16849,100.0
10505776,110980-01_10505776_0704,16850,100.0
10505776,110980-02_10505776_0200,16851,100.0
10505776,110980-02_10505776_0200,16852,100.0
10505776,110980-02_10505776_0200,16853,100.0
10505776,110980-02_10505776_0200,16854,100.0
10506605,110980-02_10506605_0200,16855,100.0
10506605,110980-02_10506605_0200,16856,100.0
10506605,110980-02_10506605_0200,16857,100.0
10506605,110980-02_10506605_0200,16858,100.0
10506605,110980-02_10506605_0200,16859,100.0
10506832,135150-02_10506832_0400,16860,100.0
10506832,135150-02_10506832_0400,16861,100.0
10506832,135150-02_10506832_0400,16862,100.0
10506832,135150-06_10506832_0300,16863,100.0
10506832,135150-06_10506832_0300,16864,100.0
10506832,135150-06_10506832_0300,16865,100.0
10506855,111240-21_10506855_0300,16866,100.0
10506855,111240-21_10506855_0300,16867,100.0
10506855,111240-21_10506855_0300,16868,100.0
10506855,111240-21_10506855_0300,16869,100.0
10506855,111240-21_10506855_0300,16870,100.0
10506875,123510-03_10506875_1000,16871,100.0
10506875,123510-03_10506875_1000,16872,100.0
10506875,123510-03_10506875_1000,16873,100.0
10506875,123510-03_10506875_1000,16874,100.0
10506875,123510-03_10506875_1000,16875,100.0
10506875,123510-03_10506875_1000,16876,100.0
10506875,123510-03_10506875_1000,16877,100.0
10506875,123510-03_10506875_1000,16878,100.0
10506875,123510-03_10506875_1000,16879,100.0
10506910,110980-01_10506910_0700,16880,100.0
10506910,110980-01_10506910_0700,16881,100.0
10506910,110980-01_10506910_0700,16882,100.0
10506910,110980-01_10506910_0700,16883,100.0
10506910,110980-01_10506910_0701,16884,100.0
10506910,110980-01_10506910_0701,16885,100.0
10506910,110980-01_10506910_0701,16886,100.0
10506910,110980-01_10506910_0701,16887,100.0
10506910,110980-01_10506910_0703,16888,100.0
10506910,110980-01_10506910_0703,16889,100.0
10506910,110980-01_10506910_0703,16890,100.0
10506910,110980-01_10506910_0703,16891,100.0
10506910,110980-01_10506910_0706,16892,100.0
10506910,110980-01_10506910_0706,16893,100.0
10506910,110980-01_10506910_0706,16894,100.0
10506910,110980-01_10506910_0706,16895,100.0
10506910,110980-02_10506910_0200,16896,100.0
10506910,110980-02_10506910_0200,16897,100.0
