K,P,C,r_x
10000757,110980-02_10000757_0202,215,100.0
10000758,110980-01_10000758_0700,216,100.0
10000758,110980-01_10000758_0700,217,100.0
10000758,110980-01_10000758_0700,218,100.0
10000758,110980-01_10000758_0700,219,100.0
10000758,110980-01_10000758_0700,220,100.0
10000758,110980-01_10000758_0701,221,100.0
10000758,110980-01_10000758_0701,222,100.0
10000758,110980-01_10000758_0701,223,100.0
10000758,110980-01_10000758_0701,224,100.0
10000758,110980-01_10000758_0701,225,100.0
10000758,110980-01_10000758_0703,226,100.0
10000758,110980-01_10000758_0703,227,100.0
10000758,110980-01_10000758_0703,228,100.0
10000758,110980-01_10000758_0703,229,100.0
10000758,110980-01_10000758_0703,230,100.0
10000758,110980-01_10000758_0705,231,100.0
10000758,110980-01_10000758_0705,232,100.0
10000758,110980-01_10000758_0705,233,100.0
10000758,110980-01_10000758_0705,234,100.0
10000758,110980-01_10000758_0705,235,100.0
10000758,110980-02_10000758_0200,236,100.0
10000758,110980-02_10000758_0200,237,100.0
10000758,110980-02_10000758_0200,238,100.0
10000758,110980-02_10000758_0200,239,100.0
10000758,110980-02_10000758_0200,240,100.0
10000758,110980-02_10000758_0201,241,100.0
10000758,110980-02_10000758_0201,242,100.0
10000758,110980-02_10000758_0201,243,100.0
10000758,110980-02_10000758_0201,244,100.0
10000758,110980-02_10000758_0201,245,100.0
10000758,110980-02_10000758_0202,246,100.0
10000758,110980-02_10000758_0202,247,100.0
10000758,110980-02_10000758_0202,248,100.0
10000758,110980-02_10000758_0202,249,100.0
10000758,110980-02_10000758_0202,250,100.0
10000761,110980-01_10000761_0700,251,100.0
10000761,110980-01_10000761_0700,252,100.0
10000761,110980-01_10000761_0700,253,100.0
10000761,110980-01_10000761_0700,254,100.0
10000761,110980-01_10000761_0700,255,100.0
10000761,110980-01_10000761_0701,256,100.0
10000761,110980-01_10000761_0701,257,100.0
10000761,110980-01_10000761_0701,258,100.0
10000761,110980-01_10000761_0701,259,100.0
10000761,110980-01_10000761_0701,260,100.0
10000761,110980-01_10000761_0703,261,100.0
10000761,110980-01_10000761_0703,262,100.0
10000761,110980-01_10000761_0703,263,100.0
10000761,110980-01_10000761_0703,264,100.0
10000761,110980-01_10000761_0703,265,100.0
10000761,110980-01_10000761_0704,266,100.0
10000761,110980-01_10000761_0704,267,100.0
10000761,110980-01_10000761_0704,268,100.0
10000761,110980-01_10000761_0704,269,100.0
10000761,110980-01_10000761_0704,270,100.0
10000762,110980-01_10000762_0700,271,100.0
10000762,110980-01_10000762_0700,272,100.0
10000762,110980-01_10000762_0700,273,100.0
10000762,110980-01_10000762_0700,274,100.0
10000762,110980-01_10000762_0701,275,100.0
10000762,110980-01_10000762_0701,276,100.0
10000762,110980-01_10000762_0701,277,100.0
10000762,110980-01_10000762_0701,278,100.0
10000762,110980-01_10000762_0702,279,100.0
10000762,110980-01_10000762_0702,280,100.0
10000762,110980-01_10000762_0702,281,100.0
10000762,110980-01_10000762_0702,282,100.0
10000762,110980-01_10000762_0704,283,100.0
10000762,110980-01_10000762_0704,284,100.0
10000762,110980-01_10000762_0704,285,100.0
10000762,110980-01_10000762_0704,286,100.0
10000768,123510-05_10000768_1000,287,100.0
10000768,123510-05_10000768_1000,288,100.0
10000781,123510-02_10000781_1000,289,100.0
10000781,123510-02_10000781_1000,290,100.0
10000781,123510-02_10000781_1000,291,100.0
10000781,123510-02_10000781_1000,292,100.0
10000786,124930-17_10000786_1700,293,100.0
10000786,124930-17_10000786_1700,294,100.0
10000786,124930-17_10000786_1700,295,100.0
10000786,124930-17_10000786_1700,296,100.0
10000786,124930-17_10000786_1700,297,100.0
10000786,124930-17_10000786_1700,298,100.0
10000786,124930-17_10000786_1700,299,100.0
10000786,124930-17_10000786_1700,300,100.0
10000786,124930-17_10000786_1701,301,100.0
10000786,124930-17_10000786_1701,302,100.0
10000786,124930-17_10000786_1701,303,100.0
10000786,124930-17_10000786_1701,304,100.0
10000786,124930-17_10000786_1701,305,100.0
10000786,124930-17_10000786_1701,306,100.0
10000786,124930-17_10000786_1710,307,100.0
10000786,124930-17_10000786_1710,308,100.0
10000786,124930-17_10000786_1710,309,100.0
10000786,124930-17_10000786_1710,310,100.0
10000786,124930-17_10000786_1710,311,100.0
10000786,124930-17_10000786_1710,312,100.0
10000786,124930-17_10000786_1710,313,100.0
10000786,124930-17_10000786_1710,314,100.0
10000786,124930-70_10000786_7000,315,100.0
10000786,124930-70_10000786_7000,316,100.0
10000786,124930-70_10000786_7000,317,100.0
10000786,124930-70_10000786_7000,318,100.0
10000786,124930-70_10000786_7000,319,100.0
10000786,124930-70_10000786_7000,320,100.0
10000811,124930-05_10000811_0500,321,100.0
10000811,124930-05_10000811_0500,322,100.0
10000811,124930-05_10000811_0500,323,100.0
10000811,124930-05_10000811_0500,324,100.0
10000811,124930-05_10000811_0500,325,100.0
10000811,124930-05_10000811_0500,326,100.0
10000811,124930-05_10000811_0500,327,100.0
10000836,111180-09_10000836_0300,328,100.0
10000836,111180-09_10000836_0300,329,100.0
10000839,123530-01_10000839_0500,330,100.0
10000839,123530-01_10000839_0500,331,100.0
10000839,123530-01_10000839_0501,332,100.0
10000839,123530-01_10000839_0501,333,100.0
10000879,135120-15_10000879_0200,334,100.0
10000879,135120-15_10000879_0200,335,100.0
10000882,135120-07_10000882_0200,336,100.0
10000902,151550-05_10000902_0300,337,100.0
10000902,151550-05_10000902_0300,338,100.0
10000902,151550-05_10000902_0300,339,100.0
10000902,151550-05_10000902_0300,340,100.0
10000902,151550-05_10000902_0300,341,100.0
10000902,151550-05_10000902_0300,342,100.0
10000902,151550-05_10000902_0300,343,100.0
10000960,123540-08_10000960_0200,344,100.0
10000960,123540-08_10000960_0200,345,100.0
10000960,123540-10_10000960_0100,346,100.0
10000987,110980-01_10000987_0700,347,100.0
10000987,110980-01_10000987_0700,348,100.0
10000987,110980-01_10000987_0700,349,100.0
10000987,110980-01_10000987_0700,350,100.0
10000987,110980-01_10000987_0701,351,100.0
10000987,110980-01_10000987_0701,352,100.0
10000987,110980-01_10000987_0701,353,100.0
10000987,110980-01_10000987_0701,354,100.0
10000987,110980-01_10000987_0702,355,100.0
10000987,110980-01_10000987_0702,356,100.0
10000987,110980-01_10000987_0702,357,100.0
10000987,110980-01_10000987_0702,358,100.0
10000987,110980-01_10000987_0706,359,100.0
10000987,110980-01_10000987_0706,360,100.0
10000987,110980-01_10000987_0706,361,100.0
10000987,110980-01_10000987_0706,362,100.0
10000987,111190-01_10000987_0100,363,100.0
10000987,111190-01_10000987_0100,364,100.0
10000987,111190-01_10000987_0100,365,100.0
10000987,111190-01_10000987_0100,366,100.0
10000987,111190-01_10000987_0101,367,100.0
10000987,111190-01_10000987_0101,368,100.0
10000987,111190-01_10000987_0101,369,100.0
10000987,111190-01_10000987_0101,370,100.0
10000987,111190-01_10000987_0102,371,100.0
10000987,111190-01_10000987_0102,372,100.0
10000987,111190-01_10000987_0102,373,100.0
10000987,111190-01_10000987_0102,374,100.0
10000987,111190-03_10000987_0300,375,100.0
10000987,111190-03_10000987_0300,376,100.0
10000987,111190-03_10000987_0300,377,100.0
10000987,111190-03_10000987_0300,378,100.0
10001063,123470-20_10001063_0300,379,100.0
10001063,123470-20_10001063_0300,380,100.0
10001063,123470-20_10001063_0300,381,100.0
10001063,123470-20_10001063_0300,382,100.0
10001063,123470-20_10001063_0300,383,100.0
10001063,123470-20_10001063_0300,384,100.0
10001063,123470-20_10001063_0300,385,100.0
10001063,123470-20_10001063_0300,386,100.0
10001063,123470-20_10001063_0300,387,100.0
10001063,123470-20_10001063_0300,388,100.0
10001063,123470-20_10001063_0300,389,100.0
10001063,123470-20_10001063_0300,390,100.0
10001063,123470-20_10001063_0300,391,100.0
10001063,123470-20_10001063_0300,392,100.0
10001063,123470-20_10001063_0300,393,100.0
10001063,123470-20_10001063_0300,394,100.0
10001063,123470-20_10001063_0300,395,100.0
10001063,123470-20_10001063_0300,396,100.0
10001063,123470-20_10001063_0300,397,100.0
10001063,123470-20_10001063_0300,398,100.0
10001066,123530-05_10001066_0800,399,100.0
10001066,123530-05_10001066_0800,400,100.0
10001066,123530-05_10001066_0800,401,100.0
10001066,123530-05_10001066_0800,402,100.0
10001095,111130-10_10001095_0100,403,100.0
10001109,111260-02_10001109_0500,404,100.0
10001109,111260-02_10001109_0500,405,100.0
10001109,111260-02_10001109_0500,406,100.0
10001109,111260-02_10001109_0500,407,100.0
10001109,111260-02_10001109_0500,408,100.0
10001109,111260-02_10001109_0500,409,100.0
10001109,111260-02_10001109_0500,410,100.0
10001109,111260-02_10001109_0500,411,100.0
10001109,111260-02_10001109_0500,412,100.0
10001109,111260-02_10001109_0500,413,100.0
10001109,111260-02_10001109_0500,414,100.0
10001109,111260-02_10001109_0500,415,100.0
10001109,111260-02_10001109_0500,416,100.0
10001109,111260-02_10001109_0500,417,100.0
10001109,111260-02_10001109_0520,418,100.0
10001109,111260-02_10001109_0520,419,100.0
10001109,111260-02_10001109_0520,420,100.0
10001109,111260-02_10001109_0520,421,100.0
10001109,111260-02_10001109_0520,422,100.0
10001109,111260-02_10001109_0520,423,100.0
10001109,111260-02_10001109_0520,424,100.0
10001109,111260-02_10001109_0520,425,100.0
10001109,111260-02_10001109_0520,426,100.0
10001109,111260-02_10001109_0520,427,100.0
10001109,111260-02_10001109_0520,428,100.0
10001109,111260-02_10001109_0520,429,100.0
10001109,111260-02_10001109_0520,430,100.0
10001109,111260-02_10001109_0520,431,100.0
10001109,111260-03_10001109_0510,432,100.0
10001109,111260-03_10001109_0510,433,100.0
10001109,111260-03_10001109_0510,434,100.0
10001109,111260-03_10001109_0510,435,100.0
10001109,111260-03_10001109_0510,436,100.0
10001109,111260-03_10001109_0510,437,100.0
10001109,111260-03_10001109_0510,438,100.0
10001109,111260-03_10001109_0510,439,100.0
10001109,111260-03_10001109_0510,440,100.0
10001109,111260-03_10001109_0510,441,100.0
10001109,111260-03_10001109_0510,442,100.0
10001109,111260-03_10001109_0510,443,100.0
10001109,111260-03_10001109_0510,444,100.0
10001109,111260-03_10001109_0510,445,100.0
10001181,140500-01_10001181_0500,446,100.0
10001181,140500-01_10001181_0500,447,100.0
10001181,140500-01_10001181_0500,448,100.0
10001181,140500-01_10001181_0500,449,100.0
10001181,140500-01_10001181_0500,450,100.0
10001181,140500-01_10001181_0500,451,100.0
10001181,140500-01_10001181_0500,452,100.0
10001181,140500-01_10001181_0500,453,100.0
10001181,140500-01_10001181_0500,454,100.0
10001181,140500-01_10001181_0500,455,100.0
10001181,140500-01_10001181_0500,456,100.0
10001181,140500-01_10001181_0500,457,100.0
10001181,140500-01_10001181_0500,458,100.0
10001181,140500-01_10001181_0500,459,100.0
10001181,140500-01_10001181_0500,460,100.0
10001181,140500-01_10001181_0500,461,100.0
10001181,140500-01_10001181_0500,462,100.0
10001247,123080-12_10001247_0700,463,100.0
10001247,123080-06_10001247_1000,464,100.0
10001294,123530-05_10001294_0800,465,100.0
10001294,123530-05_10001294_0800,466,100.0
10001294,123530-05_10001294_0800,467,100.0
10001294,123530-05_10001294_0800,468,100.0
10001294,123530-05_10001294_0800,469,100.0
10001294,123530-05_10001294_0801,470,100.0
10001294,123530-05_10001294_0801,471,100.0
10001294,123530-05_10001294_0801,472,100.0
10001294,123530-05_10001294_0801,473,100.0
10001294,123530-05_10001294_0801,474,100.0
10001294,123530-05_10001294_0802,475,100.0
10001294,123530-05_10001294_0802,476,100.0
10001294,123530-05_10001294_0802,477,100.0
10001294,123530-05_10001294_0802,478,100.0
10001294,123530-05_10001294_0802,479,100.0
10001296,110980-01_10001296_0700,480,100.0
10001296,110980-01_10001296_0700,481,100.0
10001296,110980-01_10001296_0700,482,100.0
10001296,110980-01_10001296_0700,483,100.0
10001296,110980-01_10001296_0701,484,100.0
10001296,110980-01_10001296_0701,485,100.0
10001296,110980-01_10001296_0701,486,100.0
10001296,110980-01_10001296_0701,487,100.0
10001296,110980-01_10001296_0703,488,100.0
10001296,110980-01_10001296_0703,489,100.0
10001296,110980-01_10001296_0703,490,100.0
10001296,110980-01_10001296_0703,491,100.0
10001296,110980-01_10001296_0705,492,100.0
10001296,110980-01_10001296_0705,493,100.0
10001296,110980-01_10001296_0705,494,100.0
10001296,110980-01_10001296_0705,495,100.0
10001308,123530-05_10001308_0800,496,100.0
10001308,123530-05_10001308_0800,497,100.0
10001308,123530-05_10001308_0800,498,100.0
10001308,123530-05_10001308_0800,499,100.0
10001308,123530-05_10001308_0800,500,100.0
10001333,100610-10_10001333_0110,501,100.0
10001333,100610-10_10001333_0110,502,100.0
10001333,100610-10_10001333_0110,503,100.0
10001335,100610-70_10001335_0210,504,100.0
10001339,111420-11_10001339_0100,505,100.0
10001339,111420-11_10001339_0100,506,100.0
10001339,111420-11_10001339_0100,507,100.0
10001339,111420-11_10001339_0100,508,100.0
10001339,111420-11_10001339_0100,509,100.0
10001339,111420-11_10001339_0100,510,100.0
10001339,111420-11_10001339_0100,511,100.0
10001339,111420-11_10001339_0100,512,100.0
10001339,111420-11_10001339_0100,513,100.0
10001339,111420-11_10001339_0100,514,100.0
10001339,111420-11_10001339_0100,515,100.0
10001341,111600-06_10001341_0500,516,100.0
10001344,111420-12_10001344_0100,517,100.0
10001344,111420-12_10001344_0100,518,100.0
10001344,111420-12_10001344_0100,519,100.0
10001344,111420-12_10001344_0100,520,100.0
10001344,111420-12_10001344_0100,521,100.0
10001364,111190-02_10001364_0100,522,100.0
10001388,123090-12_10001388_0800,523,100.0
10001388,123090-12_10001388_0800,524,100.0
10001388,123090-12_10001388_0800,525,100.0
10001388,123090-12_10001388_0800,526,100.0
10001443,111220-05_10001443_0500,527,100.0
10001443,111220-05_10001443_0500,528,100.0
10001443,111220-05_10001443_0500,529,100.0
10001443,111220-05_10001443_0500,530,100.0
10001443,111220-05_10001443_0500,531,100.0
10001463,124930-13_10001463_130A,532,100.0
10001463,124930-13_10001463_130A,533,100.0
10001463,124930-13_10001463_130A,534,100.0
10001463,124930-13_10001463_130A,535,100.0
10001463,124930-13_10001463_130A,536,100.0
10001463,124930-13_10001463_130A,537,100.0
10001463,124930-13_10001463_130A,538,100.0
10001463,124930-13_10001463_130A,539,100.0
10001463,124930-13_10001463_130B,540,100.0
10001463,124930-13_10001463_130B,541,100.0
10001463,124930-13_10001463_130B,542,100.0
10001463,124930-13_10001463_130B,543,100.0
10001463,124930-13_10001463_130B,544,100.0
10001463,124930-13_10001463_130B,545,100.0
10001463,124930-13_10001463_130B,546,100.0
10001463,124930-13_10001463_130B,547,100.0
10001463,124930-13_10001463_130C,548,100.0
10001463,124930-13_10001463_130C,549,100.0
10001463,124930-13_10001463_130C,550,100.0
10001463,124930-13_10001463_130C,551,100.0
10001463,124930-13_10001463_130C,552,100.0
10001463,124930-13_10001463_130C,553,100.0
10001463,124930-13_10001463_130C,554,100.0
10001463,124930-13_10001463_130C,555,100.0
10001463,124930-13_10001463_131A,556,100.0
10001463,124930-13_10001463_131A,557,100.0
10001463,124930-13_10001463_131A,558,100.0
10001463,124930-13_10001463_131A,559,100.0
10001463,124930-13_10001463_131A,560,100.0
10001463,124930-13_10001463_131A,561,100.0
10001463,124930-13_10001463_131A,562,100.0
10001463,124930-13_10001463_131A,563,100.0
10001463,124930-13_10001463_131B,564,100.0
10001463,124930-13_10001463_131B,565,100.0
10001463,124930-13_10001463_131B,566,100.0
10001463,124930-13_10001463_131B,567,100.0
10001463,124930-13_10001463_131B,568,100.0
10001463,124930-13_10001463_131B,569,100.0
10001463,124930-13_10001463_131B,570,100.0
10001463,124930-13_10001463_131B,571,100.0
10001463,124930-13_10001463_131C,572,100.0
10001463,124930-13_10001463_131C,573,100.0
10001463,124930-13_10001463_131C,574,100.0
10001463,124930-13_10001463_131C,575,100.0
10001463,124930-13_10001463_131C,576,100.0
10001463,124930-13_10001463_131C,577,100.0
10001463,124930-13_10001463_131C,578,100.0
10001463,124930-13_10001463_131C,579,100.0
10001467,124930-17_10001467_1700,580,100.0
10001467,124930-17_10001467_1700,581,100.0
10001467,124930-17_10001467_1700,582,100.0
10001467,124930-17_10001467_1700,583,100.0
10001467,124930-17_10001467_1700,584,100.0
10001467,124930-17_10001467_1700,585,100.0
10001467,124930-17_10001467_1700,586,100.0
10001467,124930-17_10001467_1700,587,100.0
10001470,124930-17_10001470_170A,588,100.0
10001470,124930-17_10001470_170A,589,100.0
10001470,124930-17_10001470_170A,590,100.0
10001470,124930-17_10001470_170A,591,100.0
10001470,124930-17_10001470_170A,592,100.0
10001470,124930-17_10001470_170A,593,100.0
10001470,124930-17_10001470_170A,594,100.0
10001470,124930-17_10001470_170A,595,100.0
10001470,124930-17_10001470_170B,596,100.0
10001470,124930-17_10001470_170B,597,100.0
10001470,124930-17_10001470_170B,598,100.0
10001470,124930-17_10001470_170B,599,100.0
10001470,124930-17_10001470_170B,600,100.0
10001470,124930-17_10001470_170B,601,100.0
10001470,124930-17_10001470_170B,602,100.0
10001470,124930-17_10001470_170B,603,100.0
10001470,124930-17_10001470_170C,604,100.0
10001470,124930-17_10001470_170C,605,100.0
10001470,124930-17_10001470_170C,606,100.0
10001470,124930-17_10001470_170C,607,100.0
10001470,124930-17_10001470_170C,608,100.0
10001470,124930-17_10001470_170C,609,100.0
10001470,124930-17_10001470_170C,610,100.0
10001470,124930-17_10001470_170C,611,100.0
10001470,124930-17_10001470_171A,612,100.0
10001470,124930-17_10001470_171A,613,100.0
10001470,124930-17_10001470_171A,614,100.0
10001470,124930-17_10001470_171A,615,100.0
10001470,124930-17_10001470_171A,616,100.0
10001470,124930-17_10001470_171A,617,100.0
10001470,124930-17_10001470_171A,618,100.0
10001470,124930-17_10001470_171A,619,100.0
10001470,124930-17_10001470_171B,620,100.0
10001470,124930-17_10001470_171B,621,100.0
10001470,124930-17_10001470_171B,622,100.0
10001470,124930-17_10001470_171B,623,100.0
10001470,124930-17_10001470_171B,624,100.0
10001470,124930-17_10001470_171B,625,100.0
10001470,124930-17_10001470_171B,626,100.0
10001470,124930-17_10001470_171B,627,100.0
10001470,124930-17_10001470_171C,628,100.0
10001470,124930-17_10001470_171C,629,100.0
10001470,124930-17_10001470_171C,630,100.0
10001470,124930-17_10001470_171C,631,100.0
10001470,124930-17_10001470_171C,632,100.0
10001470,124930-17_10001470_171C,633,100.0
10001470,124930-17_10001470_171C,634,100.0
10001470,124930-17_10001470_171C,635,100.0
10001481,123550-03_10001481_1000,636,100.0
10001481,123550-03_10001481_1000,637,100.0
10001481,123550-03_10001481_1100,638,100.0
10001481,123550-03_10001481_1100,639,100.0
10001520,110980-01_10001520_0700,640,100.0
10001520,110980-01_10001520_0700,641,100.0
10001520,110980-01_10001520_0700,642,100.0
10001520,110980-01_10001520_0700,643,100.0
10001520,110980-01_10001520_0700,644,100.0
10001520,110980-01_10001520_0700,645,100.0
10001523,111220-05_10001523_0500,646,100.0
10001523,111220-05_10001523_0500,647,100.0
10001523,111220-05_10001523_0500,648,100.0
10001523,111220-05_10001523_0500,649,100.0
10001523,111220-05_10001523_0500,650,100.0
10001569,110980-01_10001569_0701,651,100.0
10001569,110980-01_10001569_0701,652,100.0
10001569,110980-01_10001569_0701,653,100.0
10001569,110980-01_10001569_0701,654,100.0
10001569,110980-01_10001569_0702,655,100.0
10001569,110980-01_10001569_0702,656,100.0
10001569,110980-01_10001569_0702,657,100.0
10001569,110980-01_10001569_0702,658,100.0
10001569,110980-01_10001569_0703,659,100.0
10001569,110980-01_10001569_0703,660,100.0
10001569,110980-01_10001569_0703,661,100.0
10001569,110980-01_10001569_0703,662,100.0
10001569,110980-01_10001569_0706,663,100.0
10001569,110980-01_10001569_0706,664,100.0
10001569,110980-01_10001569_0706,665,100.0
10001569,110980-01_10001569_0706,666,100.0
10001569,110980-01_10001569_0800,667,100.0
10001569,110980-01_10001569_0800,668,100.0
10001569,110980-01_10001569_0800,669,100.0
10001569,110980-01_10001569_0800,670,100.0
10001569,110980-01_10001569_0801,671,100.0
10001569,110980-01_10001569_0801,672,100.0
10001569,110980-01_10001569_0801,673,100.0
10001569,110980-01_10001569_0801,674,100.0
10001569,110980-01_10001569_0802,675,100.0
10001569,110980-01_10001569_0802,676,100.0
10001569,110980-01_10001569_0802,677,100.0
10001569,110980-01_10001569_0802,678,100.0
10001569,110980-01_10001569_0803,679,100.0
10001569,110980-01_10001569_0803,680,100.0
10001569,110980-01_10001569_0803,681,100.0
10001569,110980-01_10001569_0803,682,100.0
10001569,110980-01_10001569_0804,683,100.0
10001569,110980-01_10001569_0804,684,100.0
10001569,110980-01_10001569_0804,685,100.0
10001569,110980-01_10001569_0804,686,100.0
10001569,110980-02_10001569_0200,687,100.0
10001569,110980-02_10001569_0200,688,100.0
10001569,110980-02_10001569_0200,689,100.0
10001569,110980-02_10001569_0200,690,100.0
10001569,110980-02_10001569_0201,691,100.0
10001569,110980-02_10001569_0201,692,100.0
10001569,110980-02_10001569_0201,693,100.0
10001569,110980-02_10001569_0201,694,100.0
10001569,110980-02_10001569_0900,695,100.0
10001569,110980-02_10001569_0900,696,100.0
10001569,110980-02_10001569_0900,697,100.0
10001569,110980-02_10001569_0900,698,100.0
10001570,110980-01_10001570_0700,699,100.0
10001570,110980-01_10001570_0700,700,100.0
10001570,110980-01_10001570_0700,701,100.0
10001570,110980-01_10001570_0700,702,100.0
10001570,110980-01_10001570_0701,703,100.0
10001570,110980-01_10001570_0701,704,100.0
10001570,110980-01_10001570_0701,705,100.0
10001570,110980-01_10001570_0701,706,100.0
10001570,110980-01_10001570_0702,707,100.0
10001570,110980-01_10001570_0702,708,100.0
10001570,110980-01_10001570_0702,709,100.0
10001570,110980-01_10001570_0702,710,100.0
10001570,110980-01_10001570_0703,711,100.0
10001570,110980-01_10001570_0703,712,100.0
10001570,110980-01_10001570_0703,713,100.0
10001570,110980-01_10001570_0703,714,100.0
10001570,110980-01_10001570_0704,715,100.0
10001570,110980-01_10001570_0704,716,100.0
10001570,110980-01_10001570_0704,717,100.0
10001570,110980-01_10001570_0704,718,100.0
10001570,110980-02_10001570_0200,719,100.0
10001570,110980-02_10001570_0200,720,100.0
10001570,110980-02_10001570_0200,721,100.0
10001570,110980-02_10001570_0200,722,100.0
10001570,110980-02_10001570_0201,723,100.0
10001570,110980-02_10001570_0201,724,100.0
10001570,110980-02_10001570_0201,725,100.0
10001570,110980-02_10001570_0201,726,100.0
10001570,110980-02_10001570_0202,727,100.0
10001570,110980-02_10001570_0202,728,100.0
10001570,110980-02_10001570_0202,729,100.0
10001570,110980-02_10001570_0202,730,100.0
10001570,111190-01_10001570_0100,731,100.0
10001570,111190-01_10001570_0100,732,100.0
10001570,111190-01_10001570_0100,733,100.0
10001570,111190-01_10001570_0100,734,100.0
10001571,110980-01_10001571_0700,735,100.0
10001571,110980-01_10001571_0700,736,100.0
10001571,110980-01_10001571_0700,737,100.0
10001571,110980-01_10001571_0700,738,100.0
10001571,110980-01_10001571_0701,739,100.0
10001571,110980-01_10001571_0701,740,100.0
10001571,110980-01_10001571_0701,741,100.0
10001571,110980-01_10001571_0701,742,100.0
10001571,110980-01_10001571_0702,743,100.0
10001571,110980-01_10001571_0702,744,100.0
10001571,110980-01_10001571_0702,745,100.0
10001571,110980-01_10001571_0702,746,100.0
10001571,110980-01_10001571_0704,747,100.0
10001571,110980-01_10001571_0704,748,100.0
10001571,110980-01_10001571_0704,749,100.0
10001571,110980-01_10001571_0704,750,100.0
10001571,110980-01_10001571_0706,751,100.0
10001571,110980-01_10001571_0706,752,100.0
10001571,110980-01_10001571_0706,753,100.0
10001571,110980-01_10001571_0706,754,100.0
10001571,110980-02_10001571_0200,755,100.0
10001571,110980-02_10001571_0200,756,100.0
10001571,110980-02_10001571_0200,757,100.0
10001571,110980-02_10001571_0200,758,100.0
10001571,110980-02_10001571_0201,759,100.0
10001571,110980-02_10001571_0201,760,100.0
10001571,110980-02_10001571_0201,761,100.0
10001571,110980-02_10001571_0201,762,100.0
10001571,110980-02_10001571_0202,763,100.0
10001571,110980-02_10001571_0202,764,100.0
10001571,110980-02_10001571_0202,765,100.0
10001571,110980-02_10001571_0202,766,100.0
10001575,111190-02_10001575_0100,767,100.0
10001575,111190-02_10001575_0300,768,100.0
10001577,111190-02_10001577_0100,769,100.0
10001577,111190-02_10001577_0300,770,100.0
10001590,111040-01_10001590_0900,771,100.0
10001590,111040-01_10001590_0900,772,100.0
10001590,111040-01_10001590_0900,773,100.0
10001590,111040-01_10001590_0900,774,100.0
10001590,111040-01_10001590_0900,775,100.0
10001591,111600-02_10001591_0600,776,100.0
10001591,111600-02_10001591_0700,777,100.0
10001639,100610-10_10001639_0310,778,100.0
10001639,100610-10_10001639_0310,779,100.0
10001639,100610-10_10001639_0310,780,100.0
10001639,100610-10_10001639_0310,781,100.0
10001639,100610-10_10001639_0310,782,100.0
10001639,100610-10_10001639_0310,783,100.0
10001639,100610-10_10001639_0320,784,100.0
10001639,100610-10_10001639_0320,785,100.0
10001639,100610-10_10001639_0320,786,100.0
10001639,100610-10_10001639_0320,787,100.0
10001639,100610-10_10001639_0320,788,100.0
10001639,100610-10_10001639_0320,789,100.0
10001639,100610-10_10001639_0330,790,100.0
10001639,100610-10_10001639_0330,791,100.0
10001639,100610-10_10001639_0330,792,100.0
10001639,100610-10_10001639_0330,793,100.0
10001639,100610-10_10001639_0330,794,100.0
10001639,100610-10_10001639_0330,795,100.0
10001639,100610-10_10001639_0340,796,100.0
10001639,100610-10_10001639_0340,797,100.0
10001639,100610-10_10001639_0340,798,100.0
10001639,100610-10_10001639_0340,799,100.0
10001639,100610-10_10001639_0340,800,100.0
10001639,100610-10_10001639_0340,801,100.0
10001639,100610-50_10001639_0110,802,100.0
10001639,100610-50_10001639_0110,803,100.0
10001639,100610-50_10001639_0120,804,100.0
10001639,100610-50_10001639_0120,805,100.0
10001639,100610-50_10001639_0130,806,100.0
10001639,100610-50_10001639_0130,807,100.0
10001639,100610-50_10001639_0140,808,100.0
10001639,100610-50_10001639_0140,809,100.0
10001643,112020-03_10001643_0300,810,100.0
10001643,112020-03_10001643_0300,811,100.0
10001643,112020-03_10001643_0300,812,100.0
10001643,112020-03_10001643_0300,813,100.0
10001655,123530-04_10001655_0800,814,100.0
10001655,123530-04_10001655_0800,815,100.0
10001655,123530-04_10001655_0800,816,100.0
10001655,123530-04_10001655_0800,817,100.0
10001659,123530-04_10001659_0800,818,100.0
10001659,123530-04_10001659_0800,819,100.0
10001659,123530-04_10001659_0800,820,100.0
10001659,123530-04_10001659_0800,821,100.0
10001703,111800-01_10001703_0100,822,100.0
10001703,111800-01_10001703_0100,823,100.0
10001703,111800-01_10001703_0100,824,100.0
10001703,111800-01_10001703_0100,825,100.0
10001703,111800-01_10001703_0100,826,100.0
10001703,111800-01_10001703_0100,827,100.0
10001709,123410-25_10001709_0300,828,100.0
10001709,123410-25_10001709_0300,829,100.0
10001725,111220-05_10001725_0500,830,100.0
10001725,111220-05_10001725_0500,831,100.0
10001725,111220-05_10001725_0500,832,100.0
10001725,111220-05_10001725_0500,833,100.0
10001725,111220-05_10001725_0500,834,100.0
10001725,111220-05_10001725_0500,835,100.0
10001730,111190-02_10001730_0100,836,100.0
10001731,111190-02_10001731_0100,837,100.0
10001758,123540-04_10001758_0100,838,100.0
10001758,123540-04_10001758_0100,839,100.0
10001800,112020-02_10001800_0200,840,100.0
10001800,112020-02_10001800_0200,841,100.0
10001800,112020-02_10001800_0200,842,100.0
10001902,111190-01_10001902_0101,843,100.0
10001902,111190-01_10001902_0101,844,100.0
10001902,111190-01_10001902_0101,845,100.0
10001902,111190-01_10001902_0103,846,100.0
10001902,111190-01_10001902_0103,847,100.0
10001902,111190-01_10001902_0103,848,100.0
10001902,111190-01_10001902_0111,849,100.0
