K,a
10001639,0.03234174461040217
10001643,0.0029444500383767514
10001655,0.000605701923076923
10001659,0.0007957569242443406
10001703,0.0003705751903886386
10001709,0.0015406763940893804
10001711,0.0014735473769990546
10001712,0.001503260911541915
10001725,0.0005082118806666416
10001730,0.0007664795363998551
10001731,0.0016653138461538463
10001744,0.0004417009965388684
10001755,0.0018370049105154943
10001758,0.00030772414939032183
10001800,0.002325043038415347
10001902,0.0015700168826591635
10001906,0.0019508901580015522
10001912,0.1868464
10001918,0.0068406111111111115
10001922,0.001671028882441689
10001939,0.007158713163330657
10001953,0.0008415579382003508
10001972,0.0002907462922462482
10001986,0.0003970977368971072
10001995,0.00041862078829234077
10002088,0.00026773299929927323
10002089,0.03383090635833517
10002097,0.0006810939090096171
10002117,0.0003691000965622205
10002128,0.000425050825865609
10002131,0.0011675982224582518
10002141,0.003689335663697237
10002153,0.0008431954758639374
10002160,0.00042921520574444437
10002170,0.0010230777853030676
10002172,0.0010495203926569384
10002173,0.0010232644941391914
10002174,0.0006875590817341689
10002177,0.0009146036446507719
10002178,0.0007810050916027011
10002183,0.0018496326594771766
10002184,0.0003296514874007373
10002196,0.007780153844659628
10002207,0.005409979970052245
10002209,0.0007181053433595956
10002210,0.0005390586090730112
10002211,0.0019695622394601303
10002237,0.0014446307503349712
10002243,0.002126129233326408
10002244,0.0005907920409826628
10002247,0.0006152575042406341
10002256,0.0016730948295689775
10002258,0.001491840471517598
10002282,0.0029600533343045105
10002373,3.47911828844227e-05
10002402,0.0046046590828924166
10002682,0.0016675926854649633
10002736,0.0
10002795,0.0004906388714074155
10002815,0.0020250453619700052
10002820,0.0004968717799325815
10002864,0.007933292178223745
10002923,0.0001729040153553015
10002938,0.0005619242591914399
10002939,0.0084904661621297
10002994,0.0059528267169777745
10003100,0.007410592636258406
10003110,0.0030276980668557892
10003241,0.004047769722222221
10003308,0.0003423744892282731
10003313,0.0022463653218002403
10003320,0.0004629922775772932
10003330,0.003904537396632427
10003331,0.00025312848957138547
10003340,0.0009768270783720577
10003346,0.04992218274111675
10003370,0.001459560965757461
10003459,0.0007401558978477443
10003553,0.001684391739825107
10003635,0.0006806113502557669
10003685,0.004859335162807001
10003688,-2.524728003063669e-05
10003689,0.0004528502949729668
10003712,0.0010608830706214571
10003756,0.0014681952906194305
10003796,0.021964976322745713
10003826,0.008035770776566758
10003860,0.013968360264737785
10003862,0.0016374574200812275
10003895,0.0005351159897645422
10003896,0.0006305151323904466
10003901,0.0007090176698197532
10003903,0.0006368668209083366
10004057,0.0002525446944517945
10004196,0.057486163934426224
10004337,2.8389999999999998e-05
10004472,0.00027649104598367387
10004512,0.0011078418171737467
10004573,-3.595881889673907e-06
10004578,0.0019558420491234095
10004663,5.007628879366316e-05
10004665,0.0009415320855614971
10004728,0.0009062831579509641
10004729,0.0009307434889297865
10004776,0.0031315404330534685
10004777,0.0007180705464198141
10004837,0.0
10005214,0.0005060298549163561
10005418,0.0
10005489,0.016285051863784848
10005510,0.0
10005594,0.013902683577469759
10005619,0.0020126734333627536
10005689,0.0012266042517974447
10005872,0.0017432331730769233
10006003,0.0018597417404583331
10006071,0.0021360601986471985
10006244,0.0029193487703191505
10006268,0.00013572663938136813
10006314,0.001698188149733206
10006350,0.0034788585548411856
10006351,0.0013254069897357232
10006356,0.0006872159850706667
10006386,0.0009049266250794804
10006396,0.003571821975577954
10006433,0.0
10006507,0.0002417717103443743
10006561,0.0006901696824495188
10006697,0.0006744658312138299
10006728,0.004150741124859928
10006855,2.623585313174946e-05
10006961,0.0008573034276928643
10006967,0.00024626749117267924
10007003,0.004104457051140138
10007045,0.0002467211880456372
10007142,0.0021964837862004784
10007191,8.758848576311963e-05
10007227,0.0013080727556006703
10007287,0.004817569519682195
10007932,0.00110492882946029
10007968,0.0015513313902786065
10007979,0.0014741322962877653
10007980,0.0
10007982,3.875821882868335e-05
10008019,1.7438420836525948e-05
10008026,0.0029157108455641176
10008111,0.0009905689499367432
10008122,0.04987856666666666
10008220,3.2814477940831735e-05
10008284,0.0010143534554553856
10008372,0.0001365391399845547
10008425,0.0003931591561464533
10008775,0.0011912440458162394
10008995,0.0019068177696138118
10009397,0.0009580358482326048
10009490,0.0013277086481293973
10009700,0.0004968136508667768
10009946,0.0009799015223459669
10009994,0.0021609831570383736
10010138,0.0007773976968544801
10010189,0.0010387389380530974
10010278,0.0006784830169185071
10010311,0.0
10010547,0.0
10010562,0.0
10010680,0.001217478233216421
10010953,0.0004622765723270441
10010978,0.0
10010979,0.0008555519538151898
10011211,0.0016244010603129145
10011214,0.0006539692589805468
10011329,0.0009280131687631276
10011566,0.0011092247005369683
10011844,0.0020209455374606464
10011884,0.0
10011930,0.0013542327167247652
10011993,0.008520867294630271
10012005,0.012741777509068925
10012221,0.0004811983638049815
10012293,0.0005197749733441378
10012336,0.015579060848099095
10012385,0.0013834532299647217
10012422,0.010427774637937122
10012569,0.0037267001272556256
10012587,0.001260697228050775
10012699,0.0008464189869875473
10012746,0.0012844883079112608
10012766,0.0013434856180748924
10012792,0.0006649771321683497
10012870,0.0007575784745994796
10013228,0.0027818547724088425
10013360,0.020533477545454547
10013481,0.002059843813131313
10013914,0.00043306333333333334
10013950,0.0018768165333639768
10013987,0.006647120158327502
10014333,0.0008793326953292387
10014597,0.0
10014758,0.0019976373693473648
10014827,0.0013167955180958444
10014969,0.0033908273809523815
10015098,0.009428076680881465
10015136,0.0012999324373979642
10015141,-0.00012826502095947834
10015241,0.012248291119523951
10015287,0.029130767985442722
10015430,0.007244427764602332
10015436,0.009914735538205573
10015455,0.003788901988927619
10015456,0.003722874975006427
10015469,0.0010007809546250528
10015508,0.0032081527701590786
10015544,0.0010731119479469942
10015592,0.0012343017938917212
10015691,0.0024266008553995044
10015715,0.0010266674846808256
10015781,0.012069517666620481
10015911,0.0014021179018612522
10016035,0.0013399270214318696
10016057,0.0011414160751850116
10016154,0.0012627554444444445
10016333,0.0018463205313780928
10016407,0.040468051948051934
10016431,0.00027636369020901766
10016528,0.0009352095292743342
10016618,0.009008030434363865
10016630,0.002050411358868775
10016649,0.0011226606180827394
10016667,0.0016241224949431845
10016723,0.000820389898989899
10016737,0.00013225036130435437
10016786,0.0012994787006856243
10016851,0.0006471888677759015
10016965,0.0012346579242113124
10017043,0.04227576787093842
10017236,0.0007242677863537024
10017275,0.0006798595512082854
10017329,0.0
10017366,0.012567118533071384
10017415,0.010293423476034319
10017437,0.00044178658536585356
10017458,0.001088258816790718
10017495,-0.0003666607142857143
10017526,0.005781693239108889
10017545,0.0011919357142857142
10017619,0.0024107918443951543
10017634,0.00038710321780845896
10017668,0.00042480005815336507
10017727,-8.459736011102118e-05
10017769,0.0008666647723159344
10017770,0.0006171792150580696
10017778,0.011794466686644692
10017794,0.0012167640581555491
10017830,0.0008328898183693348
10017848,0.0
10017850,0.0023692007830943746
10017860,0.0
10017904,0.0009637925342130797
10017924,0.000745338135878509
10017925,0.0009825153100674862
10017927,0.0011420675899256364
10017937,0.0010841789370767611
10017954,0.0009027068916132706
10017955,0.0009185537092952615
10017956,0.0014324304366438356
10018039,0.0011980318029115341
10018070,0.0033754278766867695
10018113,0.0
10018235,0.009544907382550337
10018432,5.876786970797143e-05
10018629,0.0005360677204303776
10018770,0.01386435529688673
10018799,0.0011007731182795702
10018823,0.025537560534641963
10018887,0.008595903543596529
10018920,0.003942358293230485
10018932,0.002445736097756734
10019023,0.0
10019086,0.008768708848500933
10019270,0.002290554312005153
10019320,0.0012850306004138761
10019348,0.015209823642813433
10019410,0.004252276224090015
10019448,0.0015892604450825558
10019451,0.001907312396840368
10019490,0.0010407727307864087
10019540,0.0009575722094536256
10019699,0.0015435566609107237
10019782,0.0003141567236710172
10019844,0.0
10019947,0.022277786589762077
10020052,0.026941450281411643
10020074,0.04048350122850122
10020097,0.03568630265139241
10020098,0.009652135087113805
10020100,0.013147588047682597
10020101,0.027712229182757373
10020103,0.019906758577171075
10020108,0.02205658655765644
10020175,0.020515117157974303
10020204,0.015343013698630137
10020273,0.013257834375
10020317,0.023476051901356158
10020342,0.013997713450292397
10020431,0.051119335978366
10020445,0.02777606782914733
10020486,0.016881935042735045
10020539,0.01938308910891089
10020557,0.004163346927162366
10020648,0.013603466415997266
10020780,0.029755102363033532
10020881,0.016828991728054653
10020903,0.037174219396458756
10020917,0.03430170280725414
10020920,0.01904174079321807
10020938,0.04149175264207842
10020940,0.010958290293855743
10022257,0.009515513630214911
10022275,0.0028013970837572058
10022300,0.0054931715442452286
10022315,0.007733849181426119
10022460,0.004006699488733195
10022470,0.006150016297852306
10022552,0.011607081302610733
10023040,0.09482275479599345
10023143,0.06686305751590174
10023190,0.0048191497027562594
10023245,0.004545727272727272
10023290,0.00432340635972504
10023300,0.07714570561777935
10023403,0.08106941365940949
10023539,0.003941352727272727
10023644,0.004550049079754602
10023648,0.03140484819277109
10023667,0.048325344844310794
10023698,0.002739021040462428
10023724,0.026558902857142856
10023743,0.01249048101851852
10023914,0.00010967454475009686
10023917,0.00911932820247736
10023921,0.022694391377307343
10023956,0.0225279358974359
10024009,0.0
10024036,0.0949958983686067
10024051,0.021061134883720925
10024071,0.0
10024095,0.0034049135802469137
10024241,0.017468572815533982
10025098,0.008602357142857142
10025131,0.04957267930137496
10025195,0.009448536784891453
10025283,0.008661844444444443
10025286,0.012387963327073901
10025290,0.010140899109911797
10025294,0.014137691513788993
10025298,0.005978772030541362
10025306,0.005830274495958845
10025325,0.020123124604888302
10025348,0.006438767463708823
10025358,0.005530357485157102
10025481,0.005549841904761903
10025484,0.0024277037037037036
10025497,0.00404246207195492
10025562,0.005224427239478249
10025568,0.013906172299618914
10025575,0.020175390516373397
10025620,0.009581396514409387
10025650,0.011920778333333333
10025655,0.0
10025659,0.01217333950134602
10025677,0.0017461037593984965
10025728,0.0035889069444444447
10025738,0.0005411954999999999
10025781,0.006935019178082192
10025800,0.0015040639567406302
10025948,0.003636315622521808
10025951,0.018074778130222725
10025983,-0.0003640405938733321
10025995,0.011063436850103983
10026039,0.0056826588094286866
10026098,0.01047240728100114
10026112,0.014839444705882353
10026118,0.005701557593311662
10026158,0.020643865217922112
10026171,0.004532363120567376
10026221,0.0073045241790080815
10026257,0.006156701580918669
10026285,0.010154560970289252
10026381,0.016792270807791856
10026442,0.0012996914532551682
10026570,0.014461541463414633
10026682,0.003748
10026692,0.0064294888805325485
10026693,0.006871140704494332
10026698,0.005838453318573015
10026720,0.0076982579260353986
10026751,0.0070144540618465815
10026775,0.006781923879718982
10027029,0.005525411960034391
10027055,0.004716669494650586
10027127,0.011585098813277808
10027128,0.007536530183727033
10027132,0.007704101503380081
10027135,0.0007676068541036694
10027211,0.002411005279233637
10027212,0.0024762348968105064
10027213,0.002617334728033473
10027214,0.007578600000000001
10027215,0.0015442634068136272
10027238,0.001063357565686987
10027401,0.013024708288574743
10027438,0.003615823060065828
10027465,0.0009069207137393572
10027562,0.004821444444444443
10027616,0.10463315479021977
10027723,0.10521649352377035
10028021,0.004138703983150141
10028039,0.0
10028042,0.004855798575214752
10028178,0.0022386143589743592
10028211,0.006364921082537143
10033102,0.010299253611416793
10033314,0.0
10035085,0.015214965243239382
10035143,-0.0035259230769230767
10035202,0.0
10035222,-0.00425602
10035275,0.011779833324892335
10040997,9.224597121417147e-05
10047699,0.00879421332396675
10047708,0.0014018042867351907
10047761,0.0
10048003,0.001200260939644094
10048126,-0.054155
10049482,0.0010276577448591693
10049606,0.0
10055820,0.003558868339132027
10058137,0.001099466904478795
10060177,0.0010095340404157247
10060178,0.0014342604742378319
10060180,0.0013831655863645318
10060496,0.000807081159284977
10060650,0.00045072177526105724
10060690,0.0013247652326220584
10060693,0.001980224668635265
10060744,0.001207182866137127
10060860,0.0014927433168694943
10060991,0.00922038767400549
10061054,0.0016057606961779908
10061083,0.00044192481422859384
10061313,0.0015324144616461217
10061329,0.01563052464144853
10061404,0.001372657700386205
10061422,0.0017254098449235424
10061431,0.001661640984506269
10061482,0.0016999589899935584
10061584,0.002067590711175617
10061673,0.0009286706756925122
10061683,0.0009025034515344634
10061847,0.0009356625297661621
10061950,0.0008918951673326672
10061977,0.008724918183913345
10062228,0.0
10062297,0.0027937629743291273
10062409,0.00010386324781698138
10062536,0.00031836609812397243
10062574,0.0034455835361724718
10062585,0.002031541345898593
10062735,0.0009766224572639295
10062806,0.007717973217853046
10062936,0.0
10062942,0.0
10063057,0.003247621191419593
10063144,0.0028635662500787165
10063223,0.004144540972065944
10063366,0.0013807005036857553
10063379,0.0007285269181300365
10063557,0.1206901577612177
10063593,0.0009669873996294009
10063597,0.0
10063659,0.0021426870186487834
10063677,0.0007738179189948017
10063686,7.671998743659695e-05
10063694,0.00205721027027027
10063713,0.00039753120418848173
10063725,0.0017495463713572536
10063739,0.0
10063782,0.0021868531398107995
10063800,0.0003112172154823593
10063805,0.0005377727969048218
10063901,0.0012407109878055315
10063906,0.0021428823405154206
10064002,0.0009861117648014269
10064061,0.0
10064088,0.0033153463095213424
10064202,0.001396826637150222
10064206,0.0007087961020800559
10064207,0.0008507542463542503
10064208,0.0007758799609817583
10064235,0.0010054403440045328
10064254,0.0008813099925276253
10064285,0.0032944712339685526
10064330,0.0011891101820361513
10064402,0.001289593947323511
10064421,0.001874769960474308
10064482,0.0009221059225988436
10064487,0.0029936395980345665
10064522,0.004894417854813158
10064541,0.0005735701688247828
10064551,0.0013052445672424948
10064598,0.00020368578896711858
10064606,0.00046650390289831476
10064632,0.0004707826740801226
10064657,0.0016593487941089255
10064667,0.030344645750262328
10064778,0.009181009194847755
10064793,0.001610873381901379
10064808,0.0
10064839,0.004056164192630358
10064906,0.0018842458975597616
10064907,-0.0007284671232876713
10065018,0.0012415157077278552
10065233,0.0008006077698764363
10065272,0.0009233210951551659
10065760,0.0014886710728601843
10065903,0.004388511943778658
10065907,0.0
10065975,0.0013375098471468414
10065978,0.001241316312908466
10066023,0.0016996310718739637
10066035,0.0018407885989732804
10066090,0.0015783981967227867
10066095,0.0007087997291807718
10066203,0.0
10066216,0.0012967647267236818
10066293,0.001992606826890505
10066330,0.0
10066393,0.0005983733300121939
10066433,0.0010012909879644194
10066439,0.0
10066611,0.0
10066679,0.0006957284231184895
10066790,0.006965079943339718
10066837,0.008844564705882354
10067010,0.004125944360740422
10067266,0.0
10067290,0.002075663953782576
10067321,0.007617674179748179
10067357,0.013227501177248507
10067363,0.004370918118045628
10067475,6.361769814224468e-05
10067660,0.0009339386071948368
10067987,0.021575790178571422
10067988,0.004436484274886364
10068009,0.00045503480552342205
10068024,0.0024741345527016707
10068067,0.0006487000000000001
10068251,0.0009688785710220029
10068269,1.0527541139742844e-05
10068315,0.0012935707750625948
10068493,0.0030720035031683067
10068498,0.006522115097250736
10068514,0.003255158244592897
10068659,0.0009371203513575176
10068731,0.0002679181532838958
10068815,0.001287454855680364
10068960,0.002398359075060694
10069001,0.00016715270893864295
10069155,0.004047404887240826
10069231,0.0010118992659927562
10069490,0.002502630830144148
10069515,0.0007955650513363603
10069633,0.0016443427875403264
10069644,0.0018596569065520948
10069726,0.0
10069741,0.014037724177349557
10069924,0.0009557421911802576
10070011,0.0010083736842105265
10070082,0.001453251416810975
10070501,0.0002904882669786803
10070577,0.0005838758642868628
10070664,0.001165301982029561
10070668,0.002031637552607375
10070749,0.0028812648376804165
10070796,0.0018875854656510327
10070932,0.0009386961587799316
10070961,0.0020493209353499445
10071048,0.0012688499796102914
10071182,0.0033765220023543917
10071235,0.004394067464958756
10071360,0.000355705645927723
10071510,0.002118147247044221
10071545,0.0010170090338862169
10071674,0.0014735235845295055
10071687,0.0014878012611483954
10071731,0.0036996669022076618
10071740,0.011921502106222838
10071819,0.005431049403628461
10071836,0.008762439299830605
10071918,0.0
10071922,0.003074767446559625
10072008,0.020463575920398006
10072053,0.004379265011685469
10072056,0.000437500869129388
10072075,-0.0006259874999999999
10072163,0.007601081505847954
10072164,0.0076471827277514465
10072210,0.000831852615766736
10072287,0.022102659883720933
10072350,0.0
10072354,0.0014454089979550103
10072362,0.008450879516933331
10072374,0.0020683668313066384
10072378,0.0017706407558030408
10072390,8.270145943258341e-05
10072468,0.0018892180878427895
10072501,0.0016349220849934747
10072547,0.0037943476606811834
10072733,0.0
10072752,0.0008011216993081945
10072799,0.0006151295934545081
10072844,0.0006889697689360042
10072851,0.0
10072866,0.0013503514747459362
10073038,0.0020395974791694864
10073129,0.00011392611311810533
10073208,0.0015632013114165993
10073224,0.005682190796496296
10073298,0.0
10073316,0.0
10073387,0.0015237002310096478
10073563,0.0008616594875134236
10073572,0.01160157228202158
10073573,0.0018878108179652344
10073594,0.0008738128234754462
10073606,0.0011797245258659498
10073662,0.0005924997860504921
10073709,0.0009467299102897047
10073852,0.0053445294706804085
10073920,0.0022441423388316344
10074143,0.000427370015998031
10074217,0.00027356824139509247
10074299,0.0006803304563786029
10074454,0.0004679957167232002
10074572,0.0009842994652406417
10074716,0.0024165370475075585
10074762,0.0
10074884,0.0024057719954648526
10075141,0.002881757446692331
10075303,0.0036004171539961013
10075331,0.0015228737594006553
10075343,0.00163478
10075394,1.4626472978915247e-05
10075511,0.0030382676237457685
10075658,0.0005569808434813953
10075869,0.007300172162594707
10075916,0.005612720599480043
10076070,0.0005832604463546933
10076072,0.0004554329751131222
10076196,0.0042060761349383465
10076235,0.0002754258655718633
10076275,0.001610658402578595
10076417,0.0028051870870818103
10076484,0.00037331974394733624
10076850,0.0005383156869688385
10076964,0.001877241526024677
10077024,0.0019224772063988645
10077184,0.0014197230577264732
10077202,0.007769911954365079
10077205,0.001712661365489922
10077239,0.0006956666666666667
10077278,0.0004457760146190484
10077348,0.004558523756053057
10077426,0.0012816890035192597
10077490,0.001730872075272697
10077514,0.0009177395302477372
10077801,0.0062611055768241695
10077955,0.000947604285326824
10078236,0.005257447760060744
10078279,0.010119679662032869
10078308,0.0058430411255411254
10078334,0.0022315241870386154
10078634,0.0010971212116947938
10079216,0.00147207
10079231,0.0
10079411,0.0010101287207452852
10079726,0.0007834504150932523
10079792,0.006422310245155764
10079828,0.0015524857777372153
10079859,0.0028219754817275754
10079931,0.002052407790134392
10080123,0.0
10080276,0.000583609219734048
10080336,0.0011641036577648399
10080702,0.0014584383225309766
10080775,0.0011634514521793018
10081062,0.0027503844295197325
10081266,0.0009647210861357012
10081315,0.0009265838109285011
10081316,0.0009432193575210309
10081352,0.0
10081541,0.001470278873477696
10081542,0.001496318790350426
10081624,0.0019245014483424523
10081708,0.0029202328793927665
10081833,0.0018413123181863775
10081835,0.0017827331063401649
10082136,0.0007474355319118418
10082187,0.0006315334527671524
10082235,0.008819140617722595
10082372,0.0008896242732229085
10082444,0.0014767640841608495
10082467,0.0
10082532,0.001895144828386562
10082536,0.0
10082596,0.0337123495215097
10082780,0.06725567921780737
10082815,0.0007056158851113716
10082858,0.0013350643480328113
10082913,0.0007218541271250056
10082972,0.00041041581932997975
10083122,0.0013104774824869998
10083683,0.005585857595331322
10083684,0.000680033071323258
10083688,0.001204984905862497
10083708,0.0004738812048014423
10083799,0.002037740390977444
10083829,0.002995645417783634
10083872,0.0010142005244122968
10083935,0.009266889319135203
10083973,0.0006602834998501603
10084121,0.0004403339739027283
10084321,0.0
10084332,3.1482679700888436e-05
10084364,0.0011750468950445516
10084393,0.0008845293007748813
10084555,0.0016506989270138961
10084593,0.006835835069734901
10084596,0.02028981229199024
10084597,0.0004434098515379613
10084624,0.0026053670157229515
10085070,0.0017951278472890602
10085089,0.002124415731228432
10085415,0.0019340490853818333
10085539,0.003624017808773623
10085548,0.0019141048799271865
10085653,0.0011174718806712825
10085701,0.0007199658230122265
10085708,0.0
10085796,0.0025144031270711233
10085842,0.003140506046450916
10086130,0.003985702474408838
10086190,0.0010656416116070857
10086324,0.0012821730051792194
10086660,0.00232107754916916
10086722,0.0017275273754514037
10086821,0.014934219261664192
10086915,0.004355395159659333
10086960,0.0024834314999167702
10086961,0.00902283661234119
10087059,0.00112883865158596
10087071,0.0004961089350861292
10087140,0.0014079014579920297
10087151,0.001394008208856144
10087184,0.0005940759643916914
10087187,0.0010474470887634542
10087394,0.0019473552091435968
10087509,0.0008114690677506121
10087667,0.010086096870237317
10087855,0.007864041465645302
10087856,0.0
10087992,0.0008698258376996377
10087997,0.0032211813082809126
10088021,0.002191049698139877
10088092,0.0005248835161425227
10088134,0.0059167656340091326
10088210,0.0018170718214308643
10088256,0.0
10088363,0.009425185047316523
10088477,0.0011270096959417454
10088500,0.00124395212444514
10088735,0.009564493826757782
10088926,0.0014422305120662567
10088927,0.0015278493751001247
10088931,0.0
10088986,0.0005214026356474209
10089008,0.0015105783198917997
10089368,0.012434246772018313
10089389,8.615454306100571e-05
10089392,0.0008265941491217742
10089403,0.0
10089438,0.0023797869103963218
10089444,0.002251128475617835
10089481,0.0002672930679267948
10089545,0.0038073578296796175
10089601,0.0013841900741128797
10089748,0.0034798920995521513
10089831,0.0023135740411746263
10089832,0.00218228733180241
10089951,0.0035276525994803313
10095046,0.0008648179794520549
10095240,0.0007007264152667851
10095384,0.0012395210662562808
10095618,0.010750456417719075
10095682,0.0013018361414542797
10095735,0.0003626716417910448
10095736,0.0005191872243186279
10095803,0.0008998648936170213
10095837,0.001916736289214791
10095844,0.0015746708245363383
10095852,0.0013870257292181378
10095878,0.001267386397185811
10095915,0.0040325072135726165
10095994,0.0012301524547642891
10096123,0.0012185461531860973
10096247,0.001063683681707779
10096275,0.0015649315053258188
10096281,0.005087102180022948
10096282,0.0
10096297,0.0017286443754203694
10096334,0.001137075195081391
10096426,0.002015916894066282
10096457,0.0009916643823099417
10096602,0.0
10096716,0.0014957616410525415
10096728,0.0005452978568456096
10096850,0.000683381968832309
10096860,-0.0002096733870967742
10097089,0.0
10097098,0.0016836901950259436
10097316,0.002125833847469534
10097432,0.0
10097475,0.0017688916748735265
10097565,-1.6875e-05
10097600,0.0012339644027453984
10097740,0.0013824172994262559
10097803,0.00038661900357862605
10097808,0.0014772039880393897
10097919,0.0010752289903492968
10102310,0.007917167317405166
10123558,0.007395614449696151
10123885,0.003754898818695429
10124196,0.021620133940530403
10141654,0.01087681396508728
10142212,0.020316873889875665
10175465,0.004435546473511041
10175466,0.007302931998136936
10175467,0.004702445895138512
10189345,0.005889524110671936
10189346,0.004511352431038406
10193317,0.007229861566776028
10193336,0.010329171597633137
10193370,0.0023083910296834726
10193372,0.003163247288205409
10193373,0.002890621987203833
10200358,0.0006453162974018979
10200423,0.0026122566712847403
10200486,0.005200884259259258
10200732,0.0
10200837,0.0009361454536162376
10200990,0.0012289364750369572
10201074,0.0004935722535774208
10201117,0.000659945806910022
10201120,0.0004864490957938994
10201152,0.0014889529807328387
10201153,0.0009928605655372762
10201154,0.0014223699972509699
10201176,0.004966222262756621
10201216,0.0005738472727272727
10201341,0.003994195619335348
10201342,0.00433595990438119
10201370,5.318712541620422e-06
10201549,0.024417125249833447
10201554,0.00014274397519391534
10201630,0.0012317424228094399
10201631,0.000462564578470731
10201669,8.441215814993736e-05
10201712,0.0025905445454124103
10201720,0.004494496694445147
10201765,0.0017777746846949207
10201798,0.0010246104975855552
10201908,0.001148940280849209
10201941,0.014686395599008688
10201993,0.0017580421562885518
10202061,0.0003851668173457618
10202135,0.00102009384449504
10202137,0.0
10202138,0.0
10202166,0.0
10202171,0.0
10202334,0.0023144467144128648
10202469,8.874999999999999e-07
10202507,0.02001459590580996
10202508,0.02738328703703704
10202509,0.033579732996951536
10202510,0.023955754926769424
10202511,0.0376659620596206
10202512,0.03805856873822975
10202513,0.033993057661847466
10202515,0.03230457818930041
10202574,0.031202777777777774
10202575,0.0
10202576,0.0
10202584,0.003018550189086018
10202681,0.0
10202682,0.0
10202683,0.0
10202684,0.0
10202685,0.0
10202686,0.027242592592592593
10202704,0.0015126440429062715
10202705,0.0014920138007820931
10202790,0.04089119897959184
10202792,0.03406927910052911
10202793,0.0
10202794,0.043076666666666666
10202795,0.018862599206349206
10202851,0.0
10202852,0.0
10202854,0.02957551282051282
10202855,0.0259460101010101
10202856,0.0
10202858,0.03078871527777778
10202861,0.0
10202864,0.0
10202865,0.0651175505050505
10202866,0.08030763694366634
10202867,0.06001325757575758
10202948,0.0017051273690973337
10203138,0.006674317640164095
10203212,0.0015276588131811334
10203254,0.0
10203255,0.041421650326797385
10203256,0.0
10203257,0.0
10203258,0.031826300236406625
10203259,0.0032602272727272727
10203260,0.0037114814814814814
10203311,0.0012638667738440568
10203412,2.5729611041405266e-05
10203517,0.0011874492237667511
10203579,0.0003132107355864811
10204069,0.0008090690012121805
10204126,0.006208120673147738
10204129,0.0010149875412649313
10204204,0.0037797935283515488
10204285,0.0011955636363636364
10204410,0.0011789872757847534
10204538,0.0
10204609,0.0174272452717722
10204620,0.0056955073682128385
10204665,0.009804516429031018
10204666,0.0
10204716,0.0034465217806549904
10204724,0.032206504217225665
10204737,0.0004185028051156876
10204766,0.0008296635397830018
10204826,0.0
10204878,0.0004222623647707997
10204933,0.0007099445988802318
10205104,0.01880133128252752
10205137,0.00034392808176492585
10205163,0.0005840038324784887
10205210,-0.0018814111111111111
10205211,0.0007252588851378294
10205248,0.00020131903485254694
10205284,0.0008308049469166477
10205376,-0.0006181365079365079
10205382,0.0003834675321424944
10205395,0.0006510857184286256
10205499,0.0012135129431951298
10205504,0.0012016502739432657
10205509,0.0016184312658101324
10205568,0.007283014014581419
