K,P,r
10214627,111230-06_10088500_0100,-9.359
10214627,111230-06_10088500_0200,-9.359
10214627,111230-06_10204538_0100,-9.558
10214627,111230-06_10204538_0200,-9.558
10214627,111230-06_10603449_0100,-1.787
10214627,111230-06_10603449_0300,-1.787
10214627,111230-06_10934610_0200,-4.968999999999999
10214627,111230-06_10934610_0300,-4.968999999999999
10214627,111230-06_11017634_1111,-8.619
10214627,111230-06_11038708_1111,-2.733
10214627,111260-01_10070668_0500,-7.605
10214627,111260-01_10095878_0500,-4.258
10214627,111260-01_10210988_0500,-10.052
10214627,111260-01_10537599_0500,-2.79
10214627,111260-01_10589790_0100,-9.948
10214627,111260-01_10709148_0100,-1.411
10214627,111260-01_10863398_0100,-4.235
10214627,111260-01_10997229_0100,-4.2860000000000005
10214627,111260-01_10934610_0500,-5.067
10214627,111260-02_10537599_0300,-2.79
10214627,111260-02_10537599_0400,-2.79
10214627,111260-02_10709148_0300,-1.411
10214627,111260-11_10071545_0500,-5.33
10214627,111260-11_10079726_0500,-1.382
10214627,111260-11_10589790_0400,-9.948
10214627,111260-40_10214627_0100,100.0
10214628,111230-06_10064402_0100,-4.0969999999999995
10214628,111230-06_10064402_0200,-4.0969999999999995
10214628,111230-06_10070668_0100,-3.984
10214628,111230-06_10070668_0200,-3.984
10214628,111230-06_10088500_0100,-7.761
10214628,111230-06_10088500_0200,-7.761
10214628,111230-06_10204538_0100,-7.412000000000001
10214628,111230-06_10204538_0200,-7.412000000000001
10214628,111230-06_10603449_0100,-1.489
10214628,111230-06_10603449_0300,-1.489
10214628,111230-06_10934610_0200,-4.138999999999999
10214628,111230-06_10934610_0300,-4.138999999999999
10214628,111230-06_11017634_1111,-4.129
10214628,111230-06_11038708_1111,-2.2769999999999997
10214628,111260-01_10070668_0500,-4.002
10214628,111260-01_10095878_0500,-5.216
10214628,111260-01_10210988_0500,-8.375
10214628,111260-01_10537599_0500,-2.325
10214628,111260-01_10589790_0100,-8.282
10214628,111260-01_10709148_0100,-1.176
10214628,111260-01_10863398_0100,-5.189
10214628,111260-01_10997229_0100,-5.252000000000001
10214628,111260-01_10934610_0500,-4.22
10214628,111260-02_10537599_0300,-2.325
10214628,111260-02_10537599_0400,-2.325
10214628,111260-02_10709148_0300,-1.176
10214628,111260-11_10071545_0500,-4.578
10214628,111260-11_10079726_0500,-1.133
10214628,111260-11_10589790_0400,-8.282
10214628,111260-40_10214628_0200,100.0
10214631,111260-01_10075658_0600,-0.359
10214631,111260-01_10520104_0500,-0.040999999999999995
10214631,111260-02_10009397_0510,-2.8110000000000004
10214631,111260-02_10009397_0520,-2.8110000000000004
10214631,111260-02_10009397_0530,-2.8110000000000004
10214631,111260-02_10087992_0510,-2.786
10214631,111260-02_10087992_0530,-2.786
10214631,111260-02_10520104_0600,-0.040999999999999995
10214631,111260-02_10520104_0700,-0.040999999999999995
10214631,111260-11_10009397_0500,-2.8110000000000004
10214631,111260-11_10087992_0500,-2.786
10214631,111260-11_10087992_0540,-2.786
10214631,111260-40_10214631_0100,100.0
10214644,135100-03_10214832_0100,-100.0
10214644,136040-18_10214644_0100,100.0
10214832,135100-03_10214832_0100,100.0
10214832,135100-07_10294143_0100,-100.0
10215288,100680-10_10215288_0110,100.0
10215307,100680-10_10215307_0110,100.0
10215690,111500-02_10900960_0600,-106.0
10215690,125070-13_10215690_0100,100.0
10216091,135130-18_10234226_0400,-1.0
10217935,123580-02_10586658_0200,-60.0
10217935,123580-02_10712519_0200,-73.28
10217935,123580-02_10837940_0100,-68.18
10217935,123580-02_10962909_0100,-57.619
10217935,123580-02_10963683_0100,-71.72
10217935,123580-02_10971083_0100,-78.53399999999999
10217935,123580-02_10971175_0100,-65.056
10217935,123580-02_10972071_0100,-68.28
10217935,123580-02_10973677_0100,-61.19
10217935,123580-02_10977121_0100,-75.71
10217935,123580-02_10983480_0100,-87.62
10217935,123580-02_11003391_0100,-88.69200000000001
10217935,123580-02_11026370_0100,-57.895
10217935,123580-02_11035226_0100,-76.1
10217935,123580-02_10971175_0200,-65.73
10217935,123580-02_10977121_0200,-75.994
10217935,123580-02_11039746_0100,-74.494
10218314,123410-15_10218314_0200,100.0
10218506,100610-70_10218506_0110,100.0
10218684,123420-17_11026891_0100,-24.166999999999998
10218684,123420-18_10218684_0100,100.0
10218684,123420-15_11026891_0100,-24.166999999999998
10218684,123420-15_11033843_0200,-9.399
10218798,135150-07_10218798_0100,100.0
10218961,135150-02_11023152_0100,-50.0
10218961,135150-02_11023193_0100,-29.5
10218961,135150-17_11023152_0200,-50.0
10218961,135150-17_11023193_0200,-29.5
10219171,135150-07_10218798_0100,-100.0
10219171,135150-16_10219171_0800,100.0
10219338,123530-05_10219338_0900,100.0
10219358,111260-01_10000411_0600,-0.638
10219358,111260-01_10064202_0500,-0.461
10219358,111260-01_10064208_0500,-1.329
10219358,111260-01_10087187_0500,-0.662
10219358,111260-01_10088092_0520,-0.674
10219358,111260-01_10200990_0500,-0.84
10219358,111260-01_10206982_0620,-1.248
10219358,111260-01_10210827_0510,-2.274
10219358,111260-01_10210987_0620,-0.643
10219358,111260-01_10211232_0500,-0.609
10219358,111260-01_10211274_0300,-1.361
10219358,111260-01_10213097_0800,-1.101
10219358,111260-01_10214085_0500,-1.2590000000000001
10219358,111260-01_10234339_0500,-1.507
10219358,111260-01_10244043_0510,-1.306
10219358,111260-01_10537599_0500,-0.7240000000000001
10219358,111260-01_10538939_0100,-0.61
10219358,111260-01_10552353_0110,-0.363
10219358,111260-01_10569503_0200,-1.768
10219358,111260-01_10588840_0300,-1.109
10219358,111260-01_10603731_0500,-0.37200000000000005
10219358,111260-01_10709148_0100,-0.69
10219358,111260-01_10748892_0400,-0.385
10219358,111260-01_10839311_0100,-1.177
10219358,111260-01_10913865_0100,-1.546
10219358,111260-01_10913865_0400,-1.546
10219358,111260-01_10933957_0300,-1.278
10219358,111260-01_10963780_0100,-0.386
10219358,111260-01_10996525_0500,-0.687
10219358,111260-01_10997788_0300,-0.951
10219358,111260-01_10879645_0400,-1.426
10219358,111260-01_10980711_0100,-1.2770000000000001
10219358,111260-01_10999735_0100,-1.207
10219358,111260-01_10963671_0100,-0.919
10219358,111260-01_11036590_0100,-0.385
10219358,111260-02_10064207_0500,-1.0290000000000001
10219358,111260-02_10064482_0500,-1.188
10219358,111260-02_10087187_0510,-0.662
10219358,111260-02_10201117_0500,-0.85
10219358,111260-02_10201117_0510,-0.85
10219358,111260-02_10201117_0520,-0.85
10219358,111260-02_10206673_0500,-2.2840000000000003
10219358,111260-02_10206673_0600,-2.2840000000000003
10219358,111260-02_10210827_0500,-2.274
10219358,111260-02_10210827_0600,-2.274
10219358,111260-02_10212140_0500,-0.883
10219358,111260-02_10212140_0510,-0.883
10219358,111260-02_10212140_0520,-0.883
10219358,111260-02_10234062_0500,-0.8859999999999999
10219358,111260-02_10234062_0510,-0.8859999999999999
10219358,111260-02_10234062_0520,-0.8859999999999999
10219358,111260-02_10244043_0500,-1.306
10219358,111260-02_10508450_0500,-1.258
10219358,111260-02_10508450_0600,-1.258
10219358,111260-02_10515527_0500,-0.848
10219358,111260-02_10515527_0520,-0.848
10219358,111260-02_10515527_0530,-0.848
10219358,111260-02_10537599_0300,-0.7240000000000001
10219358,111260-02_10537599_0400,-0.7240000000000001
10219358,111260-02_10567149_0500,-1.128
10219358,111260-02_10567149_0600,-1.128
10219358,111260-02_10606772_0600,-0.72
10219358,111260-02_10709136_0300,-2.325
10219358,111260-02_10709136_0600,-2.325
10219358,111260-02_10709148_0300,-0.69
10219358,111260-02_10748892_0500,-0.385
10219358,111260-02_10748892_0600,-0.385
10219358,111260-02_10933957_0500,-1.278
10219358,111260-02_10933957_0600,-1.278
10219358,111260-02_10234339_0700,-1.4369999999999998
10219358,111260-02_11019881_0100,-1.031
10219358,111260-03_10206982_0610,-1.248
10219358,111260-03_10210987_0610,-0.643
10219358,111260-03_10508450_0700,-1.258
10219358,111260-03_10552353_0300,-0.363
10219358,111260-03_10980711_0700,-1.2770000000000001
10219358,111260-10_10206982_0600,-1.248
10219358,111260-10_10206982_0630,-1.248
10219358,111260-10_10210987_0600,-0.643
10219358,111260-10_10210987_0630,-0.643
10219358,111260-10_10210987_0640,-0.643
10219358,111260-10_10538939_0300,-0.61
10219358,111260-10_10538939_0500,-0.61
10219358,111260-10_10569503_0220,-1.768
10219358,111260-10_10588840_0400,-1.109
10219358,111260-10_10980711_0300,-1.2770000000000001
10219358,111260-10_10980711_0600,-1.2770000000000001
10219358,111260-10_10234339_0700,-1.507
10219358,111260-10_10234339_0600,-1.507
10219358,111260-11_10000411_0500,-0.638
10219358,111260-11_10068659_0500,-1.3
10219358,111260-11_10068659_0600,-1.3
10219358,111260-11_10088092_0500,-0.674
10219358,111260-11_10088092_0510,-0.674
10219358,111260-11_10096123_0500,-0.91
10219358,111260-11_10096123_0600,-0.91
10219358,111260-11_10200990_0600,-0.84
10219358,111260-11_10233814_0500,-1.244
10219358,111260-11_10233814_0510,-1.244
10219358,111260-11_10263637_0500,-0.9990000000000001
10219358,111260-11_10263637_0600,-0.9990000000000001
10219358,111260-11_10552353_0100,-0.363
10219358,111260-11_10552353_0200,-0.363
10219358,111260-11_11019881_0100,-1.031
10219530,111260-01_10064202_0500,-3.825
10219530,111260-01_10064208_0500,-3.987
10219530,111260-01_10211232_0500,-4.011
10219530,111260-01_10244043_0510,-2.8739999999999997
10219530,111260-01_10588840_0300,-4.53
10219530,111260-02_10064207_0500,-4.114
10219530,111260-02_10244043_0500,-2.8739999999999997
10219530,111260-10_10588840_0400,-4.53
10219530,111260-11_10209908_0500,-2.9739999999999998
10219530,111260-11_10209908_0510,-2.9739999999999998
10219532,111260-01_10075658_0600,-0.218
10219532,111260-01_10210989_0500,-0.687
10219532,111260-01_10542880_0400,-2.102
10219532,111260-01_10580590_0100,-0.5670000000000001
10219532,111260-01_10781543_0100,-0.675
10219532,111260-01_11031815_0100,-0.040999999999999995
10219532,111260-01_10963671_0100,-0.733
10219532,111260-02_10001109_0500,-0.233
10219532,111260-02_10001109_0520,-0.233
10219532,111260-02_10001953_0500,-0.18100000000000002
10219532,111260-02_10061083_0709,-0.401
10219532,111260-02_10061083_0710,-0.401
10219532,111260-02_10073709_0510,-0.386
10219532,111260-02_10207964_0510,-0.43
10219532,111260-02_10207964_0520,-0.43
10219532,111260-02_10297343_0500,-1.415
10219532,111260-02_10297343_0510,-1.415
10219532,111260-02_10508450_0500,-0.20199999999999999
10219532,111260-02_10508450_0600,-0.20199999999999999
10219532,111260-02_10813204_0100,-0.273
10219532,111260-02_10542880_0600,-2.102
10219532,111260-02_10542880_0700,-2.102
10219532,111260-02_11036459_0500,-0.55
10219532,111260-03_10001109_0510,-0.233
10219532,111260-03_10001953_0510,-0.18100000000000002
10219532,111260-03_10061083_0700,-0.401
10219532,111260-03_10073709_0500,-0.386
10219532,111260-03_10207964_0500,-0.43
10219532,111260-03_10297343_0520,-1.415
10219532,111260-03_10508450_0700,-0.20199999999999999
10219532,111260-03_10813204_0700,-0.273
10219532,111260-11_10017458_0500,-0.168
10219532,111260-11_10096123_0500,-2.0140000000000002
10219532,111260-11_10096123_0600,-2.0140000000000002
10219532,111260-11_10205163_0500,-0.107
10219532,111260-11_10205163_0510,-0.107
10219532,111260-11_10205211_0500,-0.114
10219532,111260-11_10205211_0600,-0.114
10219532,111260-11_10208359_0500,-1.58
10219532,111260-11_10208359_0510,-1.58
10219532,111260-11_10211142_0500,-0.41200000000000003
10219532,111260-11_10211142_0510,-0.41200000000000003
10219532,111260-11_10263637_0500,-2.21
10219532,111260-11_10263637_0600,-2.21
10219532,111260-11_10847612_0100,-1.3630000000000002
10219532,111260-11_10847612_0200,-1.3630000000000002
10219532,111260-11_10847612_0300,-1.3630000000000002
10219532,111260-11_10542880_0600,-2.102
10219636,123530-01_10412384_0100,-88.5
10219691,100680-10_10084106_0110,-246.0
10219691,100680-10_10089403_0110,-2821.0
10219691,100680-10_10200730_0110,-6700.0
10219691,100680-10_10200732_0210,-4691.0
10219691,100680-10_10205860_0110,-4584.0
10219691,100680-10_10207903_0110,-2343.0
10219691,100680-10_10209547_0210,-1433.5
10219691,100680-10_10226650_0110,-2248.0
10219691,100680-10_10228656_0110,-2757.0
10219691,100680-10_10233232_0110,-4431.0
10219691,100680-10_10242618_0110,-2747.0
10219691,100680-10_10250412_0110,-2779.0
10219691,100680-10_10296827_0110,-1855.1
10219691,100680-10_10533033_0110,-2542.0
10219691,100680-10_10584257_0110,-2857.5
10219691,100680-10_10586643_0110,-3285.0
10219691,100680-10_10592922_0110,-297.3
10219691,100680-10_10715562_0110,-2777.0
10219691,100680-10_10837917_0110,-286.0
10219691,100680-10_10837917_0210,-286.0
10219691,100680-10_10976180_0110,-2779.0
10219691,100680-10_11044393_0110,-1163.0
10219786,111190-01_10219786_0101,100.0
10219786,111190-01_10219786_0102,100.0
10219786,111190-01_10219786_0103,100.0
10219786,111190-03_10219786_0300,100.0
10219791,123550-10_10219791_1000,100.0
10219791,123550-12_10017545_1000,-78.13
10219791,123550-12_10089804_1000,-22.92
10219792,123550-10_10219792_1100,100.0
10219792,123550-12_10211797_1000,-56.82
10219932,111190-01_10219932_0101,100.0
10219932,111190-01_10219932_0105,100.0
10219932,111190-01_10219932_0108,100.0
10219932,111190-03_10219932_0301,100.0
10220499,111150-07_10220499_0100,100.0
10220546,123540-03_10220546_0200,100.0
10220590,151330-10_10017781_0100,4.0
10220652,123410-15_10220652_0200,100.0
10220700,100610-70_10220700_0210,100.0
10220804,123530-03_10939960_0200,-4.6
10220819,111990-01_10220819_0100,100.0
10220819,111990-01_10220819_0200,100.0
10220937,100680-10_10220937_0110,100.0
10220939,100680-10_10220939_0110,100.0
10220939,100680-10_10220939_0120,100.0
10221316,111650-01_10000566_0100,78.95
10221316,111650-03_10002207_0100,-5000.0
10221316,151140-01_10002173_0300,-10.0
10221316,151140-01_10004837_0100,-10.0
10221316,151140-02_10577602_0200,24.9
10223957,123380-03_10870412_0350,-2.2
10223957,123380-03_10870412_0350,-7.0
10223957,123380-03_58579148_0350,-2.2
10223957,123380-03_58579148_0350,-7.0
10223957,123380-03_58010056_0600,-2.2
10223957,123380-03_58010056_0600,-7.0
10225544,135100-21_10225544_0800,100.0
10226202,100610-10_10226202_0110,100.0
10226202,100610-10_10226202_0120,100.0
10226202,100610-10_10226202_0130,100.0
10226202,100610-10_10226202_0140,100.0
10226202,100610-70_10218506_0110,-115.0
10226650,100680-10_10226650_0110,100.0
10227245,124930-17_10001467_1700,-67.15
10227245,124930-17_10002815_1700,-59.037
10227245,124930-17_10002815_1710,-59.037
10227245,124930-17_10003553_170A,-58.42
10227245,124930-17_10003553_170B,-58.42
10227245,124930-17_10003553_170C,-58.42
10227245,124930-17_10003553_171A,-58.42
10227245,124930-17_10003553_171B,-58.42
10227245,124930-17_10003553_171C,-58.42
10227827,124870-01_10773913_0100,-17.95
10227827,124870-01_10849238_0100,-8.8
10227912,100680-20_10227912_0110,100.0
10228315,123600-01_10228315_0300,100.0
10228315,123600-01_10228315_0301,100.0
10228316,123410-15_10218314_0200,-48.756
10228316,123410-15_10228316_0200,100.0
10228317,134130-31_10712493_1500,-14.03
10228656,100680-10_10228656_0110,100.0
10228665,123470-20_11031891_0100,-2.0
10228665,123470-31_10589091_0100,-2.0
10228665,123470-31_10593647_0400,-1.9
10228859,123410-15_10228859_0100,100.0
10229037,135150-10_10229037_0200,100.0
10229900,135130-07_10229900_0100,100.0
10229900,135130-09_10007141_0200,-102.0
10229900,135130-09_10064335_0200,-102.0
10229900,135130-09_11010821_0100,-102.0
10230621,124870-01_10773913_0100,-0.264
10230621,124870-01_10849238_0100,-0.27
10230908,140500-01_10001181_0500,12.397
10231237,124870-02_10231237_0500,100.0
10232612,135150-12_10080697_0300,-64.0
10232884,112020-02_10232884_0200,100.0
10233068,134130-03_10233068_1400,100.0
10233068,134130-08_10558998_1400,-27.2
10233174,123510-03_10704620_1000,-0.1
10233174,123510-03_10817484_1000,-0.13
10233174,123510-03_11028322_1000,-0.12
10233174,123510-03_11028325_1000,-0.14
10233174,123510-03_11028399_1000,-0.13
10233174,123510-03_10205953_2000,-0.13
10233174,123510-03_10209676_2000,-0.12
10233174,123510-03_10594793_2000,-0.16
10233174,123510-03_11039872_1000,-0.14
10233227,135150-16_10077606_0800,-20.0
10233231,100680-10_10233231_0110,100.0
10233232,100680-10_10233232_0110,100.0
10233595,111390-02_10236682_0100,-2.3
10233595,111470-08_10233595_0100,100.0
10233789,111480-01_10233789_0200,100.0
10233814,111260-11_10233814_0500,100.0
10233814,111260-11_10233814_0510,100.0
10233814,134130-31_10233815_1500,-153.0
10233814,134130-32_10233815_1600,-153.0
10233815,134130-31_10233815_1500,100.0
10233815,134130-32_10233815_1600,100.0
10233851,110980-01_10233851_0700,100.0
10233851,110980-01_10233851_0701,100.0
10233851,110980-01_10233851_0703,100.0
10233851,110980-01_10233851_0706,100.0
10233851,110980-01_10233851_0900,100.0
10233851,110980-01_10233851_0901,100.0
10233851,110980-01_10233851_0902,100.0
10233851,110980-01_10233851_0903,100.0
10233851,110980-02_10233851_0200,100.0
10233851,110980-02_10233851_0201,100.0
10233851,110980-02_10233851_0202,100.0
10233851,110980-02_10233851_0800,100.0
10233851,110980-02_10233851_0801,100.0
10233851,110980-02_10233851_0802,100.0
10233864,110980-01_10233864_0700,100.0
10233864,110980-01_10233864_0701,100.0
10233864,110980-01_10233864_0702,100.0
10233864,110980-01_10233864_0703,100.0
10233864,110980-01_10233864_0704,100.0
10233864,110980-02_10233864_0200,100.0
10233864,110980-02_10233864_0201,100.0
10233971,111120-07_10205657_0300,-4.88
10233971,134130-01_10233971_1300,100.0
10233976,100630-30_10233976_0110,100.0
10234041,134130-02_10234041_1400,100.0
10234062,111120-07_10205657_0300,-91.61
10234062,111120-07_10511153_0300,-60.17
10234062,111120-07_10513082_0300,-69.93
10234062,111120-07_10589479_0300,-55.3
10234062,111120-07_10592956_0300,-60.852
10234062,111120-07_10592961_0300,-62.56
10234062,111120-07_10608539_0300,-80.15100000000001
10234062,111120-07_10958289_0300,-70.08
10234062,111120-07_10975963_0300,-60.922
10234062,111120-07_10997240_0300,-44.32
10234062,111120-07_10999002_0300,-59.66
10234062,111120-07_11026352_0300,-68.03
10234062,111120-07_11026372_0300,-62.17
10234062,111120-07_11036743_0100,-97.3
10234062,111120-07_11036743_0300,-97.3
10234062,111260-02_10234062_0500,100.0
10234062,111260-02_10234062_0510,100.0
10234062,111260-02_10234062_0520,100.0
10234136,135120-08_10234136_0100,100.0
10234163,135120-08_10234136_0100,-100.0
10234164,135120-08_10234164_0100,100.0
10234172,135120-08_10234172_0100,100.0
10234194,100630-10_10234194_0110,100.0
10234194,100630-20_10082536_0210,-120.0
10234194,100630-20_11023770_0210,-120.0
10234213,135100-03_10234213_0100,100.0
10234213,135100-07_10519743_0500,-100.0
10234216,111190-01_10234216_0101,100.0
10234216,111230-06_10736640_0200,-0.098
10234216,111230-06_10736640_0300,-0.098
10234216,111230-06_10873936_0400,-4.043
10234216,111230-06_10882870_0100,-0.955
10234216,111230-06_10882870_0300,-0.955
10234216,111230-06_10984174_1111,-5.62
10234216,111230-06_11017665_1111,-4.08
10234216,111260-01_10210989_0500,-5.047
10234225,135130-18_10234225_0400,100.0
10234226,135130-18_10234226_0400,100.0
10234275,135130-18_10234275_0400,100.0
10234277,135130-18_10234277_0400,100.0
10234281,111190-01_10234281_0101,100.0
10234281,134130-03_10892737_1300,-27.71
10234281,134130-40_10909437_1300,-18.13
10234281,134130-40_10909513_0100,-21.9
10234281,134130-41_10909437_1400,-18.13
10234281,134130-41_10909513_0200,-21.9
10234286,111230-06_10063694_0600,-4.744
10234286,111230-06_10066095_0100,-21.726
10234286,111230-06_10066095_0200,-21.726
10234286,111230-06_10077490_0100,-19.687
10234286,111230-06_10077490_0200,-19.687
10234286,111230-06_10088500_0100,-25.04
10234286,111230-06_10088500_0200,-25.04
10234286,111230-06_10201798_0100,-12.491
10234286,111230-06_10201798_0200,-12.491
10234286,111230-06_10207201_0100,-20.563000000000002
10234286,111230-06_10207201_0200,-20.563000000000002
10234286,111230-06_10210990_0100,-23.041999999999998
10234286,111230-06_10210990_0200,-23.041999999999998
10234286,111230-06_10211276_0100,-4.9639999999999995
10234286,111230-06_10211276_0200,-4.9639999999999995
10234286,111230-06_10211279_0100,-5.817
10234286,111230-06_10211279_0200,-5.817
10234286,111230-06_10263637_0100,-4.204
10234286,111230-06_10290113_0100,-21.74
10234286,111230-06_10290113_0200,-21.74
10234286,111230-06_10537771_0100,-13.77
10234286,111230-06_10537771_0200,-13.77
10234286,111230-06_10542880_0200,-4.224
10234286,111230-06_10542880_0300,-4.224
10234286,111230-06_10603731_0300,-23.303
10234286,111230-06_10603731_0400,-23.303
10234286,111230-06_10604591_0300,-17.362000000000002
10234286,111230-06_10604591_0400,-17.362000000000002
10234286,111230-06_10705173_0200,-4.685
10234286,111230-06_10705173_0300,-4.685
10234286,111230-06_10736640_0200,-13.52
10234286,111230-06_10736640_0300,-13.52
10234286,111230-06_10739817_0200,-4.833
10234286,111230-06_10739817_0300,-4.833
10234286,111230-06_10814907_0100,-4.2410000000000005
10234286,111230-06_10814907_0200,-4.2410000000000005
10234286,111230-06_10827345_0300,-21.546
10234286,111230-06_10827345_0400,-21.546
10234286,111230-06_10839115_1111,-4.559
10234286,111230-06_10850437_1111,-8.129
10234286,111230-06_10880595_1111,-22.205
10234286,111230-06_10882870_0100,-19.474
10234286,111230-06_10882870_0300,-19.474
10234286,111230-06_10913865_0200,-0.523
10234286,111230-06_10913865_0300,-0.523
10234286,111230-06_10923977_0100,-33.131
10234286,111230-06_10925745_1111,-24.143
10234286,111230-06_10934610_0200,-11.991
10234286,111230-06_10934610_0300,-11.991
10234286,111230-06_10949376_1111,-6.681
10234286,111230-06_10963671_0300,-1.8559999999999999
10234286,111230-06_10965899_0300,-10.624
10234286,111230-06_10975622_1111,-20.869
10234286,111230-06_10975650_0200,-20.433
10234286,111230-06_10975650_0300,-20.433
10234286,111230-06_10977545_1111,-29.743000000000002
10234286,111230-06_10981341_1111,-32.232
10234286,111230-06_10984174_1111,-22.134
10234286,111230-06_10990525_1111,-10.058
10234286,111230-06_10992173_0100,-22.756999999999998
10234286,111230-06_10992173_0200,-22.756999999999998
10234286,111230-06_10994393_0100,-20.015
10234286,111230-06_10994393_0200,-20.015
10234286,111230-06_10996523_1111,-20.424
10234286,111230-06_10996525_0300,-19.257
10234286,111230-06_10996525_0400,-19.257
10234286,111230-06_11006069_1111,-3.22
10234286,111230-06_11017634_1111,-16.167
10234286,111230-06_11019881_1111,-4.934
10234286,111230-06_10880595_0300,-22.184
10234286,111230-06_11038103_1111,-2.698
10234286,111230-06_11036843_1111,-6.3229999999999995
10234286,111230-06_11038708_1111,-17.499000000000002
10234286,111230-06_10990525_0100,-9.698
10234286,111230-06_11038731_1111,-16.563
10234286,111230-06_11041537_1111,-5.159
10234286,111230-16_10204285_0100,-13.562999999999999
10234286,111240-16_10712321_0200,-23.616999999999997
10234286,111260-01_10075658_0600,-23.329
10234286,111260-01_10207201_0510,-21.37
10234286,111260-01_10210987_0620,-4.824
10234286,111260-01_10210988_0500,-10.088
10234286,111260-01_10520104_0500,-21.205
10234286,111260-01_10537599_0500,-2.79
10234286,111260-01_10542880_0400,-4.231
10234286,111260-01_10552353_0110,-25.361
10234286,111260-01_10580590_0100,-22.985
10234286,111260-01_10588840_0300,-2.04
10234286,111260-01_10589790_0100,-24.96
10234286,111260-01_10603731_0500,-23.764
10234286,111260-01_10709148_0100,-11.742
10234286,111260-01_10736856_0100,-2.2159999999999997
10234286,111260-01_10739817_0100,-4.758
10234286,111260-01_10748892_0400,-20.945
10234286,111260-01_10831370_0200,-5.432
10234286,111260-01_10913865_0100,-0.5429999999999999
10234286,111260-01_10913865_0400,-0.5429999999999999
10234286,111260-01_10963780_0100,-20.956
10234286,111260-01_10975650_0100,-20.828000000000003
10234286,111260-01_10996525_0500,-19.629
10234286,111260-01_10997060_0100,-1.476
10234286,111260-01_10934610_0500,-12.225999999999999
10234286,111260-01_11031815_0100,-13.686
10234286,111260-01_10963671_0100,-1.8940000000000001
10234286,111260-01_11036590_0100,-20.948
10234286,111260-02_10201117_0500,-5.4879999999999995
10234286,111260-02_10201117_0510,-5.4879999999999995
10234286,111260-02_10201117_0520,-5.4879999999999995
10234286,111260-02_10212140_0500,-5.614
10234286,111260-02_10212140_0510,-5.614
10234286,111260-02_10212140_0520,-5.614
10234286,111260-02_10234062_0500,-5.638999999999999
10234286,111260-02_10234062_0510,-5.638999999999999
10234286,111260-02_10234062_0520,-5.638999999999999
10234286,111260-02_10297343_0500,-22.311999999999998
10234286,111260-02_10297343_0510,-22.311999999999998
10234286,111260-02_10520104_0600,-21.205
10234286,111260-02_10520104_0700,-21.205
10234286,111260-02_10537599_0300,-2.79
10234286,111260-02_10537599_0400,-2.79
10234286,111260-02_10709148_0300,-11.742
10234286,111260-02_10748892_0500,-20.945
10234286,111260-02_10748892_0600,-20.945
10234286,111260-02_10542880_0600,-4.231
10234286,111260-02_10542880_0700,-4.231
10234286,111260-02_11036459_0500,-22.295
10234286,111260-02_11019881_0100,-5.029
10234286,111260-03_10210987_0610,-4.824
10234286,111260-03_10297343_0520,-22.311999999999998
10234286,111260-03_10552353_0300,-25.361
10234286,111260-10_10210987_0600,-4.824
10234286,111260-10_10210987_0630,-4.824
10234286,111260-10_10210987_0640,-4.824
10234286,111260-10_10588840_0400,-2.04
10234286,111260-11_10063694_0500,-4.792
10234286,111260-11_10071545_0500,-10.725999999999999
10234286,111260-11_10079726_0500,-10.998
10234286,111260-11_10095240_0500,-23.89
10234286,111260-11_10095240_0600,-23.89
10234286,111260-11_10096123_0500,-3.8739999999999997
10234286,111260-11_10096123_0600,-3.8739999999999997
10234286,111260-11_10205163_0500,-24.538
10234286,111260-11_10205163_0510,-24.538
10234286,111260-11_10205211_0500,-25.896
10234286,111260-11_10205211_0600,-25.896
10234286,111260-11_10207201_0500,-21.37
10234286,111260-11_10207201_0600,-21.37
10234286,111260-11_10263637_0500,-4.252
10234286,111260-11_10263637_0600,-4.252
10234286,111260-11_10552353_0100,-25.361
10234286,111260-11_10552353_0200,-25.361
10234286,111260-11_10589790_0400,-24.96
10234286,111260-11_10739817_0500,-4.758
10234286,111260-11_10739817_0600,-4.758
10234286,111260-11_10739817_0800,-4.758
10234286,111260-11_10831370_0300,-5.432
10234286,111260-11_10847612_0100,-21.485
10234286,111260-11_10847612_0200,-21.485
10234286,111260-11_10847612_0300,-21.485
10234286,111260-11_10975650_0400,-20.828000000000003
10234286,111260-11_10975650_0500,-20.828000000000003
10234286,111260-11_10542880_0600,-4.231
10234286,111260-11_11019881_0100,-5.029
10234302,123680-07_10234302_0400,100.0
10234339,111120-07_10518364_0300,-96.93
10234339,111120-07_10954861_0300,-88.26
10234339,111230-06_10234339_0600,100.0
10234339,111260-01_10234339_0500,100.0
10234339,111260-02_10234339_0700,100.0
10234339,111260-10_10234339_0700,100.0
10234339,111260-10_10234339_0600,100.0
10234393,111220-05_10018039_0500,-28.705
10234393,111260-01_10095878_0500,-0.654
10234393,111260-01_10210987_0620,-1.325
10234393,111260-01_10244043_0510,-0.988
10234393,111260-01_10588840_0300,-0.455
10234393,111260-01_10736856_0100,-0.305
10234393,111260-01_10839311_0100,-0.898
10234393,111260-01_10863398_0100,-0.6509999999999999
10234393,111260-01_10955317_0100,-1.766
10234393,111260-01_10997060_0100,-0.188
10234393,111260-01_10997229_0100,-0.659
10234393,111260-01_10997788_0300,-0.636
10234393,111260-01_10934610_0500,-0.516
10234393,111260-01_11031815_0100,-1.181
