K,P,r
10553867,111230-06_11038708_1111,-0.29600000000000004
10553867,111230-06_10991906_0300,-0.496
10553867,123410-15_10000533_0100,-10.841
10553867,123410-15_10000533_0110,-10.703
10553867,123410-15_10007045_0200,-19.817
10553867,123410-15_10013914_0100,-3.5789999999999997
10553867,123410-15_10061700_0200,-5.275
10553867,123410-15_10061700_0210,-4.742
10553867,123410-15_10205764_0200,-17.609
10553867,123510-02_10019448_1000,-0.019
10553867,123510-05_10016154_1000,-3.8280000000000003
10553867,123520-15_10082372_0500,-3.75
10553867,123520-15_10598122_0100,-3.5
10553867,123520-15_10908526_0100,-4.6
10553867,123520-17_10938051_0100,-3.0
10553867,123540-05_10730297_0100,-30.8
10553867,123680-05_10544920_0100,-146.95
10553867,123680-18_10514596_0400,-17.0
10553867,124930-05_10073129_0500,-0.929
10553867,124930-05_10201554_0500,-0.74
10553867,124930-05_10503069_0502,-0.8
10553867,124930-05_10544098_0500,-0.23
10553867,134130-01_10233971_1300,-35.86
10553867,134130-02_10234041_1400,-1.625
10553867,134130-02_10317189_1400,-0.11
10553867,134130-05_10715495_1400,-0.125
10553867,134130-08_10242574_1400,-0.225
10553867,134130-08_10558998_1400,-1.36
10553867,134130-08_10575970_1500,-0.2
10553867,135090-16_10886281_0100,-20.963
10553867,136040-19_10209463_0100,-70.866
10553867,136040-19_10557732_0100,-70.866
10553867,151190-01_10553867_0100,100.0
10553867,151190-01_10553867_0800,100.0
10553868,140010-02_10553861_0100,7.7
10553868,140090-01_10553861_0500,3.4
10553868,151190-01_10553867_0100,-53.5
10553868,151190-01_10553867_0800,-53.5
10553868,151190-01_10567937_0100,-87.68
10553868,151190-01_10587624_0800,-53.5
10553921,123420-13_10212873_0100,20.6
10553921,151040-11_10003330_0202,-618.0
10553921,151040-11_10206724_0100,-756.8
10553956,123020-24_10567915_0800,-18.889
10553958,123020-24_10567915_0800,-35.463
10553958,135100-21_10553958_0800,100.0
10553996,110980-02_10553996_0100,100.0
10553996,110980-02_10553996_0101,100.0
10554009,100620-01_10704501_0110,-800.0
10554009,100620-01_10847472_0110,-800.0
10554018,123410-15_10323855_0200,-12.842
10554106,124550-01_10555858_1000,119.167
10554106,162010-03_10554240_0200,-40.625
10554106,162010-03_10554241_0200,-44.01
10554227,134130-05_11010740_1300,-6.0
10554239,162010-02_10554239_0200,100.0
10554239,162080-02_10558866_0100,-96.36399999999999
10554239,162500-01_10297600_0100,-1050.0
10554240,124550-01_10555858_1000,-210.0
10554240,162010-03_10554240_0200,100.0
10554240,162010-10_10579351_0400,-79.333
10554241,162010-03_10554241_0200,100.0
10554241,162080-01_10558874_0100,-157.66899999999998
10554241,162080-02_10558869_0100,-92.35
10554241,162080-02_10579350_0100,-100.05
10554241,162080-02_10579351_0100,-91.204
10554241,162080-02_10844603_0100,-48.492
10554266,135100-02_10554266_0100,100.0
10554266,135100-02_10554266_0200,100.0
10554266,135130-02_10073883_0100,-98.8
10554266,135130-02_10560387_0100,-102.0
10554266,135130-02_11027292_0100,-102.0
10554266,135130-02_11027293_0100,-102.0
10554433,100680-10_10554433_0110,100.0
10554456,111120-07_10554456_0300,100.0
10554464,123080-04_10554464_0100,100.0
10554464,123080-05_10019540_0300,-58.143
10554464,123080-05_10066023_0100,-60.0
10554464,123080-05_10069726_0100,-90.714
10554464,123080-05_10076275_0100,-94.286
10554480,111560-05_10002282_0200,-82.5
10554480,111560-05_10063223_0100,-90.0
10554480,123380-03_10073852_0350,-8.0
10554480,123380-03_10081708_0350,-10.5
10554480,123380-03_10210238_0101,-0.6
10554480,123380-03_10291559_0300,-7.125
10554480,123380-03_10291559_0308,-6.25
10554480,123380-03_10291559_0310,-7.125
10554480,123380-03_10291559_0318,-6.25
10554480,123380-03_10775768_0350,-5.5
10554480,123380-03_10870412_0350,-5.5
10554480,123380-03_58476522_0300,-7.125
10554480,123380-03_58476522_0308,-7.125
10554480,123380-03_58476522_0310,-7.125
10554480,123380-03_58476522_0318,-7.125
10554480,123380-03_58493727_0300,-7.125
10554480,123380-03_58493727_0308,-7.125
10554480,123380-03_58493727_0310,-7.125
10554480,123380-03_58493727_0318,-7.125
10554480,123380-03_58560870_0350,-10.5
10554480,123380-03_58560887_0350,-10.5
10554480,123380-03_58560894_0350,-10.5
10554480,123380-03_58563123_0300,-7.125
10554480,123380-03_58563123_0308,-7.125
10554480,123380-03_58563123_0310,-7.125
10554480,123380-03_58563123_0318,-7.125
10554480,123380-03_58573139_0300,-7.125
10554480,123380-03_58573139_0308,-7.125
10554480,123380-03_58573139_0310,-7.125
10554480,123380-03_58573139_0318,-7.125
10554480,123380-03_58579148_0350,-5.5
10554480,123380-03_58657433_0350,-5.5
10554480,123380-03_58660105_0300,-7.125
10554480,123380-03_58660105_0308,-7.125
10554480,123380-03_58660105_0310,-7.125
10554480,123380-03_58660105_0318,-7.125
10554480,123380-03_58689564_0350,-10.5
10554480,123380-03_58693622_0350,-5.5
10554480,123380-03_58699921_0300,-7.125
10554480,123380-03_58699921_0308,-7.125
10554480,123380-03_58699921_0310,-7.125
10554480,123380-03_58699921_0318,-7.125
10554480,123380-03_58839143_0350,-10.5
10554480,123380-03_58872744_0350,-8.0
10554480,123380-03_58873956_0350,-10.5
10554480,123380-03_58877343_0350,-10.5
10554480,123380-03_58992367_0300,-7.125
10554480,123380-03_58992367_0308,-7.125
10554480,123380-03_58992367_0310,-7.125
10554480,123380-03_58992367_0318,-7.125
10554480,123380-03_50440760_0300,-7.125
10554480,123380-03_50440760_0308,-7.125
10554480,123380-03_50440760_0310,-7.125
10554480,123380-03_50440760_0318,-7.125
10554480,123380-03_58010056_0600,-5.5
10554480,123380-03_58026491_0350,-5.5
10554480,123380-03_58040282_0300,-7.125
10554480,123540-02_10087997_0200,-103.0
10554480,124500-02_10014357_0200,-156.0
10554480,124500-02_10019348_0300,-109.0
10554480,124930-05_10000811_0500,-1.176
10554480,124930-05_10003635_0500,-0.752
10554480,124930-05_10012293_0501,-0.625
10554480,124930-05_10015544_0500,-1.85
10554480,124930-05_10073129_0500,-1.548
10554480,124930-05_10073662_0500,-1.0
10554480,124930-05_10089481_0500,-1.45
10554480,124930-05_10089481_0510,-1.45
10554480,124930-05_10201554_0500,-55.8
10554480,124930-05_10202061_0500,-0.625
10554480,124930-05_10208259_0500,-0.625
10554480,124930-05_10214019_0500,-19.27
10554480,124930-05_10214019_0510,-19.27
10554480,124930-05_10503069_0502,-1.46
10554480,124930-05_10543927_0500,-0.64
10554480,124930-05_10544098_0500,-50.3
10554480,124930-05_10925544_0500,-0.62
10554480,124930-05_10936412_0500,-0.62
10554480,124930-12_10008775_1200,-86.31299999999999
10554480,124930-12_10008775_1210,-86.31299999999999
10554480,124930-12_10061422_120A,-82.53
10554480,124930-12_10061422_120B,-79.42
10554480,124930-12_10061422_120C,-82.53
10554480,124930-12_10061422_120D,-79.42
10554480,124930-12_10061422_121A,-82.53
10554480,124930-12_10061422_121B,-79.42
10554480,124930-12_10061422_121C,-82.53
10554480,124930-12_10061422_121D,-79.42
10554480,124930-12_10069490_120A,-70.83
10554480,124930-12_10069490_120B,-48.17
10554480,124930-12_10069490_120C,-45.33
10554480,124930-12_10069490_120D,-42.5
10554480,124930-12_10069490_121A,-70.83
10554480,124930-12_10069490_121B,-48.17
10554480,124930-12_10069490_121C,-45.33
10554480,124930-12_10069490_121D,-42.5
10554480,124930-12_10069924_120A,-56.93
10554480,124930-12_10069924_120B,-47.68
10554480,124930-12_10069924_120C,-39.26
10554480,124930-12_10069924_121A,-56.93
10554480,124930-12_10069924_121B,-47.68
10554480,124930-12_10069924_121C,-39.26
10554480,124930-12_10086190_120A,-66.01
10554480,124930-12_10086190_120B,-58.34
10554480,124930-12_10086190_121A,-66.01
10554480,124930-12_10086190_121B,-58.34
10554480,124930-12_10096850_1200,-51.838
10554480,124930-12_10096850_1210,-51.838
10554480,124930-13_10001463_130A,-48.34
10554480,124930-13_10001463_130B,-46.96
10554480,124930-13_10001463_130C,-45.58
10554480,124930-13_10001463_131A,-48.34
10554480,124930-13_10001463_131B,-46.96
10554480,124930-13_10001463_131C,-45.58
10554480,124930-13_10007968_1300,-105.741
10554480,124930-13_10008775_1300,-86.31299999999999
10554480,124930-13_10008775_1310,-86.31299999999999
10554480,124930-13_10010680_1300,-115.355
10554480,124930-13_10010680_1310,-115.355
10554480,124930-13_10016057_1300,-199.45
10554480,124930-13_10016057_1310,-199.45
10554480,124930-13_10061422_130A,-82.53
10554480,124930-13_10061422_130B,-79.42
10554480,124930-13_10061422_130C,-82.53
10554480,124930-13_10061422_130D,-79.42
10554480,124930-13_10061422_131A,-82.53
10554480,124930-13_10061422_131B,-79.42
10554480,124930-13_10061422_131C,-82.53
10554480,124930-13_10061422_131D,-79.42
10554480,124930-13_10069490_130A,-70.83
10554480,124930-13_10069490_130B,-48.17
10554480,124930-13_10069490_130C,-45.33
10554480,124930-13_10069490_130D,-42.5
10554480,124930-13_10069490_131A,-70.83
10554480,124930-13_10069490_131B,-48.17
10554480,124930-13_10069490_131C,-45.33
10554480,124930-13_10069490_131D,-42.5
10554480,124930-13_10069924_130A,-56.93
10554480,124930-13_10069924_130B,-47.68
10554480,124930-13_10069924_130C,-39.26
10554480,124930-13_10069924_131A,-56.93
10554480,124930-13_10069924_131B,-47.68
10554480,124930-13_10069924_131C,-39.26
10554480,124930-13_10071048_1300,-114.815
10554480,124930-13_10071048_1310,-114.815
10554480,124930-13_10086190_130A,-66.01
10554480,124930-13_10086190_130B,-58.34
10554480,124930-13_10086190_131A,-66.01
10554480,124930-13_10086190_131B,-58.34
10554480,124930-13_10089392_1300,-89.92200000000001
10554480,124930-13_10096850_1300,-51.838
10554480,124930-13_10096850_1310,-51.838
10554480,124930-13_10206386_1300,-184.37099999999998
10554480,124930-13_10206386_1310,-184.37099999999998
10554480,124930-17_10000786_1700,-97.024
10554480,124930-17_10000786_1710,-97.024
10554480,124930-17_10001470_170A,-99.03
10554480,124930-17_10001470_170B,-96.95
10554480,124930-17_10001470_170C,-94.86
10554480,124930-17_10001470_171A,-99.03
10554480,124930-17_10001470_171B,-96.95
10554480,124930-17_10001470_171C,-94.86
10554480,124930-17_10013130_170A,-90.69
10554480,124930-17_10013130_170B,-84.44
10554480,124930-17_10013130_170C,-79.23
10554480,124930-17_10016057_1700,-199.45
10554480,124930-17_10016057_1710,-199.45
10554480,124930-17_10016057_7000,-200.373
10554480,124930-17_10016057_7010,-200.373
10554480,124930-17_10019504_170A,-88.19
10554480,124930-17_10019504_170B,-81.81
10554480,124930-17_10019504_170C,-72.25
10554480,124930-17_10064906_1700,-105.477
10554480,124930-17_10064906_1710,-105.477
10554480,124930-17_10073038_1700,-66.717
10554480,124930-17_10073038_1710,-66.717
10554480,124930-17_10076964_170A,-84.08
10554480,124930-17_10076964_170B,-92.48
10554480,124930-17_10076964_170C,-89.36
10554480,124930-17_10076964_171A,-84.08
10554480,124930-17_10076964_171B,-92.48
10554480,124930-17_10076964_171C,-89.36
10554480,124930-17_10079313_170A,-73.31
10554480,124930-17_10079313_170B,-71.19
10554480,124930-17_10086190_170A,-66.01
10554480,124930-17_10086190_170B,-58.34
10554480,124930-17_10086190_171A,-66.01
10554480,124930-17_10086190_171B,-58.34
10554480,124930-17_10089392_1700,-89.92200000000001
10554480,124930-17_10206386_1700,-184.37099999999998
10554480,124930-17_10206386_1710,-184.37099999999998
10554480,124930-50_10016057_5000,-200.373
10554480,124930-50_10016057_5010,-200.373
10554480,124930-50_10071048_5000,-114.815
10554480,124930-50_10071048_5010,-114.815
10554480,124930-50_10089392_5000,-89.92200000000001
10554480,124930-50_10206386_5000,-184.37099999999998
10554480,124930-50_10206386_5010,-184.37099999999998
10554480,124930-52_10005622_5200,-35.887
10554480,124930-52_10005681_5200,-33.218
10554480,124930-52_10081373_5200,-60.0
10554480,124930-52_10081385_5200,-45.71
10554480,124930-52_10097803_5201,-38.927
10554480,124930-52_10582894_5201,-40.63
10554480,124930-52_10584347_5201,-38.482
10554480,124930-52_10611145_5201,-39.435
10554480,124930-52_10612561_5201,-44.957
10554480,124930-52_10919856_5201,-60.7
10554480,124930-54_10081833_5400,-134.314
10554480,124930-54_10081833_5410,-134.314
10554480,124930-54_10089008_5400,-192.571
10554480,124930-54_10089008_5410,-192.571
10554480,124930-54_10089392_5400,-89.92200000000001
10554480,124930-54_10586299_5400,-111.77
10554480,124930-54_10586299_5410,-111.77
10554480,124930-70_10000786_7000,-97.024
10554480,124930-70_10007968_7000,-105.741
10554480,124930-70_10007968_7010,-105.741
10554480,124930-70_10063593_7000,-79.618
10554480,124930-70_10063593_7010,-79.618
10554480,124930-70_10071048_7000,-114.815
10554480,124930-70_10071048_7010,-114.815
10554480,124930-70_10084364_7000,-149.0
10554480,124930-70_10084364_7010,-149.0
10554480,124930-70_10208462_7000,-64.355
10554480,124930-70_10208462_7010,-64.355
10554480,124930-70_10586299_7000,-111.77
10554480,124930-70_10586299_7010,-111.77
10554480,124930-70_10910669_7000,-149.0
10554480,124930-70_10910669_7010,-149.0
10554533,123410-15_10005371_0500,-83.837
10554533,123410-15_10007045_0200,-15.038
10554533,123410-15_10017114_0400,-15.707
10554533,123410-15_10204411_0200,-15.408
10554533,123410-15_10204878_0200,-14.664000000000001
10554533,123410-15_10205764_0200,-12.225
10554533,123410-15_10205994_0200,-17.539
10554533,123410-15_10228316_0200,-15.421
10554533,151040-11_10003330_0202,-1270.0
10554533,151040-11_10206724_0100,-756.8
10554567,124930-05_10000811_0500,-60.441
10554567,124930-05_10201554_0500,-13.38
10554567,124930-17_10001467_1700,-17.433
10554567,124930-17_10001470_170A,-40.94
10554567,124930-17_10001470_170B,-40.94
10554567,124930-17_10001470_170C,-40.94
10554567,124930-17_10001470_171A,-40.94
10554567,124930-17_10001470_171B,-40.94
10554567,124930-17_10001470_171C,-40.94
10554567,124930-17_10002815_1700,-19.37
10554567,124930-17_10002815_1710,-19.37
10554567,124930-17_10003553_170A,-10.24
10554567,124930-17_10003553_170B,-11.52
10554567,124930-17_10003553_170C,-12.8
10554567,124930-17_10003553_171A,-10.24
10554567,124930-17_10003553_171B,-11.52
10554567,124930-17_10003553_171C,-12.8
10554567,124930-17_10013130_170A,-41.17
10554567,124930-17_10013130_170B,-41.17
10554567,124930-17_10013130_170C,-41.17
10554567,124930-17_10019504_170A,-38.8
10554567,124930-17_10019504_170B,-38.8
10554567,124930-17_10019504_170C,-38.8
10554567,124930-17_10076964_170A,-32.39
10554567,124930-17_10076964_170B,-32.39
10554567,124930-17_10076964_170C,-32.39
10554567,124930-17_10076964_171A,-32.39
10554567,124930-17_10076964_171B,-32.39
10554567,124930-17_10076964_171C,-32.39
10554567,124930-17_10079313_170A,-40.6
10554567,124930-17_10079313_170B,-40.6
10554661,110980-01_10554661_0102,100.0
10554661,110980-01_10554661_0104,100.0
10554661,110980-01_10554661_0106,100.0
10554661,110980-01_10554661_0107,100.0
10554661,110980-01_10554679_0100,-72.1
10554661,110980-02_10554661_0200,100.0
10554661,123410-15_10554679_0300,-70.0
10554661,123410-15_10582753_0100,-21.346999999999998
10554661,123410-15_10582753_0200,-22.983
10554679,110980-01_10554679_0100,100.0
10554679,123410-15_10554679_0300,100.0
10554681,162500-01_10297600_0100,1660.0
10554716,123590-01_10554716_0100,100.0
10554716,123590-02_10554716_0200,100.0
10554716,123590-04_10554716_0400,100.0
10554722,111600-05_10554722_0500,100.0
10554722,111600-06_10209942_0600,-100.0
10555021,123530-05_10555021_0800,100.0
10555034,123530-01_10555034_0500,100.0
10555034,123530-03_10555034_0100,100.0
10555034,123550-06_10243745_1000,-17.0
10555039,123530-03_10555039_0200,100.0
10555039,123550-07_10074884_1000,-50.5
10555476,162010-02_10554239_0200,44.688
10555476,162030-01_10559396_0100,-50.0
10555477,162010-02_10554239_0200,-16.893
10555477,162140-01_10564653_0100,76.339
10555490,135150-02_10555490_0300,100.0
10555490,135150-06_10555490_0200,100.0
10555563,123680-03_10512293_0200,-41.7
10555563,123680-18_10292590_0100,-42.97
10555604,136040-19_10209463_0100,398.727
10555604,136040-19_10557732_0100,398.727
10555604,162500-01_10297600_0100,-67.92
10555664,162010-02_10554239_0200,-2.773
10555664,162010-03_10554240_0200,-2.719
10555664,162010-03_10554241_0200,-2.945
10555664,162010-08_10908079_0100,-1.6669999999999998
10555664,162500-02_10297600_0400,108.0
10555676,124970-60_10086950_0200,47.0
10555676,124970-60_10916953_0100,41.0
10555741,111480-01_11022662_0100,-0.15
10555741,123590-08_10555741_0300,100.0
10555748,124870-02_10555748_0100,100.0
10555774,124980-02_10555774_0200,100.0
10555858,124550-01_10555858_1000,100.0
10555976,111450-04_10555976_0100,100.0
10557732,135100-02_10554266_0100,-101.15799999999999
10557732,135100-02_10554266_0200,-101.15799999999999
10557732,136040-19_10557732_0100,100.0
10557733,135100-03_10552644_0100,-100.0
10557733,136040-18_10557733_0100,100.0
10557952,123580-01_10239400_0900,-60.52
10557952,123580-01_10558694_0100,-47.14
10557952,123580-01_10558801_0100,-38.21
10557952,123580-01_10558848_0100,-49.6
10557952,123580-01_10559379_0100,-46.86
10557952,123580-01_10559811_0100,-48.17
10557952,123580-01_10559864_0100,-49.5
10557952,123580-01_10559869_0100,-67.0
10557952,123580-01_10560052_0100,-43.13
10557952,123580-01_10560164_0100,-40.08
10557952,123580-01_10560915_0100,-26.38
10557952,123580-01_10561249_0100,-60.13
10557952,123580-01_10567612_0100,-59.6
10557952,123580-01_10567614_0100,-59.6
10557952,123580-01_10580300_0100,-65.0
10557952,123580-01_10582364_0100,-38.78
10557952,123580-01_10584977_0100,-65.02
